r,theta,mass
0.13,0.6,0.512341
0.13,0.61,0.511743
0.13,0.62,0.513139
0.13,0.63,0.512507
0.13,0.64,0.513881
0.13,0.65,0.514498
0.13,0.66,0.515317
0.13,0.67,0.51446
0.13,0.68,0.514337
0.13,0.69,0.51337
0.13,0.7,0.514955
0.13,0.71,0.516672
0.13,0.72,0.516805
0.13,0.73,0.517704
0.13,0.74,0.516511
0.13,0.75,0.51721
0.13,0.76,0.516903
0.13,0.77,0.516886
0.13,0.78,0.518921
0.14,0,0.513034
0.14,0.01,0.51315
0.14,0.02,0.512114
0.14,0.03,0.511857
0.14,0.04,0.511203
0.14,0.05,0.510933
0.14,0.06,0.509634
0.14,0.07,0.510341
0.14,0.08,0.509377
0.14,0.09,0.508823
0.14,0.1,0.508749
0.14,0.11,0.508553
0.14,0.12,0.508416
0.14,0.13,0.508257
0.14,0.14,0.507301
0.14,0.15,0.507258
0.14,0.16,0.507811
0.14,0.17,0.505894
0.14,0.18,0.506052
0.14,0.19,0.506096
0.14,0.2,0.507154
0.14,0.21,0.504004
0.14,0.22,0.50541
0.14,0.23,0.504519
0.14,0.24,0.504416
0.14,0.25,0.505076
0.14,0.26,0.504762
0.14,0.27,0.505729
0.14,0.28,0.504658
0.14,0.29,0.503462
0.14,0.3,0.504179
0.14,0.31,0.504488
0.14,0.32,0.505202
0.14,0.33,0.503614
0.14,0.34,0.504204
0.14,0.35,0.503485
0.14,0.36,0.502691
0.14,0.37,0.50299
0.14,0.38,0.503533
0.14,0.39,0.504336
0.14,0.4,0.503857
0.14,0.41,0.503656
0.14,0.42,0.503947
0.14,0.43,0.504775
0.14,0.44,0.503264
0.14,0.45,0.503883
0.14,0.46,0.504025
0.14,0.47,0.504038
0.14,0.48,0.504377
0.14,0.49,0.504188
0.14,0.5,0.504517
0.14,0.51,0.50459
0.14,0.52,0.504002
0.14,0.53,0.505128
0.14,0.54,0.504822
0.14,0.55,0.5043
0.14,0.56,0.505513
0.14,0.57,0.505674
0.14,0.58,0.507867
0.14,0.59,0.507021
0.14,0.6,0.506843
0.14,0.61,0.506837
0.14,0.62,0.506902
0.14,0.63,0.507271
0.14,0.64,0.507061
0.14,0.65,0.509044
0.14,0.66,0.507831
0.14,0.67,0.509584
0.14,0.68,0.509462
0.14,0.69,0.508929
0.14,0.7,0.509582
0.14,0.71,0.509469
0.14,0.72,0.509538
0.14,0.73,0.511052
0.14,0.74,0.511311
0.14,0.75,0.511864
0.14,0.76,0.511954
0.14,0.77,0.513117
0.14,0.78,0.514148
0.15,0,0.508183
0.15,0.01,0.507305
0.15,0.02,0.507835
0.15,0.03,0.506221
0.15,0.04,0.506423
0.15,0.05,0.505448
0.15,0.06,0.505456
0.15,0.07,0.504197
0.15,0.08,0.504224
0.15,0.09,0.503918
0.15,0.1,0.503221
0.15,0.11,0.503168
0.15,0.12,0.502797
0.15,0.13,0.503276
0.15,0.14,0.502084
0.15,0.15,0.501695
0.15,0.16,0.501071
0.15,0.17,0.500698
0.15,0.18,0.500243
0.15,0.19,0.501185
0.15,0.2,0.500043
0.15,0.21,0.500594
0.15,0.22,0.499921
0.15,0.23,0.499015
0.15,0.24,0.498398
0.15,0.25,0.498597
0.15,0.26,0.498895
0.15,0.27,0.500283
0.15,0.28,0.498867
0.15,0.29,0.499116
0.15,0.3,0.49809
0.15,0.31,0.498001
0.15,0.32,0.496891
0.15,0.33,0.498455
0.15,0.34,0.497227
0.15,0.35,0.497677
0.15,0.36,0.498196
0.15,0.37,0.496524
0.15,0.38,0.496782
0.15,0.39,0.496031
0.15,0.4,0.497642
0.15,0.41,0.497066
0.15,0.42,0.497892
0.15,0.43,0.498943
0.15,0.44,0.496297
0.15,0.45,0.495973
0.15,0.46,0.496988
0.15,0.47,0.497151
0.15,0.48,0.498757
0.15,0.49,0.499415
0.15,0.5,0.497634
0.15,0.51,0.498139
0.15,0.52,0.498673
0.15,0.53,0.498241
0.15,0.54,0.499871
0.15,0.55,0.498942
0.15,0.56,0.499682
0.15,0.57,0.499843
0.15,0.58,0.499458
0.15,0.59,0.499624
0.15,0.6,0.49935
0.15,0.61,0.498961
0.15,0.62,0.500803
0.15,0.63,0.501935
0.15,0.64,0.502003
0.15,0.65,0.501807
0.15,0.66,0.5028
0.15,0.67,0.503016
0.15,0.68,0.502264
0.15,0.69,0.503641
0.15,0.7,0.505207
0.15,0.71,0.504116
0.15,0.72,0.504674
0.15,0.73,0.50483
0.15,0.74,0.505097
0.15,0.75,0.50486
0.15,0.76,0.507036
0.15,0.77,0.507539
0.15,0.78,0.508183
0.16,0,0.50299
0.16,0.01,0.502815
0.16,0.02,0.501213
0.16,0.03,0.501411
0.16,0.04,0.500061
0.16,0.05,0.499754
0.16,0.06,0.499315
0.16,0.07,0.498858
0.16,0.08,0.498307
0.16,0.09,0.497493
0.16,0.1,0.49776
0.16,0.11,0.496591
0.16,0.12,0.496887
0.16,0.13,0.496136
0.16,0.14,0.496634
0.16,0.15,0.494051
0.16,0.16,0.495297
0.16,0.17,0.495734
0.16,0.18,0.494029
0.16,0.19,0.492945
0.16,0.2,0.493849
0.16,0.21,0.493291
0.16,0.22,0.493683
0.16,0.23,0.494043
0.16,0.24,0.492798
0.16,0.25,0.492117
0.16,0.26,0.492448
0.16,0.27,0.492585
0.16,0.28,0.490422
0.16,0.29,0.491696
0.16,0.3,0.492141
0.16,0.31,0.491204
0.16,0.32,0.491197
0.16,0.33,0.490028
0.16,0.34,0.490929
0.16,0.35,0.491179
0.16,0.36,0.492211
0.16,0.37,0.490096
0.16,0.38,0.49166
0.16,0.39,0.490931
0.16,0.4,0.491229
0.16,0.41,0.489776
0.16,0.42,0.48977
0.16,0.43,0.490641
0.16,0.44,0.490775
0.16,0.45,0.491778
0.16,0.46,0.492259
0.16,0.47,0.491373
0.16,0.48,0.492748
0.16,0.49,0.491969
0.16,0.5,0.492142
0.16,0.51,0.490966
0.16,0.52,0.492496
0.16,0.53,0.493395
0.16,0.54,0.492887
0.16,0.55,0.493844
0.16,0.56,0.492904
0.16,0.57,0.493931
0.16,0.58,0.494699
0.16,0.59,0.494291
0.16,0.6,0.495135
0.16,0.61,0.49428
0.16,0.62,0.496316
0.16,0.63,0.49543
0.16,0.64,0.49658
0.16,0.65,0.495817
0.16,0.66,0.496101
0.16,0.67,0.497593
0.16,0.68,0.497535
0.16,0.69,0.497963
0.16,0.7,0.497592
0.16,0.71,0.499176
0.16,0.72,0.500639
0.16,0.73,0.499581
0.16,0.74,0.500149
0.16,0.75,0.501744
0.16,0.76,0.501578
0.16,0.77,0.502193
0.16,0.78,0.502806
0.17,0,0.497466
0.17,0.01,0.496441
0.17,0.02,0.495857
0.17,0.03,0.495132
0.17,0.04,0.496
0.17,0.05,0.493423
0.17,0.06,0.493993
0.17,0.07,0.494119
0.17,0.08,0.492304
0.17,0.09,0.492748
0.17,0.1,0.491481
0.17,0.11,0.49146
0.17,0.12,0.490678
0.17,0.13,0.491239
0.17,0.14,0.490391
0.17,0.15,0.489292
0.17,0.16,0.49002
0.17,0.17,0.4894
0.17,0.18,0.488094
0.17,0.19,0.487597
0.17,0.2,0.488065
0.17,0.21,0.48816
0.17,0.22,0.486377
0.17,0.23,0.486985
0.17,0.24,0.484853
0.17,0.25,0.48616
0.17,0.26,0.486511
0.17,0.27,0.484867
0.17,0.28,0.485574
0.17,0.29,0.484555
0.17,0.3,0.484812
0.17,0.31,0.484838
0.17,0.32,0.48657
0.17,0.33,0.484276
0.17,0.34,0.485016
0.17,0.35,0.486157
0.17,0.36,0.485301
0.17,0.37,0.483423
0.17,0.38,0.483281
0.17,0.39,0.485544
0.17,0.4,0.485246
0.17,0.41,0.485229
0.17,0.42,0.485224
0.17,0.43,0.484681
0.17,0.44,0.485201
0.17,0.45,0.484436
0.17,0.46,0.486263
0.17,0.47,0.484884
0.17,0.48,0.485446
0.17,0.49,0.485281
0.17,0.5,0.485655
0.17,0.51,0.486101
0.17,0.52,0.484453
0.17,0.53,0.486465
0.17,0.54,0.485865
0.17,0.55,0.486886
0.17,0.56,0.48698
0.17,0.57,0.487635
0.17,0.58,0.488061
0.17,0.59,0.487972
0.17,0.6,0.487422
0.17,0.61,0.488947
0.17,0.62,0.488639
0.17,0.63,0.4901
0.17,0.64,0.488453
0.17,0.65,0.491788
0.17,0.66,0.490501
0.17,0.67,0.49031
0.17,0.68,0.492326
0.17,0.69,0.492796
0.17,0.7,0.493054
0.17,0.71,0.492234
0.17,0.72,0.494038
0.17,0.73,0.493483
0.17,0.74,0.49433
0.17,0.75,0.494345
0.17,0.76,0.496187
0.17,0.77,0.496678
0.17,0.78,0.497897
0.18,0,0.49178
0.18,0.01,0.491836
0.18,0.02,0.491878
0.18,0.03,0.489572
0.18,0.04,0.489876
0.18,0.05,0.488167
0.18,0.06,0.487517
0.18,0.07,0.48765
0.18,0.08,0.486713
0.18,0.09,0.485875
0.18,0.1,0.48533
0.18,0.11,0.485646
0.18,0.12,0.485122
0.18,0.13,0.485859
0.18,0.14,0.485278
0.18,0.15,0.483393
0.18,0.16,0.483334
0.18,0.17,0.482302
0.18,0.18,0.481779
0.18,0.19,0.480578
0.18,0.2,0.481525
0.18,0.21,0.482288
0.18,0.22,0.481212
0.18,0.23,0.479489
0.18,0.24,0.479155
0.18,0.25,0.479657
0.18,0.26,0.479303
0.18,0.27,0.478766
0.18,0.28,0.47749
0.18,0.29,0.47933
0.18,0.3,0.479702
0.18,0.31,0.478471
0.18,0.32,0.4777
0.18,0.33,0.477912
0.18,0.34,0.477153
0.18,0.35,0.478114
0.18,0.36,0.476724
0.18,0.37,0.478251
0.18,0.38,0.475928
0.18,0.39,0.478608
0.18,0.4,0.47823
0.18,0.41,0.477752
0.18,0.42,0.476741
0.18,0.43,0.478225
0.18,0.44,0.479002
0.18,0.45,0.476514
0.18,0.46,0.478191
0.18,0.47,0.479285
0.18,0.48,0.4785
0.18,0.49,0.479649
0.18,0.5,0.480043
0.18,0.51,0.479515
0.18,0.52,0.478695
0.18,0.53,0.478919
0.18,0.54,0.479826
0.18,0.55,0.479188
0.18,0.56,0.480357
0.18,0.57,0.482085
0.18,0.58,0.48122
0.18,0.59,0.481678
0.18,0.6,0.480055
0.18,0.61,0.482591
0.18,0.62,0.482679
0.18,0.63,0.484341
0.18,0.64,0.484549
0.18,0.65,0.484074
0.18,0.66,0.48474
0.18,0.67,0.485903
0.18,0.68,0.484451
0.18,0.69,0.486421
0.18,0.7,0.486293
0.18,0.71,0.487618
0.18,0.72,0.487314
0.18,0.73,0.487355
0.18,0.74,0.488778
0.18,0.75,0.489012
0.18,0.76,0.49105
0.18,0.77,0.490752
0.18,0.78,0.491143
0.19,0,0.487139
0.19,0.01,0.486048
0.19,0.02,0.485331
0.19,0.03,0.485232
0.19,0.04,0.483253
0.19,0.05,0.483563
0.19,0.06,0.48109
0.19,0.07,0.481936
0.19,0.08,0.481248
0.19,0.09,0.480429
0.19,0.1,0.479517
0.19,0.11,0.479084
0.19,0.12,0.478142
0.19,0.13,0.478282
0.19,0.14,0.47588
0.19,0.15,0.477028
0.19,0.16,0.476741
0.19,0.17,0.475481
0.19,0.18,0.477203
0.19,0.19,0.476578
0.19,0.2,0.475678
0.19,0.21,0.475633
0.19,0.22,0.473778
0.19,0.23,0.473351
0.19,0.24,0.472685
0.19,0.25,0.473402
0.19,0.26,0.47302
0.19,0.27,0.473031
0.19,0.28,0.472733
0.19,0.29,0.472687
0.19,0.3,0.471251
0.19,0.31,0.473737
0.19,0.32,0.472135
0.19,0.33,0.472076
0.19,0.34,0.470889
0.19,0.35,0.471388
0.19,0.36,0.470938
0.19,0.37,0.471685
0.19,0.38,0.469713
0.19,0.39,0.47008
0.19,0.4,0.470841
0.19,0.41,0.471038
0.19,0.42,0.470915
0.19,0.43,0.471637
0.19,0.44,0.471747
0.19,0.45,0.472012
0.19,0.46,0.471316
0.19,0.47,0.472882
0.19,0.48,0.472258
0.19,0.49,0.47185
0.19,0.5,0.47231
0.19,0.51,0.472165
0.19,0.52,0.47252
0.19,0.53,0.473504
0.19,0.54,0.473069
0.19,0.55,0.473724
0.19,0.56,0.474644
0.19,0.57,0.475512
0.19,0.58,0.475672
0.19,0.59,0.47618
0.19,0.6,0.47689
0.19,0.61,0.475382
0.19,0.62,0.476678
0.19,0.63,0.476633
0.19,0.64,0.477358
0.19,0.65,0.477374
0.19,0.66,0.477807
0.19,0.67,0.479484
0.19,0.68,0.479984
0.19,0.69,0.480157
0.19,0.7,0.480766
0.19,0.71,0.482095
0.19,0.72,0.481025
0.19,0.73,0.483386
0.19,0.74,0.483499
0.19,0.75,0.48306
0.19,0.76,0.485906
0.19,0.77,0.486225
0.19,0.78,0.48636
0.2,0,0.481462
0.2,0.01,0.480521
0.2,0.02,0.478765
0.2,0.03,0.479837
0.2,0.04,0.479124
0.2,0.05,0.47782
0.2,0.06,0.477492
0.2,0.07,0.476145
0.2,0.08,0.47509
0.2,0.09,0.474695
0.2,0.1,0.473413
0.2,0.11,0.4737
0.2,0.12,0.471931
0.2,0.13,0.472146
0.2,0.14,0.471955
0.2,0.15,0.471918
0.2,0.16,0.470001
0.2,0.17,0.470578
0.2,0.18,0.469829
0.2,0.19,0.469517
0.2,0.2,0.469356
0.2,0.21,0.46883
0.2,0.22,0.467453
0.2,0.23,0.467332
0.2,0.24,0.467441
0.2,0.25,0.466074
0.2,0.26,0.466161
0.2,0.27,0.465615
0.2,0.28,0.466705
0.2,0.29,0.464433
0.2,0.3,0.465451
0.2,0.31,0.465232
0.2,0.32,0.46486
0.2,0.33,0.464269
0.2,0.34,0.464235
0.2,0.35,0.463898
0.2,0.36,0.464229
0.2,0.37,0.465007
0.2,0.38,0.465395
0.2,0.39,0.465021
0.2,0.4,0.464194
0.2,0.41,0.463924
0.2,0.42,0.464186
0.2,0.43,0.465208
0.2,0.44,0.4661
0.2,0.45,0.465566
0.2,0.46,0.464805
0.2,0.47,0.465341
0.2,0.48,0.464657
0.2,0.49,0.464685
0.2,0.5,0.465759
0.2,0.51,0.46592
0.2,0.52,0.466849
0.2,0.53,0.465688
0.2,0.54,0.466994
0.2,0.55,0.466911
0.2,0.56,0.467448
0.2,0.57,0.467101
0.2,0.58,0.468782
0.2,0.59,0.468462
0.2,0.6,0.469221
0.2,0.61,0.469612
0.2,0.62,0.469882
0.2,0.63,0.470731
0.2,0.64,0.471135
0.2,0.65,0.470725
0.2,0.66,0.471863
0.2,0.67,0.473355
0.2,0.68,0.47367
0.2,0.69,0.47496
0.2,0.7,0.47474
0.2,0.71,0.47475
0.2,0.72,0.475641
0.2,0.73,0.477585
0.2,0.74,0.479662
0.2,0.75,0.478278
0.2,0.76,0.479955
0.2,0.77,0.479977
0.2,0.78,0.481848
0.21,0,0.476363
0.21,0.01,0.475377
0.21,0.02,0.475373
0.21,0.03,0.472126
0.21,0.04,0.473121
0.21,0.05,0.471196
0.21,0.06,0.471818
0.21,0.07,0.469768
0.21,0.08,0.469127
0.21,0.09,0.468032
0.21,0.1,0.467375
0.21,0.11,0.467507
0.21,0.12,0.465978
0.21,0.13,0.466638
0.21,0.14,0.465803
0.21,0.15,0.464989
0.21,0.16,0.464673
0.21,0.17,0.463878
0.21,0.18,0.46337
0.21,0.19,0.461407
0.21,0.2,0.46124
0.21,0.21,0.46179
0.21,0.22,0.46217
0.21,0.23,0.461001
0.21,0.24,0.460772
0.21,0.25,0.458747
0.21,0.26,0.45889
0.21,0.27,0.458998
0.21,0.28,0.459088
0.21,0.29,0.460196
0.21,0.3,0.460477
0.21,0.31,0.458955
0.21,0.32,0.458886
0.21,0.33,0.458964
0.21,0.34,0.458636
0.21,0.35,0.457657
0.21,0.36,0.458784
0.21,0.37,0.457769
0.21,0.38,0.458216
0.21,0.39,0.458058
0.21,0.4,0.457554
0.21,0.41,0.456517
0.21,0.42,0.459559
0.21,0.43,0.457138
0.21,0.44,0.457854
0.21,0.45,0.458985
0.21,0.46,0.456822
0.21,0.47,0.458788
0.21,0.48,0.457341
0.21,0.49,0.458412
0.21,0.5,0.458922
0.21,0.51,0.458913
0.21,0.52,0.459573
0.21,0.53,0.460408
0.21,0.54,0.45971
0.21,0.55,0.46203
0.21,0.56,0.460573
0.21,0.57,0.462238
0.21,0.58,0.461894
0.21,0.59,0.462615
0.21,0.6,0.46245
0.21,0.61,0.462661
0.21,0.62,0.464126
0.21,0.63,0.464291
0.21,0.64,0.464008
0.21,0.65,0.465481
0.21,0.66,0.465978
0.21,0.67,0.466259
0.21,0.68,0.466932
0.21,0.69,0.468376
0.21,0.7,0.469991
0.21,0.71,0.470688
0.21,0.72,0.470034
0.21,0.73,0.471561
0.21,0.74,0.473672
0.21,0.75,0.472257
0.21,0.76,0.474872
0.21,0.77,0.473657
0.21,0.78,0.47571
0.22,0,0.470192
0.22,0.01,0.470035
0.22,0.02,0.469147
0.22,0.03,0.467852
0.22,0.04,0.46668
0.22,0.05,0.465578
0.22,0.06,0.465757
0.22,0.07,0.465364
0.22,0.08,0.46325
0.22,0.09,0.463763
0.22,0.1,0.461344
0.22,0.11,0.461864
0.22,0.12,0.460725
0.22,0.13,0.459195
0.22,0.14,0.458356
0.22,0.15,0.458444
0.22,0.16,0.458611
0.22,0.17,0.45857
0.22,0.18,0.457525
0.22,0.19,0.454254
0.22,0.2,0.455873
0.22,0.21,0.45467
0.22,0.22,0.454333
0.22,0.23,0.454263
0.22,0.24,0.454544
0.22,0.25,0.453329
0.22,0.26,0.452779
0.22,0.27,0.45258
0.22,0.28,0.452578
0.22,0.29,0.451681
0.22,0.3,0.451102
0.22,0.31,0.452282
0.22,0.32,0.451106
0.22,0.33,0.451886
0.22,0.34,0.451259
0.22,0.35,0.450875
0.22,0.36,0.450043
0.22,0.37,0.450617
0.22,0.38,0.4518
0.22,0.39,0.450612
0.22,0.4,0.450524
0.22,0.41,0.45097
0.22,0.42,0.451331
0.22,0.43,0.451231
0.22,0.44,0.452021
0.22,0.45,0.451821
0.22,0.46,0.451028
0.22,0.47,0.451373
0.22,0.48,0.451628
0.22,0.49,0.45126
0.22,0.5,0.451356
0.22,0.51,0.45173
0.22,0.52,0.452925
0.22,0.53,0.453414
0.22,0.54,0.454064
0.22,0.55,0.454138
0.22,0.56,0.454745
0.22,0.57,0.456389
0.22,0.58,0.454622
0.22,0.59,0.455493
0.22,0.6,0.456327
0.22,0.61,0.457131
0.22,0.62,0.457895
0.22,0.63,0.458382
0.22,0.64,0.458585
0.22,0.65,0.459641
0.22,0.66,0.460115
0.22,0.67,0.46014
0.22,0.68,0.461002
0.22,0.69,0.462696
0.22,0.7,0.462721
0.22,0.71,0.464509
0.22,0.72,0.465103
0.22,0.73,0.465848
0.22,0.74,0.466308
0.22,0.75,0.467795
0.22,0.76,0.468337
0.22,0.77,0.468413
0.22,0.78,0.470909
0.23,0,0.465096
0.23,0.01,0.464156
0.23,0.02,0.464172
0.23,0.03,0.462681
0.23,0.04,0.46139
0.23,0.05,0.459308
0.23,0.06,0.459665
0.23,0.07,0.458814
0.23,0.08,0.459242
0.23,0.09,0.456226
0.23,0.1,0.456396
0.23,0.11,0.45585
0.23,0.12,0.455077
0.23,0.13,0.454112
0.23,0.14,0.453853
0.23,0.15,0.451651
0.23,0.16,0.451092
0.23,0.17,0.450854
0.23,0.18,0.45074
0.23,0.19,0.448456
0.23,0.2,0.447882
0.23,0.21,0.448413
0.23,0.22,0.44924
0.23,0.23,0.448759
0.23,0.24,0.446235
0.23,0.25,0.446791
0.23,0.26,0.445903
0.23,0.27,0.446254
0.23,0.28,0.445423
0.23,0.29,0.445202
0.23,0.3,0.445812
0.23,0.31,0.444694
0.23,0.32,0.444789
0.23,0.33,0.444212
0.23,0.34,0.44484
0.23,0.35,0.44439
0.23,0.36,0.443534
0.23,0.37,0.444477
0.23,0.38,0.444947
0.23,0.39,0.444787
0.23,0.4,0.443821
0.23,0.41,0.444384
0.23,0.42,0.44335
0.23,0.43,0.443994
0.23,0.44,0.443468
0.23,0.45,0.444182
0.23,0.46,0.444629
0.23,0.47,0.44506
0.23,0.48,0.445037
0.23,0.49,0.446081
0.23,0.5,0.444582
0.23,0.51,0.446662
0.23,0.52,0.445806
0.23,0.53,0.447064
0.23,0.54,0.4456
0.23,0.55,0.448548
0.23,0.56,0.447365
0.23,0.57,0.448475
0.23,0.58,0.4489
0.23,0.59,0.449072
0.23,0.6,0.450001
0.23,0.61,0.450987
0.23,0.62,0.451298
0.23,0.63,0.452702
0.23,0.64,0.453211
0.23,0.65,0.453497
0.23,0.66,0.45389
0.23,0.67,0.454355
0.23,0.68,0.45671
0.23,0.69,0.456246
0.23,0.7,0.456733
0.23,0.71,0.457202
0.23,0.72,0.458716
0.23,0.73,0.46018
0.23,0.74,0.461336
0.23,0.75,0.462494
0.23,0.76,0.462533
0.23,0.77,0.463113
0.23,0.78,0.463491
0.24,0,0.459362
0.24,0.01,0.459185
0.24,0.02,0.458783
0.24,0.03,0.455948
0.24,0.04,0.454885
0.24,0.05,0.453073
0.24,0.06,0.454141
0.24,0.07,0.453975
0.24,0.08,0.4515
0.24,0.09,0.450164
0.24,0.1,0.450316
0.24,0.11,0.448409
0.24,0.12,0.449008
0.24,0.13,0.448332
0.24,0.14,0.446936
0.24,0.15,0.445286
0.24,0.16,0.446062
0.24,0.17,0.445542
0.24,0.18,0.442429
0.24,0.19,0.44474
0.24,0.2,0.443145
0.24,0.21,0.442524
0.24,0.22,0.440577
0.24,0.23,0.442176
0.24,0.24,0.439747
0.24,0.25,0.439383
0.24,0.26,0.439162
0.24,0.27,0.439783
0.24,0.28,0.438507
0.24,0.29,0.437954
0.24,0.3,0.437699
0.24,0.31,0.437529
0.24,0.32,0.437672
0.24,0.33,0.437591
0.24,0.34,0.436347
0.24,0.35,0.437323
0.24,0.36,0.438401
0.24,0.37,0.438494
0.24,0.38,0.437059
0.24,0.39,0.435841
0.24,0.4,0.436849
0.24,0.41,0.437007
0.24,0.42,0.436692
0.24,0.43,0.436884
0.24,0.44,0.437424
0.24,0.45,0.438456
0.24,0.46,0.439657
0.24,0.47,0.437892
0.24,0.48,0.437909
0.24,0.49,0.43774
0.24,0.5,0.438014
0.24,0.51,0.440915
0.24,0.52,0.440442
0.24,0.53,0.439784
0.24,0.54,0.439593
0.24,0.55,0.441765
0.24,0.56,0.440528
0.24,0.57,0.441404
0.24,0.58,0.442178
0.24,0.59,0.443387
0.24,0.6,0.44329
0.24,0.61,0.444417
0.24,0.62,0.44384
0.24,0.63,0.445906
0.24,0.64,0.447174
0.24,0.65,0.445715
0.24,0.66,0.446884
0.24,0.67,0.448192
0.24,0.68,0.448421
0.24,0.69,0.451679
0.24,0.7,0.452287
0.24,0.71,0.452851
0.24,0.72,0.453861
0.24,0.73,0.455552
0.24,0.74,0.454895
0.24,0.75,0.456471
0.24,0.76,0.45861
0.24,0.77,0.458913
0.24,0.78,0.460574
0.25,0,0.453453
0.25,0.01,0.454798
0.25,0.02,0.450946
0.25,0.03,0.450271
0.25,0.04,0.450255
0.25,0.05,0.448028
0.25,0.06,0.44892
0.25,0.07,0.447935
0.25,0.08,0.445385
0.25,0.09,0.444138
0.25,0.1,0.44264
0.25,0.11,0.4428
0.25,0.12,0.442205
0.25,0.13,0.442713
0.25,0.14,0.440228
0.25,0.15,0.439837
0.25,0.16,0.438811
0.25,0.17,0.438442
0.25,0.18,0.436886
0.25,0.19,0.436473
0.25,0.2,0.435498
0.25,0.21,0.434894
0.25,0.22,0.435318
0.25,0.23,0.433921
0.25,0.24,0.433669
0.25,0.25,0.432461
0.25,0.26,0.431677
0.25,0.27,0.431308
0.25,0.28,0.431171
0.25,0.29,0.43052
0.25,0.3,0.432069
0.25,0.31,0.431143
0.25,0.32,0.431472
0.25,0.33,0.430387
0.25,0.34,0.430828
0.25,0.35,0.430084
0.25,0.36,0.430657
0.25,0.37,0.430834
0.25,0.38,0.42971
0.25,0.39,0.429695
0.25,0.4,0.430405
0.25,0.41,0.430142
0.25,0.42,0.429673
0.25,0.43,0.429457
0.25,0.44,0.431167
0.25,0.45,0.430098
0.25,0.46,0.429654
0.25,0.47,0.430354
0.25,0.48,0.431941
0.25,0.49,0.431155
0.25,0.5,0.432543
0.25,0.51,0.431807
0.25,0.52,0.432113
0.25,0.53,0.431551
0.25,0.54,0.433121
0.25,0.55,0.433992
0.25,0.56,0.434461
0.25,0.57,0.43496
0.25,0.58,0.437038
0.25,0.59,0.435624
0.25,0.6,0.436734
0.25,0.61,0.438077
0.25,0.62,0.43784
0.25,0.63,0.438946
0.25,0.64,0.440079
0.25,0.65,0.441255
0.25,0.66,0.442259
0.25,0.67,0.44386
0.25,0.68,0.443801
0.25,0.69,0.443887
0.25,0.7,0.446084
0.25,0.71,0.447058
0.25,0.72,0.448368
0.25,0.73,0.44913
0.25,0.74,0.450786
0.25,0.75,0.450019
0.25,0.76,0.451967
0.25,0.77,0.453156
0.25,0.78,0.456169
0.26,0,0.449186
0.26,0.01,0.449257
0.26,0.02,0.448277
0.26,0.03,0.446865
0.26,0.04,0.445192
0.26,0.05,0.443105
0.26,0.06,0.444761
0.26,0.07,0.441063
0.26,0.08,0.439061
0.26,0.09,0.440018
0.26,0.1,0.438115
0.26,0.11,0.437473
0.26,0.12,0.435796
0.26,0.13,0.43485
0.26,0.14,0.434431
0.26,0.15,0.431626
0.26,0.16,0.432813
0.26,0.17,0.431433
0.26,0.18,0.430951
0.26,0.19,0.430841
0.26,0.2,0.429594
0.26,0.21,0.430664
0.26,0.22,0.427369
0.26,0.23,0.427752
0.26,0.24,0.427418
0.26,0.25,0.426182
0.26,0.26,0.427908
0.26,0.27,0.424935
0.26,0.28,0.42564
0.26,0.29,0.424767
0.26,0.3,0.424917
0.26,0.31,0.424309
0.26,0.32,0.424249
0.26,0.33,0.424763
0.26,0.34,0.424257
0.26,0.35,0.423956
0.26,0.36,0.423549
0.26,0.37,0.423617
0.26,0.38,0.423747
0.26,0.39,0.423395
0.26,0.4,0.422066
0.26,0.41,0.422717
0.26,0.42,0.422642
0.26,0.43,0.42315
0.26,0.44,0.423555
0.26,0.45,0.42361
0.26,0.46,0.424186
0.26,0.47,0.424571
0.26,0.48,0.425476
0.26,0.49,0.42398
0.26,0.5,0.424963
0.26,0.51,0.426001
0.26,0.52,0.426049
0.26,0.53,0.426798
0.26,0.54,0.427586
0.26,0.55,0.426858
0.26,0.56,0.428933
0.26,0.57,0.429701
0.26,0.58,0.42824
0.26,0.59,0.430042
0.26,0.6,0.430267
0.26,0.61,0.430667
0.26,0.62,0.431881
0.26,0.63,0.432348
0.26,0.64,0.434009
0.26,0.65,0.434483
0.26,0.66,0.435376
0.26,0.67,0.436618
0.26,0.68,0.437077
0.26,0.69,0.43859
0.26,0.7,0.440225
0.26,0.71,0.440776
0.26,0.72,0.442525
0.26,0.73,0.444221
0.26,0.74,0.443844
0.26,0.75,0.444966
0.26,0.76,0.446086
0.26,0.77,0.447548
0.26,0.78,0.448349
0.27,0,0.445624
0.27,0.01,0.442898
0.27,0.02,0.442609
0.27,0.03,0.439366
0.27,0.04,0.439097
0.27,0.05,0.438677
0.27,0.06,0.436678
0.27,0.07,0.435754
0.27,0.08,0.434012
0.27,0.09,0.433533
0.27,0.1,0.432705
0.27,0.11,0.431363
0.27,0.12,0.43087
0.27,0.13,0.429817
0.27,0.14,0.428783
0.27,0.15,0.427148
0.27,0.16,0.427799
0.27,0.17,0.4265
0.27,0.18,0.424238
0.27,0.19,0.423146
0.27,0.2,0.422876
0.27,0.21,0.421256
0.27,0.22,0.42182
0.27,0.23,0.421513
0.27,0.24,0.420469
0.27,0.25,0.420631
0.27,0.26,0.42006
0.27,0.27,0.420194
0.27,0.28,0.417464
0.27,0.29,0.418571
0.27,0.3,0.417701
0.27,0.31,0.416961
