r,theta,mass
0.12,0.68,0.0174339
0.12,0.69,0.0178651
0.12,0.7,0.0179608
0.12,0.71,0.0171418
0.12,0.72,0.0157478
0.12,0.73,0.0157178
0.12,0.74,0.0159088
0.12,0.75,0.0171533
0.12,0.76,0.0163975
0.12,0.77,0.0175721
0.12,0.78,0.0164824
0.13,0,0.0159648
0.13,0.01,0.0174371
0.13,0.02,0.0166548
0.13,0.03,0.0170204
0.13,0.04,0.017598
0.13,0.05,0.0174824
0.13,0.06,0.0168682
0.13,0.07,0.0182783
0.13,0.08,0.0183663
0.13,0.09,0.0180383
0.13,0.1,0.0186511
0.13,0.11,0.0194745
0.13,0.12,0.0190779
0.13,0.13,0.0203567
0.13,0.14,0.0190424
0.13,0.15,0.0212072
0.13,0.16,0.0189506
0.13,0.17,0.0202474
0.13,0.18,0.0207161
0.13,0.19,0.0215199
0.13,0.2,0.0203863
0.13,0.21,0.0218545
0.13,0.22,0.0226077
0.13,0.23,0.0211694
0.13,0.24,0.0213585
0.13,0.25,0.022788
0.13,0.26,0.0207246
0.13,0.27,0.0236799
0.13,0.28,0.0216548
0.13,0.29,0.0218759
0.13,0.3,0.0220816
0.13,0.31,0.0207121
0.13,0.32,0.0205716
0.13,0.33,0.0228752
0.13,0.34,0.0248362
0.13,0.35,0.0215208
0.13,0.36,0.0229966
0.13,0.37,0.023971
0.13,0.38,0.0222833
0.13,0.39,0.0229718
0.13,0.4,0.0223375
0.13,0.41,0.022372
0.13,0.42,0.022116
0.13,0.43,0.0240177
0.13,0.44,0.0212652
0.13,0.45,0.0212736
0.13,0.46,0.0235077
0.13,0.47,0.0233997
0.13,0.48,0.0200834
0.13,0.49,0.0207782
0.13,0.5,0.0218141
0.13,0.51,0.0224558
0.13,0.52,0.0216443
0.13,0.53,0.0199711
0.13,0.54,0.0215467
0.13,0.55,0.0208737
0.13,0.56,0.0200243
0.13,0.57,0.0203097
0.13,0.58,0.0214255
0.13,0.59,0.0205852
0.13,0.6,0.0165869
0.13,0.61,0.0206992
0.13,0.62,0.0219155
0.13,0.63,0.0195206
0.13,0.64,0.0176743
0.13,0.65,0.0186116
0.13,0.66,0.0168815
0.13,0.67,0.0182615
0.13,0.68,0.0180756
0.13,0.69,0.0193635
0.13,0.7,0.0178452
0.13,0.71,0.0194323
0.13,0.72,0.0174207
0.13,0.73,0.0173667
0.13,0.74,0.0175947
0.13,0.75,0.0176169
0.13,0.76,0.0149235
0.13,0.77,0.0178649
0.13,0.78,0.0155129
0.14,0,0.0152641
0.14,0.01,0.015662
0.14,0.02,0.0170939
0.14,0.03,0.0163454
0.14,0.04,0.017628
0.14,0.05,0.0183655
0.14,0.06,0.0164181
0.14,0.07,0.017192
0.14,0.08,0.0184465
0.14,0.09,0.0198314
0.14,0.1,0.0165268
0.14,0.11,0.0177841
0.14,0.12,0.0193241
0.14,0.13,0.0209065
0.14,0.14,0.0199619
0.14,0.15,0.0189939
0.14,0.16,0.0198421
0.14,0.17,0.0202208
0.14,0.18,0.0212318
0.14,0.19,0.0224994
0.14,0.2,0.0219833
0.14,0.21,0.0225739
0.14,0.22,0.021146
0.14,0.23,0.0217704
0.14,0.24,0.0208432
0.14,0.25,0.0224044
0.14,0.26,0.0219477
0.14,0.27,0.0226249
0.14,0.28,0.0225491
0.14,0.29,0.0232827
0.14,0.3,0.022996
0.14,0.31,0.0232178
0.14,0.32,0.0235609
0.14,0.33,0.024783
0.14,0.34,0.0231872
0.14,0.35,0.0220813
0.14,0.36,0.0229432
0.14,0.37,0.0231103
0.14,0.38,0.025141
0.14,0.39,0.0247206
0.14,0.4,0.0259883
0.14,0.41,0.0241267
0.14,0.42,0.0225076
0.14,0.43,0.0243962
0.14,0.44,0.0235675
0.14,0.45,0.0234639
0.14,0.46,0.0222041
0.14,0.47,0.0219604
0.14,0.48,0.0242704
0.14,0.49,0.0234001
0.14,0.5,0.0234749
0.14,0.51,0.0244248
0.14,0.52,0.0207468
0.14,0.53,0.0234196
0.14,0.54,0.0223061
0.14,0.55,0.0212546
0.14,0.56,0.0212923
0.14,0.57,0.0233707
0.14,0.58,0.0199897
0.14,0.59,0.0231156
0.14,0.6,0.0200157
0.14,0.61,0.0212677
0.14,0.62,0.0203284
0.14,0.63,0.0195442
0.14,0.64,0.0192122
0.14,0.65,0.0189477
0.14,0.66,0.0191888
0.14,0.67,0.0169144
0.14,0.68,0.0186607
0.14,0.69,0.0180769
0.14,0.7,0.0169024
0.14,0.71,0.0177502
0.14,0.72,0.0191565
0.14,0.73,0.016734
0.14,0.74,0.0183069
0.14,0.75,0.0170083
0.14,0.76,0.0168373
0.14,0.77,0.0170859
0.14,0.78,0.0169318
0.15,0,0.0165275
0.15,0.01,0.0177416
0.15,0.02,0.0169513
0.15,0.03,0.0173162
0.15,0.04,0.0167157
0.15,0.05,0.0175915
0.15,0.06,0.017315
0.15,0.07,0.0187044
0.15,0.08,0.0191863
0.15,0.09,0.0193379
0.15,0.1,0.0204796
0.15,0.11,0.019477
0.15,0.12,0.0194986
0.15,0.13,0.0210006
0.15,0.14,0.0204669
0.15,0.15,0.0203206
0.15,0.16,0.0192199
0.15,0.17,0.0200167
0.15,0.18,0.0215415
0.15,0.19,0.0224525
0.15,0.2,0.0223319
0.15,0.21,0.0229025
0.15,0.22,0.0238543
0.15,0.23,0.0240184
0.15,0.24,0.0228482
0.15,0.25,0.0231341
0.15,0.26,0.0242907
0.15,0.27,0.0238957
0.15,0.28,0.0243241
0.15,0.29,0.0245302
0.15,0.3,0.0247023
0.15,0.31,0.0236598
0.15,0.32,0.0238626
0.15,0.33,0.0252441
0.15,0.34,0.023438
0.15,0.35,0.0271118
0.15,0.36,0.0244967
0.15,0.37,0.0248994
0.15,0.38,0.0261374
0.15,0.39,0.0253817
0.15,0.4,0.0260793
0.15,0.41,0.0264405
0.15,0.42,0.0254169
0.15,0.43,0.0247873
0.15,0.44,0.0252468
0.15,0.45,0.0244663
0.15,0.46,0.0229963
0.15,0.47,0.0243504
0.15,0.48,0.0261624
0.15,0.49,0.0237404
0.15,0.5,0.0277446
0.15,0.51,0.0241335
0.15,0.52,0.0244505
0.15,0.53,0.0228145
0.15,0.54,0.023158
0.15,0.55,0.0252284
0.15,0.56,0.0233816
0.15,0.57,0.0216962
0.15,0.58,0.0224307
0.15,0.59,0.0223816
0.15,0.6,0.0214973
0.15,0.61,0.0215234
0.15,0.62,0.0194074
0.15,0.63,0.0210908
0.15,0.64,0.0211918
0.15,0.65,0.0206266
0.15,0.66,0.022646
0.15,0.67,0.0196401
0.15,0.68,0.0181726
0.15,0.69,0.0190521
0.15,0.7,0.0192245
0.15,0.71,0.0188815
0.15,0.72,0.0183258
0.15,0.73,0.0184802
0.15,0.74,0.0169052
0.15,0.75,0.0163023
0.15,0.76,0.0161372
0.15,0.77,0.0179179
0.15,0.78,0.0158017
0.16,0,0.0171696
0.16,0.01,0.0172433
0.16,0.02,0.0169261
0.16,0.03,0.0167275
0.16,0.04,0.018505
0.16,0.05,0.018
0.16,0.06,0.0168989
0.16,0.07,0.0173858
0.16,0.08,0.0185553
0.16,0.09,0.0193599
0.16,0.1,0.017459
0.16,0.11,0.0195244
0.16,0.12,0.0208447
0.16,0.13,0.0202569
0.16,0.14,0.0215655
0.16,0.15,0.0209984
0.16,0.16,0.0214535
0.16,0.17,0.0205938
0.16,0.18,0.0234002
0.16,0.19,0.0259404
0.16,0.2,0.0235765
0.16,0.21,0.0247612
0.16,0.22,0.0231442
0.16,0.23,0.0261185
0.16,0.24,0.0240682
0.16,0.25,0.0263196
0.16,0.26,0.0259724
0.16,0.27,0.0272291
0.16,0.28,0.0240614
0.16,0.29,0.0240786
0.16,0.3,0.0246588
0.16,0.31,0.0238062
0.16,0.32,0.0250945
0.16,0.33,0.0248259
0.16,0.34,0.0259163
0.16,0.35,0.0257731
0.16,0.36,0.0259404
0.16,0.37,0.0271665
0.16,0.38,0.0259685
0.16,0.39,0.026418
0.16,0.4,0.0251966
0.16,0.41,0.0272466
0.16,0.42,0.0260444
0.16,0.43,0.026339
0.16,0.44,0.0269177
0.16,0.45,0.0265692
0.16,0.46,0.0262278
0.16,0.47,0.025566
0.16,0.48,0.0267324
0.16,0.49,0.0240498
0.16,0.5,0.026926
0.16,0.51,0.0270275
0.16,0.52,0.0251412
0.16,0.53,0.0237597
0.16,0.54,0.0240166
0.16,0.55,0.0252626
0.16,0.56,0.0230308
0.16,0.57,0.0240265
0.16,0.58,0.0240667
0.16,0.59,0.0237968
0.16,0.6,0.022969
0.16,0.61,0.0233938
0.16,0.62,0.021536
0.16,0.63,0.0221335
0.16,0.64,0.0196937
0.16,0.65,0.0204775
0.16,0.66,0.0207176
0.16,0.67,0.019995
0.16,0.68,0.0200073
0.16,0.69,0.0206173
0.16,0.7,0.0206944
0.16,0.71,0.0183898
0.16,0.72,0.017988
0.16,0.73,0.0194919
0.16,0.74,0.0171277
0.16,0.75,0.018885
0.16,0.76,0.0157318
0.16,0.77,0.017475
0.16,0.78,0.0156166
0.17,0,0.0177792
0.17,0.01,0.0177644
0.17,0.02,0.0162425
0.17,0.03,0.0169912
0.17,0.04,0.0186339
0.17,0.05,0.01849
0.17,0.06,0.0169254
0.17,0.07,0.0203025
0.17,0.08,0.0205943
0.17,0.09,0.0218262
0.17,0.1,0.0205149
0.17,0.11,0.020475
0.17,0.12,0.0207287
0.17,0.13,0.0222337
0.17,0.14,0.0216959
0.17,0.15,0.0223295
0.17,0.16,0.0219165
0.17,0.17,0.0225254
0.17,0.18,0.0235661
0.17,0.19,0.0231266
0.17,0.2,0.0243337
0.17,0.21,0.0250763
0.17,0.22,0.026381
0.17,0.23,0.0239742
0.17,0.24,0.024724
0.17,0.25,0.0241277
0.17,0.26,0.0250607
0.17,0.27,0.0282884
0.17,0.28,0.0273902
0.17,0.29,0.0259011
0.17,0.3,0.0267858
0.17,0.31,0.0256309
0.17,0.32,0.0262927
0.17,0.33,0.0278143
0.17,0.34,0.0276516
0.17,0.35,0.0253059
0.17,0.36,0.0273854
0.17,0.37,0.0286761
0.17,0.38,0.0273013
0.17,0.39,0.0288893
0.17,0.4,0.0286392
0.17,0.41,0.028708
0.17,0.42,0.025676
0.17,0.43,0.0262947
0.17,0.44,0.0285214
0.17,0.45,0.0276957
0.17,0.46,0.0291832
0.17,0.47,0.0267678
0.17,0.48,0.026292
0.17,0.49,0.0277248
0.17,0.5,0.0276527
0.17,0.51,0.0264577
0.17,0.52,0.0256512
0.17,0.53,0.0257099
0.17,0.54,0.0244025
0.17,0.55,0.0246625
0.17,0.56,0.0259473
0.17,0.57,0.0220579
0.17,0.58,0.0246539
0.17,0.59,0.0232342
0.17,0.6,0.0232933
0.17,0.61,0.0256641
0.17,0.62,0.0236338
0.17,0.63,0.0220734
0.17,0.64,0.0230995
0.17,0.65,0.021616
0.17,0.66,0.020746
0.17,0.67,0.0200425
0.17,0.68,0.0201212
0.17,0.69,0.0189655
0.17,0.7,0.0189435
0.17,0.71,0.0188938
0.17,0.72,0.0186756
0.17,0.73,0.0177703
0.17,0.74,0.0159976
0.17,0.75,0.0188047
0.17,0.76,0.0173486
0.17,0.77,0.0157122
0.17,0.78,0.0161814
0.18,0,0.0172709
0.18,0.01,0.016567
0.18,0.02,0.0167766
0.18,0.03,0.0174355
0.18,0.04,0.0183415
0.18,0.05,0.0178311
0.18,0.06,0.0195425
0.18,0.07,0.019203
0.18,0.08,0.0190082
0.18,0.09,0.0209963
0.18,0.1,0.020192
0.18,0.11,0.0203119
0.18,0.12,0.0209235
0.18,0.13,0.022664
0.18,0.14,0.0234172
0.18,0.15,0.0209531
0.18,0.16,0.0215185
0.18,0.17,0.0227067
0.18,0.18,0.0244855
0.18,0.19,0.0256363
0.18,0.2,0.0245417
0.18,0.21,0.0243801
0.18,0.22,0.0241359
0.18,0.23,0.0267
0.18,0.24,0.0250551
0.18,0.25,0.0277501
0.18,0.26,0.0264475
0.18,0.27,0.0255404
0.18,0.28,0.0258498
0.18,0.29,0.0281934
0.18,0.3,0.0272638
0.18,0.31,0.0286278
0.18,0.32,0.0286094
0.18,0.33,0.0292168
0.18,0.34,0.0287575
0.18,0.35,0.0301166
0.18,0.36,0.0272508
0.18,0.37,0.0273469
0.18,0.38,0.030519
0.18,0.39,0.0283256
0.18,0.4,0.0263159
0.18,0.41,0.0299682
0.18,0.42,0.0314282
0.18,0.43,0.0285225
0.18,0.44,0.0292876
0.18,0.45,0.0279681
0.18,0.46,0.0287455
0.18,0.47,0.0278851
0.18,0.48,0.0280806
0.18,0.49,0.0274078
0.18,0.5,0.0269851
0.18,0.51,0.0267339
0.18,0.52,0.0252856
0.18,0.53,0.0255331
0.18,0.54,0.0259922
0.18,0.55,0.0260709
0.18,0.56,0.0254065
0.18,0.57,0.0248544
0.18,0.58,0.0229028
0.18,0.59,0.0246022
0.18,0.6,0.0241266
0.18,0.61,0.0238396
0.18,0.62,0.0213861
0.18,0.63,0.0220982
0.18,0.64,0.0238886
0.18,0.65,0.0217004
0.18,0.66,0.0224571
0.18,0.67,0.0216408
0.18,0.68,0.0209836
0.18,0.69,0.0198132
0.18,0.7,0.0216754
0.18,0.71,0.0189822
0.18,0.72,0.018622
0.18,0.73,0.0189394
0.18,0.74,0.0181543
0.18,0.75,0.0178042
0.18,0.76,0.0170865
0.18,0.77,0.0164888
0.18,0.78,0.0189393
0.19,0,0.0158483
0.19,0.01,0.0169542
0.19,0.02,0.0152768
0.19,0.03,0.0164893
0.19,0.04,0.0170539
0.19,0.05,0.0182353
0.19,0.06,0.0197497
0.19,0.07,0.0185679
0.19,0.08,0.0191952
0.19,0.09,0.0193936
0.19,0.1,0.0216748
0.19,0.11,0.0228013
0.19,0.12,0.0212471
0.19,0.13,0.02141
0.19,0.14,0.0228312
0.19,0.15,0.0254522
0.19,0.16,0.0222134
0.19,0.17,0.0227114
0.19,0.18,0.0247529
0.19,0.19,0.0246747
0.19,0.2,0.0265708
0.19,0.21,0.0238588
0.19,0.22,0.024007
0.19,0.23,0.0263144
0.19,0.24,0.0272216
0.19,0.25,0.0273583
0.19,0.26,0.0283197
0.19,0.27,0.0292842
0.19,0.28,0.0264153
0.19,0.29,0.0281887
0.19,0.3,0.0285479
0.19,0.31,0.0300189
0.19,0.32,0.0269453
0.19,0.33,0.0285571
0.19,0.34,0.0276099
0.19,0.35,0.0311109
0.19,0.36,0.0305714
0.19,0.37,0.0271213
0.19,0.38,0.0299463
0.19,0.39,0.0285366
0.19,0.4,0.0293643
0.19,0.41,0.0293575
0.19,0.42,0.0331074
0.19,0.43,0.0274581
0.19,0.44,0.0279638
0.19,0.45,0.0271887
0.19,0.46,0.0284556
0.19,0.47,0.0282768
0.19,0.48,0.0280886
0.19,0.49,0.0288091
0.19,0.5,0.0286215
0.19,0.51,0.0262052
0.19,0.52,0.0279783
0.19,0.53,0.0263009
0.19,0.54,0.0275881
0.19,0.55,0.0255086
0.19,0.56,0.0261716
0.19,0.57,0.0250837
0.19,0.58,0.0260974
0.19,0.59,0.0252149
0.19,0.6,0.0267323
0.19,0.61,0.0253636
0.19,0.62,0.0248066
0.19,0.63,0.0235366
0.19,0.64,0.0229552
0.19,0.65,0.0226712
0.19,0.66,0.019813
0.19,0.67,0.0228848
0.19,0.68,0.0199572
0.19,0.69,0.0182996
0.19,0.7,0.0192778
0.19,0.71,0.0186427
0.19,0.72,0.0199748
0.19,0.73,0.0182862
0.19,0.74,0.0192677
0.19,0.75,0.0173453
0.19,0.76,0.0153448
0.19,0.77,0.0159112
0.19,0.78,0.0164044
0.2,0,0.0165952
0.2,0.01,0.0149777
0.2,0.02,0.0173741
0.2,0.03,0.017358
0.2,0.04,0.0183065
0.2,0.05,0.0183757
0.2,0.06,0.0189746
0.2,0.07,0.0195214
0.2,0.08,0.0193239
0.2,0.09,0.0219075
0.2,0.1,0.0195406
0.2,0.11,0.0220843
0.2,0.12,0.0214917
0.2,0.13,0.0212973
0.2,0.14,0.0212108
0.2,0.15,0.0226676
0.2,0.16,0.0238687
0.2,0.17,0.0239301
0.2,0.18,0.0231513
0.2,0.19,0.0268829
0.2,0.2,0.026567
0.2,0.21,0.0251668
0.2,0.22,0.0259597
0.2,0.23,0.0269971
0.2,0.24,0.0273397
0.2,0.25,0.0288812
0.2,0.26,0.0294656
0.2,0.27,0.0280425
0.2,0.28,0.0308719
0.2,0.29,0.0288898
0.2,0.3,0.0292828
0.2,0.31,0.0293689
0.2,0.32,0.0288097
0.2,0.33,0.0298435
0.2,0.34,0.0289965
0.2,0.35,0.0298576
0.2,0.36,0.0298649
0.2,0.37,0.0316136
0.2,0.38,0.0301685
0.2,0.39,0.0320501
0.2,0.4,0.0300568
0.2,0.41,0.0294468
0.2,0.42,0.0314153
0.2,0.43,0.0272032
0.2,0.44,0.0313148
0.2,0.45,0.0294328
0.2,0.46,0.029681
0.2,0.47,0.0300954
0.2,0.48,0.0294828
0.2,0.49,0.0307147
0.2,0.5,0.0274298
0.2,0.51,0.031478
0.2,0.52,0.0275709
0.2,0.53,0.0276916
0.2,0.54,0.0262317
0.2,0.55,0.0285655
0.2,0.56,0.0260134
0.2,0.57,0.0270627
0.2,0.58,0.0276312
0.2,0.59,0.027064
0.2,0.6,0.0258998
0.2,0.61,0.0245451
0.2,0.62,0.0249895
0.2,0.63,0.0218449
0.2,0.64,0.0231774
0.2,0.65,0.022341
0.2,0.66,0.0218275
0.2,0.67,0.0220102
0.2,0.68,0.0202566
0.2,0.69,0.0203919
0.2,0.7,0.0210518
0.2,0.71,0.021604
0.2,0.72,0.0192816
0.2,0.73,0.0197894
0.2,0.74,0.0180989
0.2,0.75,0.018975
0.2,0.76,0.0171109
0.2,0.77,0.0167924
0.2,0.78,0.0167858
0.21,0,0.0162376
0.21,0.01,0.0174506
0.21,0.02,0.0171738
0.21,0.03,0.0173279
0.21,0.04,0.0178466
0.21,0.05,0.0193814
0.21,0.06,0.0174529
0.21,0.07,0.0196823
0.21,0.08,0.020093
0.21,0.09,0.0205034
0.21,0.1,0.0214223
0.21,0.11,0.0199445
0.21,0.12,0.0215215
0.21,0.13,0.0236521
0.21,0.14,0.02116
0.21,0.15,0.0223335
0.21,0.16,0.023241
0.21,0.17,0.0252744
0.21,0.18,0.0256309
0.21,0.19,0.0272303
0.21,0.2,0.0256804
0.21,0.21,0.0273317
0.21,0.22,0.0273493
0.21,0.23,0.0254706
0.21,0.24,0.0289644
0.21,0.25,0.0282391
0.21,0.26,0.0295391
0.21,0.27,0.0289954
0.21,0.28,0.0291113
0.21,0.29,0.0294271
0.21,0.3,0.0291479
0.21,0.31,0.0297719
0.21,0.32,0.0278608
0.21,0.33,0.029771
0.21,0.34,0.0308299
0.21,0.35,0.0300857
0.21,0.36,0.0309255
0.21,0.37,0.0301968
0.21,0.38,0.0296596
0.21,0.39,0.0329921
0.21,0.4,0.0318674
0.21,0.41,0.0286205
0.21,0.42,0.0310223
0.21,0.43,0.0330075
0.21,0.44,0.029937
0.21,0.45,0.0292812
0.21,0.46,0.0291055
0.21,0.47,0.0298424
0.21,0.48,0.0289233
0.21,0.49,0.030318
0.21,0.5,0.0282907
0.21,0.51,0.0286038
0.21,0.52,0.031106
0.21,0.53,0.0274261
0.21,0.54,0.0255049
0.21,0.55,0.0277233
0.21,0.56,0.0277326
0.21,0.57,0.0276358
0.21,0.58,0.0256174
0.21,0.59,0.0269065
0.21,0.6,0.0261622
0.21,0.61,0.0254524
0.21,0.62,0.0238324
0.21,0.63,0.0232301
0.21,0.64,0.0218185
0.21,0.65,0.0231288
0.21,0.66,0.0214208
0.21,0.67,0.022329
0.21,0.68,0.022307
0.21,0.69,0.0217557
0.21,0.7,0.0193508
0.21,0.71,0.0196199
0.21,0.72,0.018925
0.21,0.73,0.0195459
0.21,0.74,0.0180533
0.21,0.75,0.0182149
0.21,0.76,0.0174077
0.21,0.77,0.0181979
0.21,0.78,0.0153965
0.22,0,0.0155097
0.22,0.01,0.0151208
0.22,0.02,0.017961
0.22,0.03,0.0186127
0.22,0.04,0.0189313
0.22,0.05,0.0173057
0.22,0.06,0.0206922
0.22,0.07,0.0205747
0.22,0.08,0.0207697
0.22,0.09,0.0206452
0.22,0.1,0.0216149
0.22,0.11,0.0221858
0.22,0.12,0.0239365
0.22,0.13,0.023092
0.22,0.14,0.0236698
0.22,0.15,0.025349
0.22,0.16,0.0242902
0.22,0.17,0.025985
0.22,0.18,0.0281621
0.22,0.19,0.0254763
0.22,0.2,0.0261094
0.22,0.21,0.0266194
0.22,0.22,0.0270321
0.22,0.23,0.0271972
0.22,0.24,0.0270923
0.22,0.25,0.0278341
0.22,0.26,0.0287261
0.22,0.27,0.0287419
0.22,0.28,0.0285733
0.22,0.29,0.0282851
0.22,0.3,0.0300031
0.22,0.31,0.0288218
0.22,0.32,0.0317397
0.22,0.33,0.031159
0.22,0.34,0.0297171
0.22,0.35,0.0301737
0.22,0.36,0.0289778
0.22,0.37,0.0310185
0.22,0.38,0.0329932
0.22,0.39,0.0314611
0.22,0.4,0.0311208
0.22,0.41,0.0324548
0.22,0.42,0.0305994
0.22,0.43,0.0317167
0.22,0.44,0.030186
0.22,0.45,0.0308046
0.22,0.46,0.0307634
0.22,0.47,0.029937
0.22,0.48,0.0304296
0.22,0.49,0.0292884
0.22,0.5,0.0286278
0.22,0.51,0.0308039
0.22,0.52,0.0298333
0.22,0.53,0.0277619
0.22,0.54,0.0277465
0.22,0.55,0.0287218
0.22,0.56,0.0280992
0.22,0.57,0.0287293
0.22,0.58,0.0270261
0.22,0.59,0.0266159
0.22,0.6,0.0250705
0.22,0.61,0.0257537
0.22,0.62,0.0260436
0.22,0.63,0.0231313
0.22,0.64,0.0247327
0.22,0.65,0.0221217
0.22,0.66,0.0216359
0.22,0.67,0.0214125
0.22,0.68,0.0228834
0.22,0.69,0.0212973
0.22,0.7,0.0202402
0.22,0.71,0.0207796
0.22,0.72,0.0190383
0.22,0.73,0.0184476
0.22,0.74,0.0184996
0.22,0.75,0.017506
0.22,0.76,0.0165814
0.22,0.77,0.01729
0.22,0.78,0.01615
0.23,0,0.0163362
0.23,0.01,0.0166978
0.23,0.02,0.0182321
0.23,0.03,0.0200392
0.23,0.04,0.0184828
0.23,0.05,0.0181012
0.23,0.06,0.0190751
0.23,0.07,0.0203607
0.23,0.08,0.0204095
0.23,0.09,0.0208681
0.23,0.1,0.0214858
0.23,0.11,0.0216187
0.23,0.12,0.0233587
0.23,0.13,0.0233123
0.23,0.14,0.0247446
0.23,0.15,0.0224565
0.23,0.16,0.0239225
0.23,0.17,0.0252112
0.23,0.18,0.0257699
0.23,0.19,0.0265723
0.23,0.2,0.0264679
0.23,0.21,0.028637
0.23,0.22,0.028185
0.23,0.23,0.027945
0.23,0.24,0.0288881
0.23,0.25,0.0302426
0.23,0.26,0.0281897
0.23,0.27,0.028859
0.23,0.28,0.0323729
0.23,0.29,0.0289401
0.23,0.3,0.0312389
0.23,0.31,0.0317606
0.23,0.32,0.0313887
0.23,0.33,0.0300492
0.23,0.34,0.0323536
0.23,0.35,0.0303715
0.23,0.36,0.0335713
0.23,0.37,0.0316778
0.23,0.38,0.0305117
0.23,0.39,0.0331239
0.23,0.4,0.0290301
0.23,0.41,0.0322181
0.23,0.42,0.0322856
0.23,0.43,0.0308034
0.23,0.44,0.0298141
0.23,0.45,0.0309883
0.23,0.46,0.032879
0.23,0.47,0.031612
0.23,0.48,0.0305014
0.23,0.49,0.0304669
0.23,0.5,0.0291248
0.23,0.51,0.0291735
0.23,0.52,0.0318675
0.23,0.53,0.0283098
0.23,0.54,0.0260505
0.23,0.55,0.0285752
0.23,0.56,0.0278536
0.23,0.57,0.0267327
0.23,0.58,0.0261339
0.23,0.59,0.025522
0.23,0.6,0.0256706
0.23,0.61,0.0241418
0.23,0.62,0.0242661
0.23,0.63,0.0240258
0.23,0.64,0.0252217
0.23,0.65,0.0245639
0.23,0.66,0.0217666
0.23,0.67,0.0228188
0.23,0.68,0.0224201
0.23,0.69,0.0220831
0.23,0.7,0.021245
0.23,0.71,0.021597
0.23,0.72,0.0188865
0.23,0.73,0.0195574
0.23,0.74,0.0169074
0.23,0.75,0.0171042
0.23,0.76,0.0187037
0.23,0.77,0.0179494
0.23,0.78,0.0174643
0.24,0,0.0165381
0.24,0.01,0.0175589
0.24,0.02,0.0176503
0.24,0.03,0.0182255
0.24,0.04,0.0193021
0.24,0.05,0.0193866
0.24,0.06,0.0186774
0.24,0.07,0.0206417
0.24,0.08,0.0219844
0.24,0.09,0.0230091
0.24,0.1,0.0211712
0.24,0.11,0.0217422
0.24,0.12,0.0219136
0.24,0.13,0.0239861
0.24,0.14,0.0249922
0.24,0.15,0.0239543
0.24,0.16,0.0244701
0.24,0.17,0.0248418
0.24,0.18,0.0283617
0.24,0.19,0.0255148
0.24,0.2,0.0271958
0.24,0.21,0.0301665
0.24,0.22,0.0276535
0.24,0.23,0.0279216
0.24,0.24,0.0298186
0.24,0.25,0.0290772
0.24,0.26,0.0305534
0.24,0.27,0.0318494
0.24,0.28,0.0284717
0.24,0.29,0.0307297
0.24,0.3,0.0311644
0.24,0.31,0.0320566
0.24,0.32,0.0296235
0.24,0.33,0.0311315
0.24,0.34,0.0320669
0.24,0.35,0.0302953
0.24,0.36,0.0301299
0.24,0.37,0.0293886
0.24,0.38,0.0309614
0.24,0.39,0.0322676
0.24,0.4,0.0316137
0.24,0.41,0.0311127
0.24,0.42,0.0327077
0.24,0.43,0.0315447
0.24,0.44,0.0319827
0.24,0.45,0.0328373
0.24,0.46,0.0300261
0.24,0.47,0.0300275
0.24,0.48,0.0320997
0.24,0.49,0.0311266
0.24,0.5,0.0294464
0.24,0.51,0.0310175
0.24,0.52,0.0299278
0.24,0.53,0.0285829
0.24,0.54,0.028942
0.24,0.55,0.0304602
0.24,0.56,0.0275749
0.24,0.57,0.0290046
0.24,0.58,0.0279248
0.24,0.59,0.0267029
0.24,0.6,0.0274159
0.24,0.61,0.0239702
0.24,0.62,0.0254349
0.24,0.63,0.0237253
0.24,0.64,0.023189
0.24,0.65,0.0231892
0.24,0.66,0.0227697
0.24,0.67,0.020745
0.24,0.68,0.0212172
0.24,0.69,0.0242914
0.24,0.7,0.0229331
0.24,0.71,0.0225071
0.24,0.72,0.0204221
0.24,0.73,0.0189007
0.24,0.74,0.018959
0.24,0.75,0.0173421
0.24,0.76,0.0185177
0.24,0.77,0.0172649
0.24,0.78,0.0159403
0.25,0,0.0161339
0.25,0.01,0.01679
0.25,0.02,0.0172477
0.25,0.03,0.0174381
0.25,0.04,0.0182964
0.25,0.05,0.0181916
0.25,0.06,0.019051
0.25,0.07,0.0212716
0.25,0.08,0.0211827
0.25,0.09,0.0211646
0.25,0.1,0.0225082
0.25,0.11,0.022332
0.25,0.12,0.0221032
0.25,0.13,0.0246494
0.25,0.14,0.0238354
0.25,0.15,0.024333
0.25,0.16,0.0237685
0.25,0.17,0.026272
0.25,0.18,0.0275419
0.25,0.19,0.0270355
0.25,0.2,0.0270873
0.25,0.21,0.0282981
0.25,0.22,0.0293777
0.25,0.23,0.0277611
0.25,0.24,0.028967
0.25,0.25,0.0314787
0.25,0.26,0.0282271
0.25,0.27,0.0325228
0.25,0.28,0.0303799
0.25,0.29,0.0303387
0.25,0.3,0.0311266
0.25,0.31,0.032724
0.25,0.32,0.0307534
0.25,0.33,0.0321444
0.25,0.34,0.0313452
0.25,0.35,0.0327773
0.25,0.36,0.0325331
0.25,0.37,0.0312632
0.25,0.38,0.032257
0.25,0.39,0.0324625
0.25,0.4,0.0315164
0.25,0.41,0.0309539
0.25,0.42,0.0311439
0.25,0.43,0.0320166
0.25,0.44,0.0312307
0.25,0.45,0.0334912
0.25,0.46,0.0307209
0.25,0.47,0.0300455
0.25,0.48,0.029699
