r,theta,mass
0.08,0.28,0.0131556
0.08,0.29,0.0133583
0.08,0.3,0.0159908
0.08,0.31,0.0135274
0.08,0.32,0.014512
0.08,0.33,0.0135437
0.08,0.34,0.013687
0.08,0.35,0.014662
0.08,0.36,0.0135633
0.08,0.37,0.0139069
0.08,0.38,0.0129391
0.08,0.39,0.0139499
0.08,0.4,0.0152059
0.08,0.41,0.0134682
0.08,0.42,0.0139789
0.08,0.43,0.0147726
0.08,0.44,0.0144086
0.08,0.45,0.0131138
0.08,0.46,0.0134941
0.08,0.47,0.0142028
0.08,0.48,0.0150973
0.08,0.49,0.0135209
0.08,0.5,0.0145087
0.08,0.51,0.0140575
0.08,0.52,0.0133105
0.08,0.53,0.0134501
0.08,0.54,0.0121256
0.08,0.55,0.0160789
0.08,0.56,0.0128169
0.08,0.57,0.0147562
0.08,0.58,0.0130544
0.08,0.59,0.0135051
0.08,0.6,0.0127857
0.08,0.61,0.0148743
0.08,0.62,0.01304
0.08,0.63,0.0129135
0.08,0.64,0.0132705
0.08,0.65,0.0140356
0.08,0.66,0.0152535
0.08,0.67,0.0141544
0.08,0.68,0.0138142
0.08,0.69,0.0116934
0.08,0.7,0.0127642
0.08,0.71,0.0134186
0.08,0.72,0.012635
0.08,0.73,0.0136052
0.08,0.74,0.0125264
0.08,0.75,0.0129382
0.08,0.76,0.012748
0.08,0.77,0.0131565
0.08,0.78,0.0126259
0.09,0,0.0137139
0.09,0.01,0.0140729
0.09,0.02,0.0153778
0.09,0.03,0.01508
0.09,0.04,0.0138845
0.09,0.05,0.0122403
0.09,0.06,0.0139171
0.09,0.07,0.0141693
0.09,0.08,0.0137025
0.09,0.09,0.0149784
0.09,0.1,0.0160478
0.09,0.11,0.0150356
0.09,0.12,0.0146727
0.09,0.13,0.0143788
0.09,0.14,0.0147362
0.09,0.15,0.0147978
0.09,0.16,0.0156637
0.09,0.17,0.0147632
0.09,0.18,0.0139258
0.09,0.19,0.0142459
0.09,0.2,0.0141052
0.09,0.21,0.014606
0.09,0.22,0.0155636
0.09,0.23,0.0138534
0.09,0.24,0.0158432
0.09,0.25,0.016123
0.09,0.26,0.0165696
0.09,0.27,0.0150431
0.09,0.28,0.0176614
0.09,0.29,0.0158818
0.09,0.3,0.0166797
0.09,0.31,0.0158108
0.09,0.32,0.015539
0.09,0.33,0.0156842
0.09,0.34,0.0162
0.09,0.35,0.0160149
0.09,0.36,0.0154521
0.09,0.37,0.0157668
0.09,0.38,0.0147358
0.09,0.39,0.0171703
0.09,0.4,0.0161405
0.09,0.41,0.0154447
0.09,0.42,0.0148664
0.09,0.43,0.0158172
0.09,0.44,0.0171466
0.09,0.45,0.0162849
0.09,0.46,0.0159111
0.09,0.47,0.0158155
0.09,0.48,0.0159096
0.09,0.49,0.0156056
0.09,0.5,0.0155452
0.09,0.51,0.0144737
0.09,0.52,0.0153125
0.09,0.53,0.0155442
0.09,0.54,0.0160938
0.09,0.55,0.015562
0.09,0.56,0.0153702
0.09,0.57,0.0155276
0.09,0.58,0.0148429
0.09,0.59,0.0169046
0.09,0.6,0.0153962
0.09,0.61,0.0167507
0.09,0.62,0.0153264
0.09,0.63,0.0149715
0.09,0.64,0.0152507
0.09,0.65,0.0138853
0.09,0.66,0.0147924
0.09,0.67,0.0133315
0.09,0.68,0.0149143
0.09,0.69,0.0140598
0.09,0.7,0.0134263
0.09,0.71,0.0151174
0.09,0.72,0.0139235
0.09,0.73,0.0149902
0.09,0.74,0.0139201
0.09,0.75,0.0133304
0.09,0.76,0.014075
0.09,0.77,0.0141695
0.09,0.78,0.0138289
0.1,0,0.0137174
0.1,0.01,0.0152512
0.1,0.02,0.0142258
0.1,0.03,0.0149826
0.1,0.04,0.0131584
0.1,0.05,0.0157227
0.1,0.06,0.0152188
0.1,0.07,0.0164748
0.1,0.08,0.0157043
0.1,0.09,0.0150906
0.1,0.1,0.0167266
0.1,0.11,0.0143481
0.1,0.12,0.0157786
0.1,0.13,0.0153343
0.1,0.14,0.0170846
0.1,0.15,0.0151441
0.1,0.16,0.0174059
0.1,0.17,0.0176077
0.1,0.18,0.0179063
0.1,0.19,0.017061
0.1,0.2,0.0160092
0.1,0.21,0.0171501
0.1,0.22,0.0162569
0.1,0.23,0.0166595
0.1,0.24,0.0175997
0.1,0.25,0.0181354
0.1,0.26,0.017189
0.1,0.27,0.0178239
0.1,0.28,0.0189076
0.1,0.29,0.0188633
0.1,0.3,0.0170613
0.1,0.31,0.0175947
0.1,0.32,0.0163647
0.1,0.33,0.0175175
0.1,0.34,0.0182652
0.1,0.35,0.0167229
0.1,0.36,0.0178723
0.1,0.37,0.01797
0.1,0.38,0.0188768
0.1,0.39,0.0155265
0.1,0.4,0.017553
0.1,0.41,0.0184231
0.1,0.42,0.0169672
0.1,0.43,0.0166537
0.1,0.44,0.0178764
0.1,0.45,0.017897
0.1,0.46,0.016921
0.1,0.47,0.0171518
0.1,0.48,0.0180901
0.1,0.49,0.0188498
0.1,0.5,0.0171999
0.1,0.51,0.0170988
0.1,0.52,0.0172579
0.1,0.53,0.0163445
0.1,0.54,0.0177974
0.1,0.55,0.0164832
0.1,0.56,0.015679
0.1,0.57,0.0171409
0.1,0.58,0.014783
0.1,0.59,0.0164645
0.1,0.6,0.0165924
0.1,0.61,0.0166311
0.1,0.62,0.0138005
0.1,0.63,0.0170984
0.1,0.64,0.0159145
0.1,0.65,0.0158847
0.1,0.66,0.015067
0.1,0.67,0.0156716
0.1,0.68,0.0169359
0.1,0.69,0.0162047
0.1,0.7,0.0158898
0.1,0.71,0.014591
0.1,0.72,0.0153792
0.1,0.73,0.0140887
0.1,0.74,0.0159681
0.1,0.75,0.017507
0.1,0.76,0.0152982
0.1,0.77,0.0145881
0.1,0.78,0.013065
0.11,0,0.0139979
0.11,0.01,0.0146276
0.11,0.02,0.0155979
0.11,0.03,0.0164495
0.11,0.04,0.0158243
0.11,0.05,0.0152453
0.11,0.06,0.0177306
0.11,0.07,0.0163595
0.11,0.08,0.0158078
0.11,0.09,0.0155133
0.11,0.1,0.0165599
0.11,0.11,0.0171163
0.11,0.12,0.0172663
0.11,0.13,0.0184568
0.11,0.14,0.015916
0.11,0.15,0.0182051
0.11,0.16,0.0176976
0.11,0.17,0.0176601
0.11,0.18,0.0185704
0.11,0.19,0.0187785
0.11,0.2,0.0175475
0.11,0.21,0.0176856
0.11,0.22,0.0198914
0.11,0.23,0.0179332
0.11,0.24,0.018844
0.11,0.25,0.0194125
0.11,0.26,0.0196637
0.11,0.27,0.0201179
0.11,0.28,0.018794
0.11,0.29,0.0193477
0.11,0.3,0.0212959
0.11,0.31,0.0201835
0.11,0.32,0.0190701
0.11,0.33,0.0184417
0.11,0.34,0.0212162
0.11,0.35,0.0178208
0.11,0.36,0.0196769
0.11,0.37,0.0190914
0.11,0.38,0.018673
0.11,0.39,0.0198368
0.11,0.4,0.0188126
0.11,0.41,0.0194423
0.11,0.42,0.0205623
0.11,0.43,0.0191521
0.11,0.44,0.0189041
0.11,0.45,0.0189022
0.11,0.46,0.0176398
0.11,0.47,0.0194481
0.11,0.48,0.019994
0.11,0.49,0.0188746
0.11,0.5,0.0188673
0.11,0.51,0.0178471
0.11,0.52,0.0183308
0.11,0.53,0.0174096
0.11,0.54,0.0176724
0.11,0.55,0.0202295
0.11,0.56,0.0181786
0.11,0.57,0.0174553
0.11,0.58,0.0183792
0.11,0.59,0.0199193
0.11,0.6,0.0184078
0.11,0.61,0.0178143
0.11,0.62,0.0182248
0.11,0.63,0.0161972
0.11,0.64,0.0182785
0.11,0.65,0.0177839
0.11,0.66,0.0162653
0.11,0.67,0.0161923
0.11,0.68,0.016231
0.11,0.69,0.015009
0.11,0.7,0.0176841
0.11,0.71,0.0184124
0.11,0.72,0.0177547
0.11,0.73,0.0179682
0.11,0.74,0.0158308
0.11,0.75,0.0154952
0.11,0.76,0.015307
0.11,0.77,0.0167687
0.11,0.78,0.0161417
0.12,0,0.0153619
0.12,0.01,0.0149684
0.12,0.02,0.0159954
0.12,0.03,0.0153494
0.12,0.04,0.0167315
0.12,0.05,0.0172909
0.12,0.06,0.0147732
0.12,0.07,0.017604
0.12,0.08,0.0172256
0.12,0.09,0.0163857
0.12,0.1,0.018607
0.12,0.11,0.0173145
0.12,0.12,0.0179276
0.12,0.13,0.0188562
0.12,0.14,0.0191742
0.12,0.15,0.0174456
0.12,0.16,0.0195103
0.12,0.17,0.0182659
0.12,0.18,0.0211655
0.12,0.19,0.0194873
0.12,0.2,0.0188865
0.12,0.21,0.0171457
0.12,0.22,0.0202693
0.12,0.23,0.0196197
0.12,0.24,0.0213365
0.12,0.25,0.0192865
0.12,0.26,0.0203137
0.12,0.27,0.0205492
0.12,0.28,0.021111
0.12,0.29,0.0200561
0.12,0.3,0.0198854
0.12,0.31,0.0198972
0.12,0.32,0.0212655
0.12,0.33,0.0200724
0.12,0.34,0.0208671
0.12,0.35,0.0207334
0.12,0.36,0.0217214
0.12,0.37,0.0209373
0.12,0.38,0.0202687
0.12,0.39,0.0184693
0.12,0.4,0.0208007
0.12,0.41,0.021102
0.12,0.42,0.0221064
0.12,0.43,0.021385
0.12,0.44,0.0208384
0.12,0.45,0.0214675
0.12,0.46,0.019212
0.12,0.47,0.0212706
0.12,0.48,0.0215702
0.12,0.49,0.0208927
0.12,0.5,0.0197909
0.12,0.51,0.0200381
0.12,0.52,0.0201049
0.12,0.53,0.0197554
0.12,0.54,0.0201529
0.12,0.55,0.0177201
0.12,0.56,0.0203858
0.12,0.57,0.0206603
0.12,0.58,0.0189768
0.12,0.59,0.0196669
0.12,0.6,0.0186562
0.12,0.61,0.0202328
0.12,0.62,0.0192112
0.12,0.63,0.0179005
0.12,0.64,0.0199797
0.12,0.65,0.0183546
0.12,0.66,0.0170077
0.12,0.67,0.0176458
