r0,entropy
0.001,0.00878831
0.00101,0.00865312
0.0010201,0.00848777
0.0010303,0.00833982
0.0010406,0.00819674
0.00105101,0.00803371
0.00106152,0.00786849
0.00107214,0.00772677
0.00108286,0.00756755
0.00109369,0.00743579
0.00110462,0.00727086
0.00111567,0.00712022
0.00112683,0.00696669
0.00113809,0.00681479
0.00114947,0.00665764
0.00116097,0.00651662
0.00117258,0.00637318
0.0011843,0.00621487
0.00119615,0.00606615
0.00120811,0.00593713
0.00122019,0.00579347
0.00123239,0.00565131
0.00124472,0.00552104
0.00125716,0.00538105
0.00126973,0.00525166
0.00128243,0.00512681
0.00129526,0.00500139
0.00130821,0.00488261
0.00132129,0.00475943
0.0013345,0.00464438
0.00134785,0.00454083
0.00136133,0.00443844
0.00137494,0.00434215
0.00138869,0.00424928
0.00140258,0.00416437
0.0014166,0.00408061
0.00143077,0.00402087
0.00144508,0.0039458
0.00145953,0.00389635
0.00147412,0.00384179
0.00148886,0.00379666
0.00150375,0.00376778
0.00151879,0.00374585
0.00153398,0.00373274
0.00154932,0.0037222
0.00156481,0.00373305
0.00158046,0.0037402
0.00159626,0.00377805
0.00161223,0.00379618
0.00162835,0.00383522
0.00164463,0.00389045
0.00166108,0.00394929
0.00167769,0.00402041
0.00169447,0.00408854
0.00171141,0.00416637
0.00172852,0.00426976
0.00174581,0.0043566
0.00176327,0.00444809
0.0017809,0.00457591
0.00179871,0.00470978
0.0018167,0.00481427
0.00183486,0.00496976
0.00185321,0.00513631
0.00187174,0.00524202
0.00189046,0.00539022
0.00190937,0.00558265
0.00192846,0.00574495
0.00194774,0.00591848
0.00196722,0.00613195
0.00198689,0.0063511
0.00200676,0.00657
0.00202683,0.00673566
0.0020471,0.0069578
0.00206757,0.0072237
0.00208825,0.00747993
0.00210913,0.00773562
0.00213022,0.00800824
0.00215152,0.00828782
0.00217304,0.00856405
0.00219477,0.00885739
0.00221672,0.00913004
0.00223888,0.00943466
0.00226127,0.00978986
0.00228388,0.0100898
0.00230672,0.0104095
0.00232979,0.010729
0.00235309,0.0110598
0.00237662,0.0114118
0.00240038,0.0117051
0.00242439,0.0120541
0.00244863,0.0123519
0.00247312,0.0127137
0.00249785,0.0130654
0.00252283,0.0134075
0.00254806,0.0136749
0.00257354,0.0140497
0.00259927,0.0143364
0.00262527,0.0146774
0.00265152,0.0149862
0.00267803,0.0152781
0.00270481,0.0155616
0.00273186,0.0158691
0.00275918,0.016118
0.00278677,0.0163494
0.00281464,0.0166349
0.00284279,0.0168782
0.00287121,0.01709
0.00289993,0.0173329
0.00292893,0.0175287
0.00295822,0.0177122
0.0029878,0.0178772
0.00301768,0.0180344
0.00304785,0.0182035
0.00307833,0.0183208
0.00310911,0.0184492
0.0031402,0.0185676
0.00317161,0.0186516
0.00320332,0.0187262
0.00323536,0.0187912
0.00326771,0.0188185
0.00330039,0.0188418
0.00333339,0.0188316
0.00336672,0.0188282
0.00340039,0.0188294
0.0034344,0.0187822
0.00346874,0.0187508
0.00350343,0.0186577
0.00353846,0.0185894
0.00357385,0.0184983
0.00360958,0.0183691
0.00364568,0.0182699
0.00368214,0.0181683
0.00371896,0.0179997
0.00375615,0.0178437
0.00379371,0.017689
0.00383165,0.0175155
0.00386996,0.0173458
0.00390866,0.0171579
0.00394775,0.0169605
0.00398723,0.0167571
0.0040271,0.0165643
0.00406737,0.0163452
0.00410804,0.0160882
0.00414912,0.0158724
0.00419062,0.0156378
0.00423252,0.0154271
0.00427485,0.015187
0.0043176,0.0149096
0.00436077,0.0146742
0.00440438,0.0144389
0.00444842,0.0141412
0.00449291,0.0139379
0.00453784,0.0136916
0.00458321,0.0134107
0.00462905,0.0131542
0.00467534,0.0129022
0.00472209,0.0126401
0.00476931,0.0123998
0.004817,0.0121329
0.00486517,0.0118842
0.00491383,0.0116548
0.00496296,0.011398
0.00501259,0.0111485
0.00506272,0.0109063
0.00511335,0.0106787
0.00516448,0.0104507
0.00521613,0.0102645
0.00526829,0.0100363
