r,theta,mass
0.03,0.05,0.00604486
0.03,0.06,0.00725441
0.03,0.07,0.00695399
0.03,0.08,0.0062145
0.03,0.09,0.00664065
0.03,0.1,0.00720704
0.03,0.11,0.00668501
0.03,0.12,0.00629049
0.03,0.13,0.00572875
0.03,0.14,0.006695
0.03,0.15,0.00620391
0.03,0.16,0.00772665
0.03,0.17,0.00678158
0.03,0.18,0.00702291
0.03,0.19,0.00655994
0.03,0.2,0.00667632
0.03,0.21,0.00649671
0.03,0.22,0.00751052
0.03,0.23,0.00638011
0.03,0.24,0.00663998
0.03,0.25,0.00696023
0.03,0.26,0.00658798
0.03,0.27,0.00622921
0.03,0.28,0.00648023
0.03,0.29,0.00708645
0.03,0.3,0.00649242
0.03,0.31,0.00666282
0.03,0.32,0.00730255
0.03,0.33,0.00682608
0.03,0.34,0.00600388
0.03,0.35,0.00727036
0.03,0.36,0.00745436
0.03,0.37,0.00610333
0.03,0.38,0.00574309
0.03,0.39,0.00594551
0.03,0.4,0.00741164
0.03,0.41,0.00653289
0.03,0.42,0.00729242
0.03,0.43,0.00669548
0.03,0.44,0.0072148
0.03,0.45,0.00711524
0.03,0.46,0.0062744
0.03,0.47,0.00646806
0.03,0.48,0.00724261
0.03,0.49,0.00642981
0.03,0.5,0.00711035
0.03,0.51,0.0058334
0.03,0.52,0.00716334
0.03,0.53,0.00721978
0.03,0.54,0.0068821
0.03,0.55,0.00587329
0.03,0.56,0.00668933
0.03,0.57,0.00730256
0.03,0.58,0.00680293
0.03,0.59,0.00706344
0.03,0.6,0.00733073
0.03,0.61,0.00663744
0.03,0.62,0.0065725
0.03,0.63,0.00740062
0.03,0.64,0.00650738
0.03,0.65,0.00653579
0.03,0.66,0.00656265
0.03,0.67,0.00786474
0.03,0.68,0.00680697
0.03,0.69,0.00701145
0.03,0.7,0.00717937
0.03,0.71,0.0066652
0.03,0.72,0.00567576
0.03,0.73,0.00772254
0.03,0.74,0.00747022
0.03,0.75,0.00696981
0.03,0.76,0.00747091
0.03,0.77,0.00641223
0.03,0.78,0.00671268
0.03,0.79,0.00570062
0.03,0.8,0.00721134
0.03,0.81,0.00697859
0.03,0.82,0.00781365
0.03,0.83,0.00634379
0.03,0.84,0.006419
0.03,0.85,0.00667888
0.03,0.86,0.00667577
0.03,0.87,0.00667911
0.03,0.88,0.00675738
0.03,0.89,0.00754005
0.03,0.9,0.00679194
0.03,0.91,0.00603784
0.03,0.92,0.00613156
0.03,0.93,0.00606838
0.03,0.94,0.00696899
0.03,0.95,0.00741497
0.03,0.96,0.0062827
0.03,0.97,0.00610077
0.03,0.98,0.00582825
0.03,0.99,0.0073157
0.03,1,0.00674868
0.03,1.01,0.00649112
0.03,1.02,0.00629287
0.03,1.03,0.0067381
0.03,1.04,0.00665294
0.04,0,0.00760536
0.04,0.01,0.00755193
0.04,0.02,0.00671674
0.04,0.03,0.00671039
0.04,0.04,0.00662807
0.04,0.05,0.00841514
0.04,0.06,0.00679939
0.04,0.07,0.00713664
0.04,0.08,0.00666689
0.04,0.09,0.00734201
0.04,0.1,0.00704849
0.04,0.11,0.00810446
0.04,0.12,0.00718758
0.04,0.13,0.00778619
0.04,0.14,0.0071917
0.04,0.15,0.00785772
0.04,0.16,0.007813
0.04,0.17,0.00740643
0.04,0.18,0.00742292
0.04,0.19,0.0068785
0.04,0.2,0.00799411
0.04,0.21,0.00838304
0.04,0.22,0.0073577
0.04,0.23,0.00816703
0.04,0.24,0.00768684
0.04,0.25,0.00738086
0.04,0.26,0.00836922
0.04,0.27,0.00868209
0.04,0.28,0.00679402
0.04,0.29,0.00764139
0.04,0.3,0.00792704
0.04,0.31,0.00755127
0.04,0.32,0.00813985
0.04,0.33,0.00811707
0.04,0.34,0.00754588
0.04,0.35,0.00848396
0.04,0.36,0.00787571
0.04,0.37,0.00793817
0.04,0.38,0.00796884
0.04,0.39,0.00811062
0.04,0.4,0.00783305
0.04,0.41,0.00832122
0.04,0.42,0.00766074
0.04,0.43,0.00760866
0.04,0.44,0.00774555
0.04,0.45,0.00800525
0.04,0.46,0.00870259
0.04,0.47,0.00779873
0.04,0.48,0.00706996
0.04,0.49,0.00850444
0.04,0.5,0.00827553
0.04,0.51,0.00669881
0.04,0.52,0.00692725
0.04,0.53,0.00756634
0.04,0.54,0.0081625
0.04,0.55,0.0081244
0.04,0.56,0.00802266
0.04,0.57,0.00762404
0.04,0.58,0.0079087
0.04,0.59,0.00765539
0.04,0.6,0.00842818
0.04,0.61,0.00802971
0.04,0.62,0.00796486
0.04,0.63,0.00802848
0.04,0.64,0.00785987
0.04,0.65,0.00815796
0.04,0.66,0.00906517
0.04,0.67,0.00715078
0.04,0.68,0.00788452
0.04,0.69,0.00789333
0.04,0.7,0.00852863
0.04,0.71,0.00741739
0.04,0.72,0.00761731
0.04,0.73,0.00735594
0.04,0.74,0.00675362
0.04,0.75,0.00878823
0.04,0.76,0.00749282
0.04,0.77,0.00834815
0.04,0.78,0.00753978
0.04,0.79,0.00709331
0.04,0.8,0.00767267
0.04,0.81,0.00772531
0.04,0.82,0.0071789
0.04,0.83,0.00808822
0.04,0.84,0.00699797
0.04,0.85,0.00709295
0.04,0.86,0.00778663
0.04,0.87,0.00812883
0.04,0.88,0.00732081
0.04,0.89,0.00770749
0.04,0.9,0.00776444
0.04,0.91,0.00704409
0.04,0.92,0.00801392
0.04,0.93,0.00625068
0.04,0.94,0.00764697
0.04,0.95,0.0076914
0.04,0.96,0.00680462
0.04,0.97,0.00773531
0.04,0.98,0.00615684
0.04,0.99,0.00655381
0.04,1,0.00814698
0.04,1.01,0.006616
0.04,1.02,0.00723185
0.04,1.03,0.00834711
0.04,1.04,0.00724716
0.05,0,0.00876154
0.05,0.01,0.00796655
0.05,0.02,0.00765747
0.05,0.03,0.00932905
0.05,0.04,0.00910966
0.05,0.05,0.00738348
0.05,0.06,0.00870122
0.05,0.07,0.00843051
0.05,0.08,0.00938719
0.05,0.09,0.00827628
0.05,0.1,0.00854683
0.05,0.11,0.00890706
0.05,0.12,0.00816953
0.05,0.13,0.00945344
0.05,0.14,0.00780413
0.05,0.15,0.00943357
0.05,0.16,0.009088
0.05,0.17,0.0082505
0.05,0.18,0.0100498
0.05,0.19,0.00867373
0.05,0.2,0.00901209
0.05,0.21,0.00938711
0.05,0.22,0.0089522
0.05,0.23,0.00932486
0.05,0.24,0.00849231
0.05,0.25,0.00898006
0.05,0.26,0.00889501
0.05,0.27,0.0086014
0.05,0.28,0.00811223
0.05,0.29,0.00905879
0.05,0.3,0.00840745
0.05,0.31,0.00993817
0.05,0.32,0.00924849
0.05,0.33,0.0089103
0.05,0.34,0.00963703
0.05,0.35,0.00941015
0.05,0.36,0.00959543
0.05,0.37,0.0095318
0.05,0.38,0.0103198
0.05,0.39,0.00934753
0.05,0.4,0.00931158
0.05,0.41,0.00941297
0.05,0.42,0.0103253
0.05,0.43,0.00807013
0.05,0.44,0.00970536
0.05,0.45,0.0095145
0.05,0.46,0.00968401
0.05,0.47,0.0087781
0.05,0.48,0.0105101
0.05,0.49,0.00883274
0.05,0.5,0.00946007
0.05,0.51,0.00888999
0.05,0.52,0.0101519
0.05,0.53,0.00900013
0.05,0.54,0.00883782
0.05,0.55,0.00978475
0.05,0.56,0.00999358
0.05,0.57,0.00904614
0.05,0.58,0.00921636
0.05,0.59,0.00927846
0.05,0.6,0.00905372
0.05,0.61,0.00960024
0.05,0.62,0.00908249
0.05,0.63,0.0094204
0.05,0.64,0.00917913
0.05,0.65,0.00902383
0.05,0.66,0.00950192
0.05,0.67,0.0094005
0.05,0.68,0.00932478
0.05,0.69,0.00854433
0.05,0.7,0.00918159
0.05,0.71,0.00841152
0.05,0.72,0.00831807
0.05,0.73,0.00894005
0.05,0.74,0.00850288
0.05,0.75,0.00896823
0.05,0.76,0.00863712
0.05,0.77,0.00926324
0.05,0.78,0.00800931
0.05,0.79,0.010181
0.05,0.8,0.00859689
0.05,0.81,0.0093334
0.05,0.82,0.00867862
0.05,0.83,0.00912857
0.05,0.84,0.00896139
0.05,0.85,0.0094795
0.05,0.86,0.00913303
0.05,0.87,0.00772473
0.05,0.88,0.00821513
0.05,0.89,0.00853729
0.05,0.9,0.00858328
0.05,0.91,0.00920832
0.05,0.92,0.00801375
0.05,0.93,0.00817973
0.05,0.94,0.00930865
0.05,0.95,0.00795295
0.05,0.96,0.00794018
0.05,0.97,0.00827993
0.05,0.98,0.00947682
0.05,0.99,0.00944021
0.05,1,0.00799569
0.05,1.01,0.00805037
0.05,1.02,0.00782731
0.05,1.03,0.00912791
0.05,1.04,0.00814664
0.06,0,0.00999222
0.06,0.01,0.00917226
0.06,0.02,0.0102712
0.06,0.03,0.0098493
0.06,0.04,0.00945883
0.06,0.05,0.00983938
0.06,0.06,0.00943431
0.06,0.07,0.0101524
0.06,0.08,0.00867759
0.06,0.09,0.010317
0.06,0.1,0.00948589
0.06,0.11,0.00998764
0.06,0.12,0.0090641
0.06,0.13,0.0111268
0.06,0.14,0.00893634
0.06,0.15,0.0102624
0.06,0.16,0.01014
0.06,0.17,0.0110778
0.06,0.18,0.0100752
0.06,0.19,0.0116782
0.06,0.2,0.00909967
0.06,0.21,0.00886849
0.06,0.22,0.0097865
0.06,0.23,0.00983974
0.06,0.24,0.00926807
0.06,0.25,0.0114538
0.06,0.26,0.00972782
0.06,0.27,0.0110308
0.06,0.28,0.0109902
0.06,0.29,0.0095876
0.06,0.3,0.00949717
0.06,0.31,0.0102417
0.06,0.32,0.0108925
0.06,0.33,0.00993717
0.06,0.34,0.0118861
0.06,0.35,0.0105609
0.06,0.36,0.0109663
0.06,0.37,0.0107435
0.06,0.38,0.00943649
0.06,0.39,0.0106976
0.06,0.4,0.0109581
0.06,0.41,0.00909009
0.06,0.42,0.0101695
0.06,0.43,0.0116343
0.06,0.44,0.0102703
0.06,0.45,0.0108352
0.06,0.46,0.0117884
0.06,0.47,0.0120534
0.06,0.48,0.0110334
0.06,0.49,0.0100574
0.06,0.5,0.0107756
0.06,0.51,0.0109817
0.06,0.52,0.010904
0.06,0.53,0.0104126
0.06,0.54,0.00989743
0.06,0.55,0.010418
0.06,0.56,0.0103702
0.06,0.57,0.010953
0.06,0.58,0.0100846
0.06,0.59,0.0111359
0.06,0.6,0.011148
0.06,0.61,0.0111339
0.06,0.62,0.0108448
0.06,0.63,0.0100876
0.06,0.64,0.010459
0.06,0.65,0.0110807
0.06,0.66,0.0105387
0.06,0.67,0.0111187
0.06,0.68,0.0100999
0.06,0.69,0.0116018
0.06,0.7,0.0107921
0.06,0.71,0.0105946
0.06,0.72,0.0107756
0.06,0.73,0.00993942
0.06,0.74,0.0113088
0.06,0.75,0.00924722
0.06,0.76,0.0103022
0.06,0.77,0.010132
0.06,0.78,0.00971912
0.06,0.79,0.0117312
0.06,0.8,0.0105094
0.06,0.81,0.0106279
0.06,0.82,0.0117645
0.06,0.83,0.00882995
0.06,0.84,0.0103372
0.06,0.85,0.0103672
0.06,0.86,0.0106038
0.06,0.87,0.00983628
0.06,0.88,0.0107391
0.06,0.89,0.00955779
0.06,0.9,0.0104152
0.06,0.91,0.0105593
0.06,0.92,0.00973067
0.06,0.93,0.0105358
0.06,0.94,0.00970494
0.06,0.95,0.0103947
0.06,0.96,0.0108318
0.06,0.97,0.0100149
0.06,0.98,0.00974308
0.06,0.99,0.0102838
0.06,1,0.00939937
0.06,1.01,0.0090541
0.06,1.02,0.00980801
0.06,1.03,0.0105674
0.06,1.04,0.00835088
0.07,0,0.00918074
0.07,0.01,0.0103026
0.07,0.02,0.00924798
0.07,0.03,0.0110086
0.07,0.04,0.0107449
0.07,0.05,0.0104678
0.07,0.06,0.0101455
0.07,0.07,0.00963263
0.07,0.08,0.0105758
0.07,0.09,0.0111287
0.07,0.1,0.0108913
0.07,0.11,0.0107176
0.07,0.12,0.0113674
0.07,0.13,0.011845
0.07,0.14,0.0100915
0.07,0.15,0.00985024
0.07,0.16,0.0102721
0.07,0.17,0.0113755
0.07,0.18,0.0118198
0.07,0.19,0.0113445
0.07,0.2,0.0109477
0.07,0.21,0.0116988
0.07,0.22,0.0103441
0.07,0.23,0.0112202
0.07,0.24,0.0113769
0.07,0.25,0.0122599
0.07,0.26,0.0112956
0.07,0.27,0.0127247
0.07,0.28,0.011321
0.07,0.29,0.0110192
0.07,0.3,0.0133042
0.07,0.31,0.0115473
0.07,0.32,0.0117003
0.07,0.33,0.0116218
0.07,0.34,0.0111173
0.07,0.35,0.011439
0.07,0.36,0.0119004
0.07,0.37,0.0117027
0.07,0.38,0.0116021
0.07,0.39,0.0131259
0.07,0.4,0.0124834
0.07,0.41,0.0128649
0.07,0.42,0.0115689
0.07,0.43,0.0120563
0.07,0.44,0.0117213
0.07,0.45,0.0122116
0.07,0.46,0.0123002
0.07,0.47,0.0126478
0.07,0.48,0.0134595
0.07,0.49,0.0117873
0.07,0.5,0.0126092
0.07,0.51,0.0110631
0.07,0.52,0.0130704
0.07,0.53,0.012332
0.07,0.54,0.0121727
0.07,0.55,0.0129035
0.07,0.56,0.0121419
0.07,0.57,0.0128556
0.07,0.58,0.0130333
0.07,0.59,0.0120474
0.07,0.6,0.0132457
0.07,0.61,0.0130836
0.07,0.62,0.0131315
0.07,0.63,0.012125
0.07,0.64,0.0116059
0.07,0.65,0.0116977
0.07,0.66,0.0103896
0.07,0.67,0.0121817
0.07,0.68,0.0118102
0.07,0.69,0.0113002
0.07,0.7,0.0134352
0.07,0.71,0.0105554
0.07,0.72,0.0105811
0.07,0.73,0.013469
0.07,0.74,0.01207
0.07,0.75,0.0118612
0.07,0.76,0.01265
0.07,0.77,0.0099095
0.07,0.78,0.011938
0.07,0.79,0.0112264
0.07,0.8,0.012581
0.07,0.81,0.0118882
0.07,0.82,0.0127793
0.07,0.83,0.0114868
0.07,0.84,0.0120125
0.07,0.85,0.00991341
0.07,0.86,0.0122487
0.07,0.87,0.0111377
0.07,0.88,0.0116306
0.07,0.89,0.0132811
0.07,0.9,0.0112058
0.07,0.91,0.0112072
0.07,0.92,0.0103885
0.07,0.93,0.0104735
0.07,0.94,0.0113998
0.07,0.95,0.00990475
0.07,0.96,0.0104523
0.07,0.97,0.0110536
0.07,0.98,0.010858
0.07,0.99,0.0105901
0.07,1,0.0116306
0.07,1.01,0.00990299
0.07,1.02,0.0108256
0.07,1.03,0.0105162
0.07,1.04,0.00879871
0.08,0,0.0116868
0.08,0.01,0.0110597
0.08,0.02,0.0114726
0.08,0.03,0.011497
0.08,0.04,0.0122632
0.08,0.05,0.0113456
0.08,0.06,0.0132415
0.08,0.07,0.0116447
0.08,0.08,0.0109415
0.08,0.09,0.0120418
0.08,0.1,0.0109417
0.08,0.11,0.0140152
0.08,0.12,0.01218
0.08,0.13,0.0113544
0.08,0.14,0.0127284
0.08,0.15,0.0123799
0.08,0.16,0.0121963
0.08,0.17,0.0117502
0.08,0.18,0.0128937
0.08,0.19,0.0116579
0.08,0.2,0.0122225
0.08,0.21,0.0139687
0.08,0.22,0.0116865
0.08,0.23,0.0119556
0.08,0.24,0.0130903
0.08,0.25,0.0135648
0.08,0.26,0.0117538
0.08,0.27,0.0115577
0.08,0.28,0.0147115
0.08,0.29,0.0131996
0.08,0.3,0.0126671
0.08,0.31,0.0139962
0.08,0.32,0.0126001
0.08,0.33,0.011951
0.08,0.34,0.0130111
0.08,0.35,0.0143924
0.08,0.36,0.013539
0.08,0.37,0.0117594
0.08,0.38,0.0141596
0.08,0.39,0.0139972
0.08,0.4,0.0138545
0.08,0.41,0.0129146
0.08,0.42,0.0119844
0.08,0.43,0.0148824
0.08,0.44,0.014296
0.08,0.45,0.0149007
0.08,0.46,0.0145266
0.08,0.47,0.0135073
0.08,0.48,0.013452
0.08,0.49,0.0146937
0.08,0.5,0.0148872
0.08,0.51,0.0127251
0.08,0.52,0.0140418
0.08,0.53,0.0153559
0.08,0.54,0.0141696
0.08,0.55,0.0134133
0.08,0.56,0.0149046
0.08,0.57,0.0146958
0.08,0.58,0.0147216
0.08,0.59,0.0152392
0.08,0.6,0.015336
0.08,0.61,0.0144055
0.08,0.62,0.0120259
0.08,0.63,0.0136741
0.08,0.64,0.0137642
0.08,0.65,0.0133505
0.08,0.66,0.0140021
0.08,0.67,0.0135617
0.08,0.68,0.0144731
0.08,0.69,0.0131969
0.08,0.7,0.0118192
0.08,0.71,0.0137417
0.08,0.72,0.0133305
0.08,0.73,0.0140465
0.08,0.74,0.0123181
0.08,0.75,0.014569
0.08,0.76,0.0124384
0.08,0.77,0.0129849
0.08,0.78,0.0136408
0.08,0.79,0.0142094
0.08,0.8,0.0130813
0.08,0.81,0.0135864
0.08,0.82,0.0128542
0.08,0.83,0.0129378
0.08,0.84,0.013053
0.08,0.85,0.0117869
0.08,0.86,0.0139843
0.08,0.87,0.0130997
0.08,0.88,0.0124946
0.08,0.89,0.0112483
0.08,0.9,0.0126507
0.08,0.91,0.0112558
0.08,0.92,0.0125602
0.08,0.93,0.0133732
0.08,0.94,0.0118036
0.08,0.95,0.0113686
0.08,0.96,0.0116038
0.08,0.97,0.0105987
0.08,0.98,0.0122702
0.08,0.99,0.012084
0.08,1,0.0111077
0.08,1.01,0.0119123
0.08,1.02,0.0112842
0.08,1.03,0.01108
0.08,1.04,0.0107758
0.09,0,0.0117708
0.09,0.01,0.0115322
0.09,0.02,0.0134978
0.09,0.03,0.0119923
0.09,0.04,0.0115425
0.09,0.05,0.0123698
0.09,0.06,0.0124372
0.09,0.07,0.0130439
0.09,0.08,0.0113645
0.09,0.09,0.0111982
0.09,0.1,0.0112488
0.09,0.11,0.0121076
0.09,0.12,0.0137311
0.09,0.13,0.0124671
0.09,0.14,0.0134472
0.09,0.15,0.0127788
0.09,0.16,0.0134203
0.09,0.17,0.0143023
0.09,0.18,0.0132919
0.09,0.19,0.0138296
0.09,0.2,0.0138271
0.09,0.21,0.0127872
0.09,0.22,0.0156413
0.09,0.23,0.0139099
0.09,0.24,0.0138751
0.09,0.25,0.0136258
0.09,0.26,0.0133656
0.09,0.27,0.0139607
0.09,0.28,0.0152955
0.09,0.29,0.014057
0.09,0.3,0.0142856
0.09,0.31,0.0135055
0.09,0.32,0.0138841
0.09,0.33,0.0139633
0.09,0.34,0.0153721
0.09,0.35,0.0147468
0.09,0.36,0.0147572
0.09,0.37,0.0151989
0.09,0.38,0.0168889
0.09,0.39,0.0151495
0.09,0.4,0.0146574
0.09,0.41,0.0150868
0.09,0.42,0.0150696
0.09,0.43,0.0162723
0.09,0.44,0.0143222
0.09,0.45,0.0138938
0.09,0.46,0.0154409
0.09,0.47,0.015254
0.09,0.48,0.0157966
0.09,0.49,0.015602
0.09,0.5,0.014
0.09,0.51,0.0148075
0.09,0.52,0.0143833
0.09,0.53,0.0158514
0.09,0.54,0.0161389
0.09,0.55,0.0168156
0.09,0.56,0.0150487
0.09,0.57,0.0153276
0.09,0.58,0.0153999
0.09,0.59,0.0160764
0.09,0.6,0.0155712
0.09,0.61,0.0149829
0.09,0.62,0.0152569
0.09,0.63,0.0160211
0.09,0.64,0.0145447
0.09,0.65,0.0152817
0.09,0.66,0.0138847
0.09,0.67,0.0137117
0.09,0.68,0.0159188
0.09,0.69,0.0153616
0.09,0.7,0.0147575
0.09,0.71,0.0144713
0.09,0.72,0.0130437
0.09,0.73,0.014927
