r,theta,mass
0.8,0,5.02204e-45
0.8,0.01,2.79269e-44
0.8,0.02,7.66639e-45
0.8,0.03,5.1769e-43
0.8,0.04,1.41658e-43
0.8,0.05,3.44882e-53
0.8,0.06,8.63559e-42
0.8,0.07,8.58362e-46
0.8,0.08,1.70343e-44
0.8,0.09,3.52927e-47
0.8,0.1,9.42629e-49
0.8,0.11,5.73365e-59
0.8,0.12,3.27347e-44
0.8,0.13,3.23589e-44
0.8,0.14,3.69313e-50
0.8,0.15,1.1921e-60
0.8,0.16,1.63992e-41
0.8,0.17,3.78304e-50
0.8,0.18,6.27185e-43
0.8,0.19,7.06641e-43
0.8,0.2,7.11836e-49
0.8,0.21,7.59516e-56
0.8,0.22,5.33313e-45
0.8,0.23,4.05526e-53
0.8,0.24,4.13176e-42
0.8,0.25,2.92278e-51
0.8,0.26,1.59986e-59
0.8,0.27,1.27877e-49
0.8,0.28,3.00469e-41
0.8,0.29,7.38989e-43
0.8,0.3,5.0904e-41
0.8,0.31,4.1568e-41
0.8,0.32,1.50783e-58
0.8,0.33,2.2025e-53
0.8,0.34,1.82675e-52
0.8,0.35,3.35221e-56
0.8,0.36,7.03585e-41
0.8,0.37,1.92296e-43
0.8,0.38,8.57507e-60
0.8,0.39,5.31037e-45
0.8,0.4,1.6631e-45
0.8,0.41,7.01317e-43
0.8,0.42,3.02076e-45
0.8,0.43,6.50256e-57
0.8,0.44,1.29577e-49
0.8,0.45,2.37507e-43
0.8,0.46,2.37698e-45
0.8,0.47,2.27702e-41
0.8,0.48,1.48553e-49
0.8,0.49,1.02191e-41
0.8,0.5,9.44193e-49
0.8,0.51,1.0738e-50
0.8,0.52,9.43595e-53
0.8,0.53,4.78814e-45
0.8,0.54,3.53211e-45
0.8,0.55,8.59947e-50
0.8,0.56,3.48694e-41
0.8,0.57,6.33284e-50
0.8,0.58,4.07649e-50
0.8,0.59,1.67882e-47
0.8,0.6,2.43444e-47
0.8,0.61,6.07599e-54
0.8,0.62,4.65447e-47
0.8,0.63,5.67499e-52
0.8,0.64,2.4066e-58
0.8,0.65,2.2999e-44
0.8,0.66,5.20258e-48
0.8,0.67,1.37678e-46
0.8,0.68,8.46862e-43
0.8,0.69,4.92338e-47
0.8,0.7,4.73291e-45
0.8,0.71,9.72338e-47
0.8,0.72,9.8935e-47
0.8,0.73,8.76101e-56
0.8,0.74,1.10212e-40
0.8,0.75,6.21591e-44
0.8,0.76,1.3258e-47
0.8,0.77,7.47817e-54
0.8,0.78,2.53065e-45
0.8,0.79,3.79971e-48
0.8,0.8,2.89396e-46
0.8,0.81,9.92117e-59
0.8,0.82,1.81993e-58
0.8,0.83,7.31234e-54
0.8,0.84,3.50854e-52
0.8,0.85,3.59759e-46
0.8,0.86,1.16593e-55
0.8,0.87,4.72241e-51
0.8,0.88,7.98526e-43
0.8,0.89,7.01448e-44
0.8,0.9,7.0706e-45
0.8,0.91,1.04945e-49
0.8,0.92,5.00841e-47
0.8,0.93,1.88693e-44
0.8,0.94,5.41812e-45
0.8,0.95,4.31525e-43
0.8,0.96,4.88547e-53
0.8,0.97,2.04557e-51
0.8,0.98,1.93258e-49
0.8,0.99,1.16788e-45
0.8,1,8.07394e-50
0.8,1.01,1.74525e-61
0.8,1.02,5.03015e-48
0.8,1.03,4.33674e-60
0.8,1.04,1.63852e-43
0.8,1.05,1.88804e-44
0.8,1.06,1.9148e-50
0.8,1.07,1.77907e-45
0.8,1.08,1.94904e-57
0.8,1.09,1.66867e-60
0.8,1.1,1.86616e-52
0.8,1.11,1.34005e-59
0.8,1.12,1.66652e-45
0.8,1.13,3.77954e-54
0.8,1.14,8.41406e-41
0.8,1.15,1.6156e-52
0.8,1.16,6.06227e-44
0.8,1.17,6.92055e-44
0.8,1.18,9.60412e-42
0.8,1.19,4.61929e-44
0.8,1.2,3.61947e-41
0.8,1.21,1.0914e-51
0.8,1.22,6.09472e-42
0.8,1.23,4.02307e-44
0.8,1.24,8.44419e-52
0.8,1.25,3.45583e-55
0.8,1.26,2.51488e-53
0.8,1.27,9.14534e-53
0.8,1.28,8.48178e-44
0.8,1.29,9.30547e-47
0.8,1.3,5.12029e-43
0.8,1.31,2.87741e-52
0.8,1.32,9.65704e-45
0.8,1.33,9.66342e-42
0.8,1.34,6.8128e-43
0.8,1.35,5.61943e-44
0.8,1.36,2.12406e-44
0.8,1.37,6.557e-49
0.8,1.38,7.97841e-51
0.8,1.39,7.03043e-56
0.8,1.4,7.76829e-49
0.8,1.41,3.82217e-42
0.8,1.42,2.01497e-46
0.8,1.43,7.40476e-50
0.8,1.44,5.62484e-47
0.8,1.45,3.57101e-48
0.8,1.46,2.10879e-48
0.8,1.47,8.91042e-48
0.8,1.48,5.55679e-50
0.8,1.49,1.03182e-51
0.8,1.5,8.53963e-48
0.8,1.51,9.07347e-45
0.8,1.52,1.23999e-42
0.8,1.53,3.45534e-62
0.8,1.54,2.75017e-41
0.8,1.55,2.05648e-44
0.8,1.56,1.65906e-44
0.8,1.57,4.94811e-54
0.8,1.58,2.15044e-53
0.8,1.59,1.40682e-48
0.8,1.6,6.51797e-42
0.8,1.61,2.0554e-42
0.8,1.62,4.87466e-42
0.8,1.63,1.63082e-43
0.8,1.64,7.07213e-47
0.8,1.65,6.38291e-49
0.8,1.66,3.45188e-45
0.8,1.67,2.26513e-52
0.8,1.68,9.97677e-45
0.8,1.69,4.71722e-44
0.8,1.7,3.62499e-49
0.8,1.71,2.50677e-58
0.8,1.72,8.66383e-46
0.8,1.73,6.20731e-63
0.8,1.74,1.64435e-47
0.8,1.75,1.39203e-42
0.8,1.76,3.82532e-47
0.8,1.77,3.26386e-51
0.8,1.78,5.96306e-43
0.8,1.79,1.56331e-43
0.8,1.8,8.75971e-51
0.8,1.81,1.01579e-45
0.8,1.82,4.67052e-43
0.8,1.83,3.65042e-42
0.8,1.84,1.82061e-62
0.8,1.85,6.24806e-48
0.8,1.86,3.90176e-53
0.8,1.87,5.1197e-46
0.8,1.88,5.59058e-44
0.8,1.89,2.91664e-42
0.8,1.9,5.65585e-49
0.8,1.91,1.16226e-49
0.8,1.92,1.05999e-47
0.8,1.93,3.71937e-42
0.8,1.94,3.36233e-55
0.8,1.95,6.00281e-47
0.8,1.96,5.51948e-44
0.8,1.97,1.06616e-46
0.8,1.98,5.03885e-45
0.8,1.99,2.13922e-45
0.8,2,1.39928e-54
0.8,2.01,1.31408e-43
0.8,2.02,3.3704e-44
0.8,2.03,2.26681e-45
0.8,2.04,8.36711e-48
0.8,2.05,2.20987e-42
0.8,2.06,5.26126e-43
0.8,2.07,2.44235e-50
0.8,2.08,6.70433e-52
0.8,2.09,1.19339e-48
0.8,2.1,4.89361e-49
0.8,2.11,1.87303e-45
0.8,2.12,8.69288e-49
0.8,2.13,5.31702e-44
0.8,2.14,3.91963e-52
0.8,2.15,3.53551e-41
0.8,2.16,1.18235e-49
0.8,2.17,1.5225e-42
0.8,2.18,8.80671e-47
0.8,2.19,1.29503e-42
0.8,2.2,1.80632e-44
0.8,2.21,9.61065e-49
0.8,2.22,1.21196e-41
0.8,2.23,6.70601e-42
0.8,2.24,2.81176e-50
0.8,2.25,2.976e-47
0.8,2.26,6.6161e-47
0.8,2.27,2.50984e-57
0.8,2.28,3.31975e-49
0.8,2.29,8.76582e-45
0.8,2.3,1.28416e-55
0.8,2.31,3.00239e-58
0.8,2.32,7.80647e-59
0.8,2.33,1.36221e-43
0.8,2.34,6.53385e-50
0.8,2.35,2.36096e-45
0.8,2.36,1.08366e-47
0.8,2.37,2.53208e-42
0.8,2.38,2.81637e-58
0.8,2.39,7.99891e-41
0.8,2.4,9.00927e-49
0.8,2.41,1.73992e-50
0.8,2.42,3.83981e-47
0.8,2.43,3.37818e-49
0.8,2.44,3.13602e-46
0.8,2.45,2.80143e-42
0.8,2.46,5.61801e-52
0.8,2.47,1.95568e-45
0.8,2.48,9.12002e-59
0.8,2.49,5.24667e-51
0.8,2.5,5.73686e-47
0.8,2.51,7.11968e-54
0.8,2.52,1.31655e-47
0.8,2.53,2.72707e-51
0.8,2.54,1.51643e-52
0.8,2.55,3.01581e-47
0.8,2.56,1.7119e-59
0.8,2.57,2.11921e-44
0.8,2.58,3.76699e-41
0.8,2.59,2.29384e-48
0.8,2.6,3.88082e-46
0.8,2.61,1.25195e-41
0.8,2.62,4.08645e-45
0.8,2.63,9.02187e-45
0.8,2.64,5.46973e-45
0.8,2.65,6.55232e-41
0.8,2.66,3.50773e-42
0.8,2.67,1.67681e-49
0.8,2.68,2.41904e-44
0.8,2.69,3.29603e-42
0.8,2.7,1.70351e-44
0.8,2.71,1.76609e-54
0.8,2.72,2.24097e-47
0.8,2.73,8.63602e-49
0.8,2.74,3.99564e-42
0.8,2.75,9.41791e-54
0.8,2.76,1.83649e-43
0.8,2.77,4.6694e-50
0.8,2.78,4.1961e-45
0.8,2.79,7.14099e-44
0.8,2.8,2.44012e-65
0.8,2.81,8.50462e-50
0.8,2.82,5.58927e-54
0.8,2.83,5.88231e-42
0.8,2.84,1.7557e-45
0.8,2.85,3.72547e-51
0.8,2.86,4.23103e-44
0.8,2.87,7.21062e-47
0.8,2.88,7.9127e-46
0.8,2.89,4.59196e-42
0.8,2.9,1.62508e-50
0.8,2.91,6.57295e-51
0.8,2.92,4.59379e-50
0.8,2.93,7.96076e-50
0.8,2.94,5.81221e-50
0.8,2.95,2.90004e-54
0.8,2.96,1.68142e-42
0.8,2.97,2.41785e-57
0.8,2.98,6.47154e-44
0.8,2.99,1.08273e-66
0.8,3,1.43537e-41
0.8,3.01,2.89341e-45
0.8,3.02,1.55496e-59
0.8,3.03,2.59105e-42
0.8,3.04,2.47057e-41
0.8,3.05,1.95607e-48
0.8,3.06,1.04838e-48
0.8,3.07,1.35378e-59
0.8,3.08,1.66478e-50
0.8,3.09,1.25146e-42
0.8,3.1,5.30643e-47
0.8,3.11,4.50091e-43
0.8,3.12,9.39285e-44
0.8,3.13,2.71146e-47
0.8,3.14,1.05832e-47
0.8,3.15,5.94443e-51
0.8,3.16,7.1669e-48
0.8,3.17,9.82197e-42
0.8,3.18,1.52137e-49
0.8,3.19,3.98537e-46
0.8,3.2,1.91757e-46
0.8,3.21,6.5126e-48
0.8,3.22,1.81422e-44
0.8,3.23,3.20288e-42
0.8,3.24,1.40131e-43
0.8,3.25,1.67236e-53
0.8,3.26,4.94182e-46
0.8,3.27,6.16099e-45
0.8,3.28,3.32832e-42
0.8,3.29,7.1765e-46
0.8,3.3,2.35292e-42
0.8,3.31,1.85914e-47
0.8,3.32,2.76702e-56
0.8,3.33,7.11761e-48
0.8,3.34,9.91645e-61
0.8,3.35,7.68943e-55
0.8,3.36,5.51733e-46
0.8,3.37,8.20745e-50
0.8,3.38,3.89258e-44
0.8,3.39,2.451e-48
0.8,3.4,5.75402e-48
0.8,3.41,6.42915e-41
0.8,3.42,5.00418e-41
0.8,3.43,7.58869e-42
0.8,3.44,7.76875e-53
0.8,3.45,1.93127e-41
0.8,3.46,7.39557e-45
0.8,3.47,2.55705e-48
0.8,3.48,7.5372e-53
0.8,3.49,3.15417e-62
0.8,3.5,4.90188e-51
0.8,3.51,1.05043e-44
0.8,3.52,1.12449e-56
0.8,3.53,4.35029e-47
0.8,3.54,1.15761e-55
0.8,3.55,3.44992e-47
0.8,3.56,1.07279e-50
0.8,3.57,1.67255e-55
0.8,3.58,1.78973e-48
0.8,3.59,1.32106e-56
0.8,3.6,5.29742e-53
0.8,3.61,5.55659e-46
0.8,3.62,4.31847e-55
0.8,3.63,2.16533e-44
0.8,3.64,4.27472e-44
0.8,3.65,8.53511e-48
0.8,3.66,3.41062e-50
0.8,3.67,1.00375e-50
0.8,3.68,1.08763e-52
0.8,3.69,3.12196e-50
0.8,3.7,6.77865e-68
0.8,3.71,2.11819e-43
0.8,3.72,3.2555e-48
0.8,3.73,1.68739e-41
0.8,3.74,1.51637e-63
0.8,3.75,2.94164e-49
0.8,3.76,7.61597e-45
0.8,3.77,2.82226e-41
0.8,3.78,9.51135e-45
0.8,3.79,1.13011e-52
0.8,3.8,9.9289e-48
0.8,3.81,1.37518e-41
0.8,3.82,9.52689e-58
0.8,3.83,8.04997e-58
0.8,3.84,2.11967e-54
0.8,3.85,4.4567e-41
0.8,3.86,3.39774e-42
0.8,3.87,3.22188e-43
0.8,3.88,2.54734e-50
0.8,3.89,1.02515e-50
0.8,3.9,9.95137e-44
0.8,3.91,2.46675e-43
0.8,3.92,7.13381e-47
0.8,3.93,6.78022e-47
0.8,3.94,1.08196e-54
0.8,3.95,1.61972e-45
0.8,3.96,8.53166e-51
0.8,3.97,2.40389e-46
0.8,3.98,8.97473e-42
0.8,3.99,4.81951e-44
0.8,4,3.64331e-50
0.8,4.01,6.56887e-42
0.8,4.02,1.85182e-54
0.8,4.03,3.28268e-45
0.8,4.04,8.35811e-54
0.8,4.05,4.68517e-49
0.8,4.06,6.37948e-43
0.8,4.07,5.13434e-45
0.8,4.08,3.98408e-41
0.8,4.09,1.27324e-46
0.8,4.1,4.21209e-51
0.8,4.11,1.64453e-42
0.8,4.12,5.71951e-44
0.8,4.13,6.08769e-49
0.8,4.14,2.38042e-70
0.8,4.15,3.16551e-46
0.8,4.16,5.52654e-41
0.8,4.17,6.50369e-42
0.8,4.18,2.6006e-51
0.8,4.19,5.08449e-45
0.8,4.2,2.39469e-46
0.8,4.21,2.02472e-43
0.8,4.22,1.99543e-48
0.8,4.23,1.41958e-46
0.8,4.24,1.86147e-42
0.8,4.25,7.78185e-50
0.8,4.26,8.06299e-45
0.8,4.27,1.00629e-52
0.8,4.28,3.63978e-48
0.8,4.29,1.58427e-46
0.8,4.3,1.49746e-61
0.8,4.31,9.1697e-49
0.8,4.32,8.10835e-50
0.8,4.33,1.76747e-51
0.8,4.34,5.02504e-47
0.8,4.35,5.31122e-42
0.8,4.36,4.00096e-50
0.8,4.37,9.46525e-45
0.8,4.38,2.04473e-43
0.8,4.39,1.89648e-42
0.8,4.4,1.11578e-61
0.8,4.41,1.11226e-50
0.8,4.42,3.93319e-47
0.8,4.43,8.32961e-50
0.8,4.44,1.51171e-61
0.8,4.45,1.26694e-60
0.8,4.46,8.60807e-44
0.8,4.47,7.98475e-60
0.8,4.48,1.18246e-43
0.8,4.49,5.06337e-56
0.8,4.5,1.53948e-47
0.8,4.51,6.89451e-50
0.8,4.52,5.63961e-48
0.8,4.53,6.27728e-49
0.8,4.54,2.06295e-52
0.8,4.55,4.05321e-43
0.8,4.56,1.24704e-44
0.8,4.57,5.83673e-50
0.8,4.58,2.05519e-54
0.8,4.59,3.55696e-41
0.8,4.6,3.26991e-47
0.8,4.61,4.11631e-49
0.8,4.62,8.25374e-41
0.8,4.63,1.42044e-49
0.8,4.64,5.3411e-52
0.8,4.65,3.92425e-49
0.8,4.66,3.65128e-43
0.8,4.67,5.99126e-43
0.8,4.68,1.56832e-43
0.8,4.69,1.87073e-48
0.8,4.7,1.45064e-43
0.8,4.71,1.29309e-42
0.8,4.72,3.97371e-44
0.8,4.73,2.02362e-52
0.8,4.74,7.38679e-46
0.8,4.75,3.62439e-52
0.8,4.76,1.27626e-52
0.8,4.77,4.0645e-56
0.8,4.78,3.58773e-43
0.8,4.79,8.65704e-43
0.8,4.8,2.58549e-45
0.8,4.81,1.65836e-53
0.8,4.82,3.71918e-45
0.8,4.83,5.06145e-45
0.8,4.84,4.74253e-44
0.8,4.85,1.3522e-42
0.8,4.86,6.10958e-56
0.8,4.87,1.51415e-49
0.8,4.88,1.62181e-49
0.8,4.89,3.88941e-56
0.8,4.9,7.94879e-42
0.8,4.91,7.28863e-42
0.8,4.92,9.51607e-43
0.8,4.93,5.57266e-46
0.8,4.94,5.27658e-43
0.8,4.95,6.32218e-43
0.8,4.96,2.00804e-56
0.8,4.97,4.87029e-44
0.8,4.98,7.50159e-52
0.8,4.99,4.83349e-46
0.8,5,1.75018e-50
0.8,5.01,4.61189e-47
0.8,5.02,9.06316e-47
0.8,5.03,7.51843e-52
0.8,5.04,1.35658e-46
0.8,5.05,6.08329e-41
0.8,5.06,1.91482e-44
0.8,5.07,2.26932e-50
0.8,5.08,1.56423e-45
0.8,5.09,3.72908e-45
0.8,5.1,6.74723e-48
0.8,5.11,5.197e-49
0.8,5.12,4.19635e-49
0.8,5.13,1.15356e-55
0.8,5.14,1.45582e-48
0.8,5.15,8.11918e-41
0.8,5.16,4.66506e-47
0.8,5.17,2.28825e-53
0.8,5.18,2.64349e-49
0.8,5.19,5.41396e-62
0.8,5.2,4.83738e-49
0.8,5.21,5.53009e-58
0.8,5.22,1.3591e-49
0.8,5.23,6.98969e-50
0.8,5.24,1.53832e-45
0.8,5.25,5.59288e-44
0.8,5.26,2.56117e-53
0.8,5.27,5.33716e-43
0.8,5.28,1.6114e-42
0.8,5.29,5.61378e-61
0.8,5.3,2.93888e-46
0.8,5.31,1.74663e-54
0.8,5.32,2.4058e-44
0.8,5.33,4.77773e-52
0.8,5.34,1.20286e-41
0.8,5.35,2.44222e-44
0.8,5.36,1.03745e-47
0.8,5.37,3.26938e-51
0.8,5.38,4.34904e-45
0.8,5.39,7.93525e-46
0.8,5.4,5.04696e-42
0.8,5.41,4.74277e-43
0.8,5.42,6.85246e-51
0.8,5.43,1.5563e-41
0.8,5.44,1.66538e-49
0.8,5.45,1.8264e-42
0.8,5.46,3.23018e-52
0.8,5.47,6.86775e-55
0.8,5.48,2.42521e-55
0.8,5.49,1.92279e-60
0.8,5.5,4.78351e-44
0.8,5.51,9.67357e-50
0.8,5.52,1.46739e-44
0.8,5.53,2.03123e-44
0.8,5.54,1.15839e-49
0.8,5.55,1.04841e-49
0.8,5.56,8.69189e-45
0.8,5.57,3.63706e-53
0.8,5.58,2.75569e-48
0.8,5.59,1.17335e-48
0.8,5.6,3.76302e-46
0.8,5.61,1.65062e-55
0.8,5.62,1.26065e-49
0.8,5.63,1.63502e-50
0.8,5.64,1.68739e-44
0.8,5.65,1.22786e-50
0.8,5.66,3.67856e-51
0.8,5.67,9.72634e-45
0.8,5.68,6.58915e-50
0.8,5.69,8.03202e-51
0.8,5.7,6.83991e-45
0.8,5.71,4.01409e-43
0.8,5.72,1.22081e-48
0.8,5.73,5.37141e-47
0.8,5.74,1.42587e-56
0.8,5.75,1.35948e-43
0.8,5.76,3.66895e-51
0.8,5.77,1.13702e-40
0.8,5.78,3.34657e-55
0.8,5.79,5.27625e-43
0.8,5.8,1.68179e-47
0.8,5.81,9.64047e-43
0.8,5.82,1.80594e-46
0.8,5.83,4.64329e-51
0.8,5.84,4.87577e-41
0.8,5.85,6.62474e-48
0.8,5.86,4.03714e-42
0.8,5.87,3.66786e-49
0.8,5.88,3.17976e-43
0.8,5.89,3.03314e-44
0.8,5.9,1.17664e-49
0.8,5.91,3.61115e-46
0.8,5.92,5.21025e-45
0.8,5.93,1.82636e-51
0.8,5.94,6.53152e-50
0.8,5.95,2.27856e-53
0.8,5.96,1.22921e-58
0.8,5.97,3.48256e-42
0.8,5.98,8.66566e-43
0.8,5.99,3.34133e-44
0.8,6,1.0622e-41
0.8,6.01,2.57022e-42
0.8,6.02,9.41304e-46
0.8,6.03,1.1679e-42
0.8,6.04,2.26665e-45
0.8,6.05,1.18008e-41
0.8,6.06,1.95711e-50
0.8,6.07,1.84397e-51
0.8,6.08,5.64392e-49
0.8,6.09,3.08058e-47
0.8,6.1,2.46678e-52
0.8,6.11,3.8451e-44
0.8,6.12,5.43053e-56
0.8,6.13,4.9969e-46
0.8,6.14,1.77026e-44
0.8,6.15,6.80498e-47
0.8,6.16,1.28955e-43
0.8,6.17,5.20234e-43
0.8,6.18,1.37822e-46
0.8,6.19,4.02245e-44
0.8,6.2,1.43019e-47
0.8,6.21,1.28441e-46
0.8,6.22,3.00584e-46
0.8,6.23,1.68108e-49
0.8,6.24,3.14054e-53
0.8,6.25,2.29379e-41
0.8,6.26,1.41179e-46
0.8,6.27,8.57318e-45
0.8,6.28,8.07283e-43
0.81,0,1.76385e-36
0.81,0.01,2.44345e-45
0.81,0.02,6.06683e-42
0.81,0.03,8.19893e-45
0.81,0.04,2.22517e-39
0.81,0.05,1.23431e-33
0.81,0.06,2.81546e-39
0.81,0.07,3.12111e-34
0.81,0.08,1.14221e-34
0.81,0.09,1.27834e-42
0.81,0.1,6.19242e-34
0.81,0.11,4.23983e-43
0.81,0.12,1.70853e-36
0.81,0.13,5.09497e-36
0.81,0.14,3.49232e-36
0.81,0.15,4.82913e-45
0.81,0.16,1.44036e-34
0.81,0.17,3.2089e-34
0.81,0.18,4.7312e-42
0.81,0.19,1.16828e-44
0.81,0.2,2.74439e-42
0.81,0.21,1.9833e-41
0.81,0.22,1.8469e-37
0.81,0.23,2.13381e-34
0.81,0.24,1.02093e-38
0.81,0.25,6.27721e-40
0.81,0.26,1.2127e-39
0.81,0.27,6.43421e-38
0.81,0.28,6.96661e-39
0.81,0.29,3.67782e-43
0.81,0.3,1.00713e-51
0.81,0.31,2.61961e-42
0.81,0.32,1.03286e-38
0.81,0.33,1.59164e-39
0.81,0.34,5.12318e-41
0.81,0.35,1.64117e-45
0.81,0.36,1.45413e-37
0.81,0.37,5.44011e-34
0.81,0.38,8.42157e-40
0.81,0.39,3.20874e-54
0.81,0.4,1.53553e-35
0.81,0.41,4.63387e-48
0.81,0.42,2.18955e-43
0.81,0.43,3.03737e-41
0.81,0.44,2.90915e-38
0.81,0.45,1.69354e-36
0.81,0.46,9.37017e-39
0.81,0.47,3.63774e-54
0.81,0.48,2.93227e-49
0.81,0.49,1.48459e-35
0.81,0.5,1.00187e-46
0.81,0.51,1.44969e-46
0.81,0.52,5.44565e-36
0.81,0.53,3.31026e-35
0.81,0.54,9.16523e-47
0.81,0.55,3.16255e-33
0.81,0.56,1.32728e-34
0.81,0.57,1.0837e-36
0.81,0.58,1.26503e-48
0.81,0.59,2.31344e-42
0.81,0.6,4.64642e-39
0.81,0.61,2.54796e-35
0.81,0.62,1.02529e-37
0.81,0.63,2.91514e-39
0.81,0.64,2.83269e-35
0.81,0.65,2.54979e-46
0.81,0.66,2.64104e-44
0.81,0.67,8.19066e-36
0.81,0.68,3.29736e-43
0.81,0.69,1.29322e-38
0.81,0.7,7.7296e-45
0.81,0.71,5.90704e-46
0.81,0.72,1.19616e-35
0.81,0.73,1.70095e-34
0.81,0.74,5.1966e-36
0.81,0.75,1.36366e-39
0.81,0.76,5.06713e-36
0.81,0.77,1.89156e-39
0.81,0.78,7.03956e-40
0.81,0.79,3.48919e-45
0.81,0.8,5.89899e-43
0.81,0.81,4.13575e-36
0.81,0.82,1.2555e-43
0.81,0.83,1.32717e-45
0.81,0.84,7.01228e-38
0.81,0.85,9.76127e-34
0.81,0.86,8.17715e-40
0.81,0.87,7.89226e-41
0.81,0.88,2.47776e-41
0.81,0.89,2.24413e-35
0.81,0.9,3.7828e-36
0.81,0.91,6.21712e-45
0.81,0.92,4.53664e-38
0.81,0.93,6.20837e-39
0.81,0.94,4.41119e-45
0.81,0.95,4.54203e-45
0.81,0.96,1.14989e-37
0.81,0.97,3.12518e-36
0.81,0.98,1.23194e-34
0.81,0.99,8.24018e-48
0.81,1,4.37155e-35
0.81,1.01,8.67302e-43
0.81,1.02,2.00359e-46
0.81,1.03,3.01086e-39
0.81,1.04,1.87564e-36
0.81,1.05,6.29695e-36
0.81,1.06,1.88053e-48
0.81,1.07,7.44042e-47
0.81,1.08,5.05842e-34
0.81,1.09,3.82061e-48
0.81,1.1,1.41872e-38
0.81,1.11,1.96435e-41
0.81,1.12,2.70859e-37
0.81,1.13,5.55311e-37
0.81,1.14,5.64844e-41
0.81,1.15,1.21965e-40
0.81,1.16,1.88575e-36
0.81,1.17,1.78611e-37
0.81,1.18,1.3374e-43
0.81,1.19,3.73427e-33
0.81,1.2,1.1587e-33
0.81,1.21,2.31901e-44
0.81,1.22,4.87934e-42
0.81,1.23,4.27968e-45
0.81,1.24,4.4836e-35
0.81,1.25,1.44466e-48
0.81,1.26,5.25587e-45
0.81,1.27,2.15492e-42
0.81,1.28,1.57116e-37
0.81,1.29,4.88915e-42
0.81,1.3,5.15553e-45
0.81,1.31,1.51725e-45
0.81,1.32,1.34748e-34
0.81,1.33,1.8333e-34
0.81,1.34,1.59619e-41
0.81,1.35,1.346e-38
0.81,1.36,7.65698e-35
0.81,1.37,8.83363e-37
0.81,1.38,1.59739e-36
0.81,1.39,5.19005e-40
0.81,1.4,6.42373e-41
0.81,1.41,8.45787e-46
0.81,1.42,1.90048e-41
0.81,1.43,1.49009e-58
0.81,1.44,1.58358e-36
0.81,1.45,4.37193e-40
0.81,1.46,6.40034e-43
0.81,1.47,8.33034e-40
0.81,1.48,9.59011e-37
0.81,1.49,3.97647e-38
0.81,1.5,8.69502e-35
0.81,1.51,1.71523e-45
0.81,1.52,8.44782e-37
0.81,1.53,4.33245e-36
0.81,1.54,2.88986e-36
0.81,1.55,2.70595e-44
0.81,1.56,2.13342e-38
0.81,1.57,5.28945e-51
0.81,1.58,1.18179e-46
0.81,1.59,9.44098e-48
0.81,1.6,3.16338e-39
0.81,1.61,1.35318e-48
0.81,1.62,8.80285e-35
0.81,1.63,7.44689e-38
0.81,1.64,2.60736e-37
0.81,1.65,2.42895e-35
0.81,1.66,3.32226e-34
0.81,1.67,2.45843e-35
0.81,1.68,4.35904e-41
0.81,1.69,1.04556e-37
0.81,1.7,6.02526e-41
0.81,1.71,1.00844e-47
0.81,1.72,3.00276e-42
0.81,1.73,1.49612e-44
0.81,1.74,1.65261e-40
0.81,1.75,1.27927e-36
0.81,1.76,2.11105e-38
0.81,1.77,8.0156e-37
0.81,1.78,6.27434e-39
0.81,1.79,6.98135e-34
0.81,1.8,6.52073e-38
0.81,1.81,5.22626e-38
0.81,1.82,4.65868e-37
0.81,1.83,1.01227e-35
0.81,1.84,9.59678e-45
0.81,1.85,1.13117e-40
0.81,1.86,4.174e-44
0.81,1.87,7.16111e-45
0.81,1.88,1.50765e-43
0.81,1.89,6.03602e-35
0.81,1.9,2.46706e-42
0.81,1.91,1.9546e-46
0.81,1.92,3.60199e-48
0.81,1.93,5.62583e-41
0.81,1.94,1.36111e-56
0.81,1.95,3.20659e-47
0.81,1.96,1.05714e-38
0.81,1.97,1.06848e-34
0.81,1.98,1.67099e-44
0.81,1.99,3.67468e-40
0.81,2,2.73798e-42
0.81,2.01,9.3044e-36
0.81,2.02,2.53463e-37
0.81,2.03,5.01799e-38
0.81,2.04,1.69416e-35
0.81,2.05,8.61582e-42
0.81,2.06,1.61045e-43
0.81,2.07,8.78614e-40
0.81,2.08,5.02186e-39
0.81,2.09,6.85714e-41
0.81,2.1,5.11992e-42
0.81,2.11,9.5203e-35
0.81,2.12,2.9094e-37
0.81,2.13,1.79342e-33
0.81,2.14,1.37239e-38
0.81,2.15,7.45026e-37
0.81,2.16,2.74536e-37
0.81,2.17,1.46022e-38
0.81,2.18,2.60716e-42
0.81,2.19,1.71373e-43
0.81,2.2,3.4372e-50
0.81,2.21,2.99391e-37
0.81,2.22,1.69763e-42
0.81,2.23,3.2822e-36
0.81,2.24,1.76918e-35
0.81,2.25,5.04487e-37
0.81,2.26,4.1216e-46
0.81,2.27,6.11882e-41
0.81,2.28,4.78998e-44
0.81,2.29,9.69099e-50
0.81,2.3,2.49322e-35
0.81,2.31,1.45973e-35
0.81,2.32,2.84873e-38
0.81,2.33,1.83745e-36
0.81,2.34,2.79576e-52
0.81,2.35,9.58641e-43
0.81,2.36,4.15566e-53
0.81,2.37,7.73778e-42
0.81,2.38,6.66035e-37
0.81,2.39,2.25521e-36
0.81,2.4,3.55903e-42
0.81,2.41,3.58909e-42
0.81,2.42,8.74444e-37
0.81,2.43,8.45603e-37
0.81,2.44,3.19898e-34
0.81,2.45,6.40249e-39
0.81,2.46,8.7849e-41
