r0,entropy
0.001,0
0.00101,0
0.0010201,0
0.0010303,0
0.0010406,0
0.00105101,0
0.00106152,0
0.00107214,0
0.00108286,0
0.00109369,0
0.00110462,0
0.00111567,0
0.00112683,0
0.00113809,0
0.00114947,0
0.00116097,0
0.00117258,0
0.0011843,0
0.00119615,0
0.00120811,0
0.00122019,0
0.00123239,0
0.00124472,0
0.00125716,0
0.00126973,0
0.00128243,0
0.00129526,0
0.00130821,0
0.00132129,0
0.0013345,1.60321e-08
0.00134785,3.20641e-08
0.00136133,1.60321e-08
0.00137494,5.61122e-08
0.00138869,7.21443e-08
0.00140258,8.01603e-08
0.0014166,1.68337e-07
0.00143077,3.36673e-07
0.00144508,6.17234e-07
0.00145953,1.19439e-06
0.00147412,1.55511e-06
0.00148886,2.14028e-06
0.00150375,3.50301e-06
0.00151879,5.16232e-06
0.00153398,7.09419e-06
0.00154932,1.02285e-05
0.00156481,1.48457e-05
0.00158046,2.11062e-05
0.00159626,2.82725e-05
0.00161223,3.76834e-05
0.00162835,5.11423e-05
0.00164463,6.69178e-05
0.00166108,8.80481e-05
0.00167769,0.000110212
0.00169447,0.000141956
0.00171141,0.000177667
0.00172852,0.00022392
0.00174581,0.000275976
0.00176327,0.000333683
0.0017809,0.000403968
0.00179871,0.000484617
0.0018167,0.000574341
0.00183486,0.000679206
0.00185321,0.000798485
0.00187174,0.000929363
0.00189046,0.00106616
0.00190937,0.00123169
0.00192846,0.00140159
0.00194774,0.00159343
0.00196722,0.00178987
0.00198689,0.0020021
0.00200676,0.00223259
0.00202683,0.00248213
0.0020471,0.00272697
0.00206757,0.00299028
0.00208825,0.00326228
0.00210913,0.00355779
0.00213022,0.00384268
0.00215152,0.00414318
0.00217304,0.00444096
0.00219477,0.00476684
0.00221672,0.00507874
0.00223888,0.00539631
0.00226127,0.00570011
0.00228388,0.00602559
0.00230672,0.00633727
0.00232979,0.00663699
0.00235309,0.00695728
0.00237662,0.0072587
0.00240038,0.00754832
0.00242439,0.00781218
0.00244863,0.00808911
0.00247312,0.00835097
0.00249785,0.00860907
0.00252283,0.00882834
0.00254806,0.00907376
0.00257354,0.00927768
0.00259927,0.00948705
0.00262527,0.00967713
0.00265152,0.00984095
0.00267803,0.0100204
0.00270481,0.0101418
0.00273186,0.0102951
0.00275918,0.0104117
0.00278677,0.0105058
0.00281464,0.0105876
0.00284279,0.0106656
0.00287121,0.0107188
0.00289993,0.0107688
0.00292893,0.0108077
0.00295822,0.0108231
0.0029878,0.010824
0.00301768,0.0108209
0.00304785,0.0108023
0.00307833,0.0108023
0.00310911,0.0107539
0.0031402,0.0107016
0.00317161,0.0106561
0.00320332,0.0105919
0.00323536,0.0105203
0.00326771,0.0104577
0.00330039,0.0103662
0.00333339,0.0102871
0.00336672,0.0101878
0.00340039,0.0100971
0.0034344,0.0100043
0.00346874,0.00990232
0.00350343,0.00980794
0.00353846,0.00970555
0.00357385,0.009605
0.00360958,0.00951299
0.00364568,0.00939954
0.00368214,0.00932558
0.00371896,0.00923535
0.00375615,0.00914308
0.00379371,0.00909
0.00383165,0.00899859
0.00386996,0.00891711
0.00390866,0.00887766
0.00394775,0.00882435
0.00398723,0.00877911
0.0040271,0.00874118
0.00406737,0.00870015
0.00410804,0.00868467
0.00414912,0.00865817
0.00419062,0.00864325
0.00423252,0.00864663
0.00427485,0.00862374
0.0043176,0.00865091
0.00436077,0.00863449
0.00440438,0.00863972
0.00444842,0.00864178
0.00449291,0.00866846
0.00453784,0.00866497
0.00458321,0.00870971
0.00462905,0.00873339
0.00467534,0.00874591
0.00472209,0.00877701
0.00476931,0.00879387
0.004817,0.00881513
0.00486517,0.00881825
0.00491383,0.0088536
0.00496296,0.00887849
0.00501259,0.00890103
0.00506272,0.00891936
0.00511335,0.00896352
0.00516448,0.00899171
0.00521613,0.00904215
0.00526829,0.00904912
0.00532097,0.00909843
0.00537418,0.00914549
0.00542792,0.00920892
0.0054822,0.00925408
0.00553702,0.00931009
0.00559239,0.00941919
0.00564832,0.00949716
0.0057048,0.00963554
0.00576185,0.00966056
0.00581947,0.00981623
0.00587766,0.00993318
0.00593644,0.0100384
0.0059958,0.0101606
0.00605576,0.0103735
0.00611632,0.0105366
0.00617748,0.0107396
0.00623926,0.0108725
0.00630165,0.011042
0.00636466,0.0112536
0.00642831,0.0114589
0.00649259,0.0116567
0.00655752,0.0118843
0.0066231,0.0120926
0.00668933,0.0123093
0.00675622,0.0125269
0.00682378,0.0127518
0.00689202,0.0129831
0.00696094,0.013173
0.00703055,0.0134067
0.00710085,0.013598
0.00717186,0.0138123
0.00724358,0.0140602
0.00731602,0.0142406
0.00738918,0.0144411
0.00746307,0.0146711
