r0,entropy
0.001,0.0421964
0.00101,0.0421207
0.0010201,0.0420293
0.0010303,0.0418798
0.0010406,0.0417601
0.00105101,0.0415508
0.00106152,0.0412725
0.00107214,0.0410274
0.00108286,0.0407147
0.00109369,0.0404131
0.00110462,0.0400149
0.00111567,0.0396436
0.00112683,0.039252
0.00113809,0.0387752
0.00114947,0.0383758
0.00116097,0.0378374
0.00117258,0.0373372
0.0011843,0.0368546
0.00119615,0.0363574
0.00120811,0.0357886
0.00122019,0.0352633
0.00123239,0.0347118
0.00124472,0.0341218
0.00125716,0.0335595
0.00126973,0.0329827
0.00128243,0.0324201
0.00129526,0.0318444
0.00130821,0.0311903
0.00132129,0.0306357
0.0013345,0.0300343
0.00134785,0.0294472
0.00136133,0.0288453
0.00137494,0.0282826
0.00138869,0.0276735
0.00140258,0.0270895
0.0014166,0.0265016
0.00143077,0.0259366
0.00144508,0.0253226
0.00145953,0.0247916
0.00147412,0.0242274
0.00148886,0.0236189
0.00150375,0.0230904
0.00151879,0.0225491
0.00153398,0.0220105
0.00154932,0.0214675
0.00156481,0.0209481
0.00158046,0.0204243
0.00159626,0.0199198
0.00161223,0.01942
0.00162835,0.0189023
0.00164463,0.018445
0.00166108,0.0179689
0.00167769,0.0175005
0.00169447,0.0170525
0.00171141,0.0165967
0.00172852,0.0161486
0.00174581,0.0157225
0.00176327,0.015286
0.0017809,0.0148681
0.00179871,0.0144898
0.0018167,0.0140952
0.00183486,0.0137013
0.00185321,0.0133162
0.00187174,0.012935
0.00189046,0.0125756
0.00190937,0.0122305
0.00192846,0.0118899
0.00194774,0.0115309
0.00196722,0.0112156
0.00198689,0.0108942
0.00200676,0.0105912
0.00202683,0.0102665
0.0020471,0.00997691
0.00206757,0.00967737
0.00208825,0.00939131
0.00210913,0.00913076
0.00213022,0.00885942
0.00215152,0.00860126
0.00217304,0.00833007
0.00219477,0.00808958
0.00221672,0.00785364
0.00223888,0.0076064
0.00226127,0.00736839
0.00228388,0.00717162
0.00230672,0.0069382
0.00232979,0.00672233
0.00235309,0.00652749
0.00237662,0.00632285
0.00240038,0.00611536
0.00242439,0.00594147
0.00244863,0.0057649
0.00247312,0.00558362
0.00249785,0.00541238
0.00252283,0.00524839
0.00254806,0.00509235
0.00257354,0.00491188
0.00259927,0.00477368
0.00262527,0.00462017
0.00265152,0.00447454
0.00267803,0.00433016
0.00270481,0.00419529
0.00273186,0.00406628
0.00275918,0.00394257
0.00278677,0.00380237
0.00281464,0.00368641
0.00284279,0.00357104
0.00287121,0.0034557
0.00289993,0.00334374
0.00292893,0.00323761
0.00295822,0.0031347
0.0029878,0.00303116
0.00301768,0.00293204
0.00304785,0.00283677
0.00307833,0.00274964
0.00310911,0.00265623
0.0031402,0.00257361
0.00317161,0.00249208
0.00320332,0.00241046
0.00323536,0.00232676
0.00326771,0.00226095
0.00330039,0.00218768
0.00333339,0.00211019
0.00336672,0.0020379
0.00340039,0.00197917
0.0034344,0.00190605
0.00346874,0.00184976
0.00350343,0.00178903
0.00353846,0.00172706
0.00357385,0.00166697
0.00360958,0.00162194
0.00364568,0.00156083
0.00368214,0.00150789
0.00371896,0.00146043
0.00375615,0.00141551
0.00379371,0.00135837
0.00383165,0.00132285
0.00386996,0.0012822
0.00390866,0.00122675
0.00394775,0.00119471
0.00398723,0.00114974
0.0040271,0.00111571
0.00406737,0.0010798
0.00410804,0.00104275
0.00414912,0.00100931
0.00419062,0.000968457
0.00423252,0.000938285
0.00427485,0.000907447
0.0043176,0.000883647
0.00436077,0.000845531
0.00440438,0.000825371
0.00444842,0.000798445
0.00449291,0.000772762
0.00453784,0.000750918
0.00458321,0.000732938
0.00462905,0.000710918
0.00467534,0.000703206
0.00472209,0.000703062
0.00476931,0.000701331
