x,y,mass
0,0.92,0.0201125
0,0.93,0.0192777
0,0.94,0.0181508
0,0.95,0.0173624
0,0.96,0.0165309
0,0.97,0.0153201
0,0.98,0.0145525
0,0.99,0.0137253
0.01,0,0.0137095
0.01,0.01,0.0146693
0.01,0.02,0.0154924
0.01,0.03,0.0164045
0.01,0.04,0.0173094
0.01,0.05,0.0182156
0.01,0.06,0.0191871
0.01,0.07,0.0202087
0.01,0.08,0.0210872
0.01,0.09,0.022088
0.01,0.1,0.0230996
0.01,0.11,0.0237987
0.01,0.12,0.0248834
0.01,0.13,0.0252075
0.01,0.14,0.025567
0.01,0.15,0.0262764
0.01,0.16,0.0267079
0.01,0.17,0.0269572
0.01,0.18,0.0271157
0.01,0.19,0.0270402
0.01,0.2,0.0273519
0.01,0.21,0.0270945
0.01,0.22,0.0272866
0.01,0.23,0.0275111
0.01,0.24,0.02726
0.01,0.25,0.0276897
0.01,0.26,0.0275636
0.01,0.27,0.0274455
0.01,0.28,0.0275522
0.01,0.29,0.0275308
0.01,0.3,0.0273729
0.01,0.31,0.0275857
0.01,0.32,0.0277214
0.01,0.33,0.0274049
0.01,0.34,0.0272156
0.01,0.35,0.0273439
0.01,0.36,0.0275143
0.01,0.37,0.0273761
0.01,0.38,0.027478
0.01,0.39,0.0275471
0.01,0.4,0.0273322
0.01,0.41,0.0276245
0.01,0.42,0.0274068
0.01,0.43,0.0273419
0.01,0.44,0.0273852
0.01,0.45,0.0276604
0.01,0.46,0.0272998
0.01,0.47,0.0274096
0.01,0.48,0.0275065
0.01,0.49,0.0276394
0.01,0.5,0.0275561
0.01,0.51,0.0278062
0.01,0.52,0.0273806
0.01,0.53,0.027542
0.01,0.54,0.0274256
0.01,0.55,0.0274643
0.01,0.56,0.0272437
0.01,0.57,0.0276366
0.01,0.58,0.027705
0.01,0.59,0.0277378
0.01,0.6,0.0278672
0.01,0.61,0.027228
0.01,0.62,0.0276948
0.01,0.63,0.0275359
0.01,0.64,0.0273588
0.01,0.65,0.0274105
0.01,0.66,0.0273103
0.01,0.67,0.0276605
0.01,0.68,0.027388
0.01,0.69,0.0274857
0.01,0.7,0.0274477
0.01,0.71,0.0273926
0.01,0.72,0.0277779
0.01,0.73,0.0275351
0.01,0.74,0.0277344
0.01,0.75,0.0275767
0.01,0.76,0.0275274
0.01,0.77,0.0272366
0.01,0.78,0.0271241
0.01,0.79,0.0271026
0.01,0.8,0.0271515
0.01,0.81,0.0270645
0.01,0.82,0.0269158
0.01,0.83,0.0267197
0.01,0.84,0.0263816
0.01,0.85,0.0262114
0.01,0.86,0.0257431
0.01,0.87,0.024914
0.01,0.88,0.0249434
0.01,0.89,0.024273
0.01,0.9,0.0232437
0.01,0.91,0.0223083
0.01,0.92,0.0212675
0.01,0.93,0.0203655
0.01,0.94,0.0192187
0.01,0.95,0.0182294
0.01,0.96,0.0175174
0.01,0.97,0.0162228
0.01,0.98,0.0151982
0.01,0.99,0.0144261
0.02,0,0.014608
0.02,0.01,0.0153718
0.02,0.02,0.0164692
0.02,0.03,0.0173027
0.02,0.04,0.0183201
0.02,0.05,0.0192978
0.02,0.06,0.020335
0.02,0.07,0.0214293
0.02,0.08,0.022585
0.02,0.09,0.0233769
0.02,0.1,0.0247487
0.02,0.11,0.0253767
0.02,0.12,0.0265611
0.02,0.13,0.0267915
0.02,0.14,0.027062
0.02,0.15,0.0273748
0.02,0.16,0.0282251
0.02,0.17,0.0286822
0.02,0.18,0.0284987
0.02,0.19,0.028779
0.02,0.2,0.0289394
0.02,0.21,0.0290622
0.02,0.22,0.0290428
0.02,0.23,0.0291798
0.02,0.24,0.0291157
0.02,0.25,0.029063
0.02,0.26,0.0291452
0.02,0.27,0.0293718
0.02,0.28,0.0293283
0.02,0.29,0.028941
0.02,0.3,0.0291414
0.02,0.31,0.0288112
0.02,0.32,0.0291357
0.02,0.33,0.0292471
0.02,0.34,0.0292925
0.02,0.35,0.0289619
0.02,0.36,0.0291431
0.02,0.37,0.0291522
0.02,0.38,0.0292865
0.02,0.39,0.0290197
0.02,0.4,0.0293842
0.02,0.41,0.028978
0.02,0.42,0.029282
0.02,0.43,0.0291023
0.02,0.44,0.029201
0.02,0.45,0.0291904
0.02,0.46,0.0291174
0.02,0.47,0.0291013
0.02,0.48,0.029045
0.02,0.49,0.0291808
0.02,0.5,0.0292863
0.02,0.51,0.0292336
0.02,0.52,0.0291329
0.02,0.53,0.0293816
0.02,0.54,0.029379
0.02,0.55,0.0290741
0.02,0.56,0.029134
0.02,0.57,0.0292958
0.02,0.58,0.0293218
0.02,0.59,0.029255
0.02,0.6,0.0292879
0.02,0.61,0.0293007
0.02,0.62,0.0292596
0.02,0.63,0.0290216
0.02,0.64,0.0290874
0.02,0.65,0.0291979
0.02,0.66,0.0293198
0.02,0.67,0.0293932
0.02,0.68,0.0290678
0.02,0.69,0.0293242
0.02,0.7,0.0290481
0.02,0.71,0.0290663
0.02,0.72,0.0289875
0.02,0.73,0.0290964
0.02,0.74,0.0289609
0.02,0.75,0.0291307
0.02,0.76,0.0289788
0.02,0.77,0.0294111
0.02,0.78,0.029093
0.02,0.79,0.0291746
0.02,0.8,0.0290832
0.02,0.81,0.028529
0.02,0.82,0.028552
0.02,0.83,0.0285278
0.02,0.84,0.0281783
0.02,0.85,0.0278235
0.02,0.86,0.027348
0.02,0.87,0.0267725
0.02,0.88,0.0259893
0.02,0.89,0.0252283
0.02,0.9,0.0244732
0.02,0.91,0.0235784
0.02,0.92,0.0225635
0.02,0.93,0.0211375
0.02,0.94,0.0204912
0.02,0.95,0.0192365
0.02,0.96,0.01839
0.02,0.97,0.0171591
0.02,0.98,0.0159936
0.02,0.99,0.0155026
0.03,0,0.0156572
0.03,0.01,0.0162301
0.03,0.02,0.0170432
0.03,0.03,0.01831
0.03,0.04,0.0192423
0.03,0.05,0.020345
0.03,0.06,0.021499
0.03,0.07,0.0225257
0.03,0.08,0.0237174
0.03,0.09,0.0249614
0.03,0.1,0.0258902
0.03,0.11,0.0266556
0.03,0.12,0.0275154
0.03,0.13,0.0285103
0.03,0.14,0.0285976
0.03,0.15,0.0294724
0.03,0.16,0.0295776
0.03,0.17,0.0299248
0.03,0.18,0.0304123
0.03,0.19,0.0306028
0.03,0.2,0.0305231
0.03,0.21,0.0310393
0.03,0.22,0.0310061
0.03,0.23,0.0309118
0.03,0.24,0.0312044
0.03,0.25,0.0312034
0.03,0.26,0.0309159
0.03,0.27,0.0307147
0.03,0.28,0.0311057
0.03,0.29,0.030867
0.03,0.3,0.0310192
0.03,0.31,0.0309747
0.03,0.32,0.0307863
0.03,0.33,0.0311812
0.03,0.34,0.0310649
0.03,0.35,0.0312036
0.03,0.36,0.0309626
0.03,0.37,0.0309465
0.03,0.38,0.0310102
0.03,0.39,0.0312849
0.03,0.4,0.0313154
0.03,0.41,0.0310002
0.03,0.42,0.0311626
0.03,0.43,0.0308562
0.03,0.44,0.0310254
0.03,0.45,0.0309329
0.03,0.46,0.0309534
0.03,0.47,0.0309277
0.03,0.48,0.0309996
0.03,0.49,0.0309731
0.03,0.5,0.0307649
0.03,0.51,0.0308459
0.03,0.52,0.0311823
0.03,0.53,0.030773
0.03,0.54,0.0308935
0.03,0.55,0.0309133
0.03,0.56,0.0311701
0.03,0.57,0.0309731
0.03,0.58,0.0312564
0.03,0.59,0.0310944
0.03,0.6,0.0308226
0.03,0.61,0.0314276
0.03,0.62,0.0308903
0.03,0.63,0.0311548
0.03,0.64,0.0308369
0.03,0.65,0.0310985
0.03,0.66,0.0310024
0.03,0.67,0.0310923
0.03,0.68,0.0312228
0.03,0.69,0.0307663
0.03,0.7,0.0311346
0.03,0.71,0.0309128
0.03,0.72,0.0307416
0.03,0.73,0.030803
0.03,0.74,0.0308876
0.03,0.75,0.0307395
0.03,0.76,0.0308102
0.03,0.77,0.031025
0.03,0.78,0.0308011
0.03,0.79,0.0306756
0.03,0.8,0.0305975
0.03,0.81,0.0306046
0.03,0.82,0.0301967
0.03,0.83,0.030004
0.03,0.84,0.02957
0.03,0.85,0.0293356
0.03,0.86,0.0288529
0.03,0.87,0.0285219
0.03,0.88,0.0275485
0.03,0.89,0.0267003
0.03,0.9,0.0259797
0.03,0.91,0.0250491
0.03,0.92,0.0237823
0.03,0.93,0.0227419
0.03,0.94,0.0215604
0.03,0.95,0.0205008
0.03,0.96,0.0193834
0.03,0.97,0.0181938
0.03,0.98,0.0174597
0.03,0.99,0.0161099
0.04,0,0.0165515
0.04,0.01,0.017506
0.04,0.02,0.018331
0.04,0.03,0.0191186
0.04,0.04,0.020398
0.04,0.05,0.0215727
0.04,0.06,0.0228342
0.04,0.07,0.0238237
0.04,0.08,0.0252549
0.04,0.09,0.0261003
0.04,0.1,0.0274017
0.04,0.11,0.0281274
0.04,0.12,0.0295067
0.04,0.13,0.030064
0.04,0.14,0.0306577
0.04,0.15,0.0311179
0.04,0.16,0.0315136
0.04,0.17,0.0318791
0.04,0.18,0.0319985
0.04,0.19,0.0323811
0.04,0.2,0.0323932
0.04,0.21,0.0326434
0.04,0.22,0.0327397
0.04,0.23,0.0330167
0.04,0.24,0.0327302
0.04,0.25,0.0329297
0.04,0.26,0.0328262
0.04,0.27,0.0324875
0.04,0.28,0.0329243
0.04,0.29,0.032945
0.04,0.3,0.0327667
0.04,0.31,0.0327335
0.04,0.32,0.0327279
0.04,0.33,0.0328158
0.04,0.34,0.0327798
0.04,0.35,0.0330772
0.04,0.36,0.0328369
0.04,0.37,0.0328588
0.04,0.38,0.0325676
0.04,0.39,0.0327077
0.04,0.4,0.0327573
0.04,0.41,0.0327467
0.04,0.42,0.032922
0.04,0.43,0.0328259
0.04,0.44,0.0327298
0.04,0.45,0.0328597
0.04,0.46,0.0327662
0.04,0.47,0.0328049
0.04,0.48,0.0329485
0.04,0.49,0.0329647
0.04,0.5,0.0329406
0.04,0.51,0.0326609
0.04,0.52,0.0331011
0.04,0.53,0.0330409
0.04,0.54,0.0328376
0.04,0.55,0.032519
0.04,0.56,0.0328908
0.04,0.57,0.032779
0.04,0.58,0.0330005
0.04,0.59,0.032821
0.04,0.6,0.0328493
0.04,0.61,0.0329009
0.04,0.62,0.0326991
0.04,0.63,0.0329406
0.04,0.64,0.0328462
0.04,0.65,0.0328619
0.04,0.66,0.0328607
0.04,0.67,0.0326596
0.04,0.68,0.0333418
0.04,0.69,0.032484
0.04,0.7,0.032782
0.04,0.71,0.0325869
0.04,0.72,0.0329314
0.04,0.73,0.0325679
0.04,0.74,0.0327983
0.04,0.75,0.0325493
0.04,0.76,0.0326404
0.04,0.77,0.032539
0.04,0.78,0.0326147
0.04,0.79,0.0327873
0.04,0.8,0.0327214
0.04,0.81,0.032564
0.04,0.82,0.032124
0.04,0.83,0.0317251
0.04,0.84,0.0320142
0.04,0.85,0.0310999
0.04,0.86,0.0304611
0.04,0.87,0.0296534
0.04,0.88,0.0294753
0.04,0.89,0.0281291
0.04,0.9,0.0272775
0.04,0.91,0.0260504
0.04,0.92,0.0248036
0.04,0.93,0.0239365
0.04,0.94,0.0228495
0.04,0.95,0.0214961
0.04,0.96,0.020372
0.04,0.97,0.0193597
0.04,0.98,0.0180572
0.04,0.99,0.0173139
0.05,0,0.0174382
0.05,0.01,0.0180709
0.05,0.02,0.0195122
0.05,0.03,0.0206003
0.05,0.04,0.0212958
0.05,0.05,0.0228936
0.05,0.06,0.0242335
0.05,0.07,0.0255078
0.05,0.08,0.0265807
0.05,0.09,0.0278017
0.05,0.1,0.0290951
0.05,0.11,0.0298261
0.05,0.12,0.0312282
0.05,0.13,0.0316314
0.05,0.14,0.032255
0.05,0.15,0.0328218
0.05,0.16,0.0335577
0.05,0.17,0.0338196
0.05,0.18,0.0339715
0.05,0.19,0.0341055
0.05,0.2,0.0344522
0.05,0.21,0.0346857
0.05,0.22,0.0342627
0.05,0.23,0.0347625
0.05,0.24,0.0347566
0.05,0.25,0.0346307
0.05,0.26,0.0348582
0.05,0.27,0.0345264
0.05,0.28,0.0347868
0.05,0.29,0.0344542
0.05,0.3,0.0345263
0.05,0.31,0.0345871
0.05,0.32,0.0346078
0.05,0.33,0.034744
0.05,0.34,0.0347503
0.05,0.35,0.0346823
0.05,0.36,0.0347853
0.05,0.37,0.0347837
0.05,0.38,0.0346806
0.05,0.39,0.0345111
0.05,0.4,0.0346471
0.05,0.41,0.0348787
0.05,0.42,0.034567
0.05,0.43,0.0346316
0.05,0.44,0.0345517
0.05,0.45,0.0347697
0.05,0.46,0.0348843
0.05,0.47,0.0346929
0.05,0.48,0.034328
0.05,0.49,0.0348274
0.05,0.5,0.0347887
0.05,0.51,0.0349072
0.05,0.52,0.0347123
0.05,0.53,0.0351131
0.05,0.54,0.0347889
0.05,0.55,0.0346549
0.05,0.56,0.0348294
0.05,0.57,0.0345484
0.05,0.58,0.0347304
0.05,0.59,0.0347894
0.05,0.6,0.0345094
0.05,0.61,0.0346622
0.05,0.62,0.0346619
0.05,0.63,0.0346549
0.05,0.64,0.0345538
0.05,0.65,0.0348315
0.05,0.66,0.0344147
0.05,0.67,0.0346006
0.05,0.68,0.0348176
0.05,0.69,0.0346691
0.05,0.7,0.0348656
0.05,0.71,0.0348373
0.05,0.72,0.034563
0.05,0.73,0.0346105
0.05,0.74,0.0345934
0.05,0.75,0.034751
0.05,0.76,0.0344964
0.05,0.77,0.0347162
0.05,0.78,0.0346144
0.05,0.79,0.0348506
0.05,0.8,0.0343854
0.05,0.81,0.0341898
0.05,0.82,0.0339677
0.05,0.83,0.033914
0.05,0.84,0.0333861
0.05,0.85,0.0328451
0.05,0.86,0.0325092
0.05,0.87,0.0319245
0.05,0.88,0.0306852
0.05,0.89,0.0299272
0.05,0.9,0.029051
0.05,0.91,0.0278291
0.05,0.92,0.0264276
0.05,0.93,0.0250858
0.05,0.94,0.0241391
0.05,0.95,0.0227474
0.05,0.96,0.0216268
0.05,0.97,0.020349
0.05,0.98,0.0194025
0.05,0.99,0.0182102
0.06,0,0.0180638
0.06,0.01,0.0190822
0.06,0.02,0.0205847
0.06,0.03,0.0216895
0.06,0.04,0.022858
0.06,0.05,0.0240142
0.06,0.06,0.0250372
0.06,0.07,0.0264643
0.06,0.08,0.0280619
0.06,0.09,0.0292821
0.06,0.1,0.0304262
0.06,0.11,0.0314058
0.06,0.12,0.0326233
0.06,0.13,0.0331827
0.06,0.14,0.0343265
0.06,0.15,0.0344451
0.06,0.16,0.035251
0.06,0.17,0.0353461
0.06,0.18,0.0357858
0.06,0.19,0.0361811
0.06,0.2,0.0363538
0.06,0.21,0.036352
0.06,0.22,0.0365157
0.06,0.23,0.0363215
0.06,0.24,0.0364301
0.06,0.25,0.0366139
0.06,0.26,0.0366345
0.06,0.27,0.0366686
0.06,0.28,0.0363378
0.06,0.29,0.0365676
0.06,0.3,0.0367523
0.06,0.31,0.0364297
0.06,0.32,0.0367077
0.06,0.33,0.0364566
0.06,0.34,0.0367397
0.06,0.35,0.0369451
0.06,0.36,0.0367504
0.06,0.37,0.0365336
0.06,0.38,0.0367498
0.06,0.39,0.0370077
0.06,0.4,0.0362906
0.06,0.41,0.0369174
0.06,0.42,0.036602
0.06,0.43,0.0368335
0.06,0.44,0.0368507
0.06,0.45,0.0364186
0.06,0.46,0.0369196
0.06,0.47,0.0367913
0.06,0.48,0.0363586
0.06,0.49,0.0362818
0.06,0.5,0.0366618
0.06,0.51,0.0366434
0.06,0.52,0.0365412
0.06,0.53,0.0366631
0.06,0.54,0.0367301
0.06,0.55,0.0365235
0.06,0.56,0.0365409
0.06,0.57,0.0366429
0.06,0.58,0.0368553
0.06,0.59,0.036689
0.06,0.6,0.0365944
0.06,0.61,0.0364183
0.06,0.62,0.036512
0.06,0.63,0.0365268
0.06,0.64,0.0364448
0.06,0.65,0.0367284
0.06,0.66,0.0366489
0.06,0.67,0.0364164
0.06,0.68,0.0371083
0.06,0.69,0.0364164
0.06,0.7,0.0370262
0.06,0.71,0.0365236
0.06,0.72,0.0366938
0.06,0.73,0.0364003
0.06,0.74,0.0365841
0.06,0.75,0.0365827
0.06,0.76,0.0364394
0.06,0.77,0.0365482
0.06,0.78,0.0362723
0.06,0.79,0.0363054
0.06,0.8,0.0362466
0.06,0.81,0.0358259
0.06,0.82,0.0357579
0.06,0.83,0.0353952
0.06,0.84,0.0352334
0.06,0.85,0.0348219
0.06,0.86,0.0342122
0.06,0.87,0.0331834
0.06,0.88,0.0323983
0.06,0.89,0.0315813
0.06,0.9,0.0306289
0.06,0.91,0.0292239
0.06,0.92,0.0279874
0.06,0.93,0.0267136
0.06,0.94,0.0254703
0.06,0.95,0.0238702
0.06,0.96,0.022476
0.06,0.97,0.0215591
0.06,0.98,0.0203096
0.06,0.99,0.019427
0.07,0,0.0193204
0.07,0.01,0.0202945
0.07,0.02,0.0213287
0.07,0.03,0.0225962
0.07,0.04,0.023965
0.07,0.05,0.0252551
0.07,0.06,0.0265206
0.07,0.07,0.0279467
0.07,0.08,0.0298077
0.07,0.09,0.030901
0.07,0.1,0.032145
0.07,0.11,0.0329212
0.07,0.12,0.0339774
0.07,0.13,0.0352131
0.07,0.14,0.0354275
0.07,0.15,0.0367854
0.07,0.16,0.0369037
0.07,0.17,0.0373112
0.07,0.18,0.0378889
0.07,0.19,0.03765
0.07,0.2,0.0381603
0.07,0.21,0.0381411
0.07,0.22,0.038335
0.07,0.23,0.0383094
0.07,0.24,0.0383409
0.07,0.25,0.0384327
0.07,0.26,0.0387426
0.07,0.27,0.0386575
0.07,0.28,0.0384331
0.07,0.29,0.0386492
0.07,0.3,0.0387151
0.07,0.31,0.0384628
0.07,0.32,0.0382888
0.07,0.33,0.0385938
0.07,0.34,0.0384482
0.07,0.35,0.0385842
0.07,0.36,0.0381437
0.07,0.37,0.0383996
0.07,0.38,0.0387346
0.07,0.39,0.0385626
0.07,0.4,0.038429
0.07,0.41,0.0386749
0.07,0.42,0.0386739
0.07,0.43,0.0386935
0.07,0.44,0.0383269
0.07,0.45,0.038588
0.07,0.46,0.0384337
0.07,0.47,0.0386494
0.07,0.48,0.0384555
0.07,0.49,0.0383898
0.07,0.5,0.0384705
0.07,0.51,0.0383142
0.07,0.52,0.0384416
0.07,0.53,0.0383988
0.07,0.54,0.0387486
0.07,0.55,0.0382406
0.07,0.56,0.0382222
0.07,0.57,0.0384507
0.07,0.58,0.038429
0.07,0.59,0.0383766
0.07,0.6,0.038641
0.07,0.61,0.0385335
0.07,0.62,0.0386657
0.07,0.63,0.0384041
0.07,0.64,0.0385897
0.07,0.65,0.0386421
0.07,0.66,0.0384205
0.07,0.67,0.0387665
0.07,0.68,0.0381816
0.07,0.69,0.0386326
0.07,0.7,0.0386256
0.07,0.71,0.038151
0.07,0.72,0.038362
0.07,0.73,0.038252
0.07,0.74,0.038502
0.07,0.75,0.0385606
0.07,0.76,0.0384387
0.07,0.77,0.038648
0.07,0.78,0.0384396
0.07,0.79,0.0380505
0.07,0.8,0.0381006
0.07,0.81,0.03823
0.07,0.82,0.037863
0.07,0.83,0.0376535
0.07,0.84,0.0371516
0.07,0.85,0.0369426
0.07,0.86,0.0360904
0.07,0.87,0.0350794
0.07,0.88,0.0339638
0.07,0.89,0.0331227
0.07,0.9,0.0323728
0.07,0.91,0.0311399
0.07,0.92,0.0294332
0.07,0.93,0.0280222
0.07,0.94,0.0269001
0.07,0.95,0.0252929
0.07,0.96,0.0239519
0.07,0.97,0.0225918
0.07,0.98,0.0214517
0.07,0.99,0.0204142
0.08,0,0.0202245
0.08,0.01,0.0212193
0.08,0.02,0.0225065
0.08,0.03,0.0236776
0.08,0.04,0.0249213
0.08,0.05,0.0265709
0.08,0.06,0.0276194
0.08,0.07,0.0294837
0.08,0.08,0.0307677
0.08,0.09,0.0324698
0.08,0.1,0.0337242
0.08,0.11,0.0350559
0.08,0.12,0.0359752
0.08,0.13,0.0367426
0.08,0.14,0.0373874
0.08,0.15,0.0384286
0.08,0.16,0.038409
0.08,0.17,0.039061
0.08,0.18,0.0393543
0.08,0.19,0.0396248
0.08,0.2,0.0401089
0.08,0.21,0.0401967
0.08,0.22,0.0404534
0.08,0.23,0.0402894
0.08,0.24,0.0401055
0.08,0.25,0.0404761
0.08,0.26,0.0405767
0.08,0.27,0.0402264
0.08,0.28,0.0403852
0.08,0.29,0.0401674
0.08,0.3,0.040306
0.08,0.31,0.0401881
0.08,0.32,0.0400735
0.08,0.33,0.040078
0.08,0.34,0.0398383
0.08,0.35,0.040066
0.08,0.36,0.0403111
0.08,0.37,0.0402025
0.08,0.38,0.0404939
0.08,0.39,0.0404579
0.08,0.4,0.0403405
0.08,0.41,0.0403541
0.08,0.42,0.0405101
0.08,0.43,0.0403335
0.08,0.44,0.0404141
0.08,0.45,0.0401411
0.08,0.46,0.0399151
0.08,0.47,0.0404138
0.08,0.48,0.0403713
0.08,0.49,0.0407277
0.08,0.5,0.0405211
0.08,0.51,0.0401125
0.08,0.52,0.0405069
0.08,0.53,0.040055
0.08,0.54,0.040426
0.08,0.55,0.0403663
0.08,0.56,0.0402179
0.08,0.57,0.0401733
0.08,0.58,0.0404203
0.08,0.59,0.0404162
0.08,0.6,0.0403305
0.08,0.61,0.0402792
0.08,0.62,0.0401308
0.08,0.63,0.0402328
0.08,0.64,0.0404635
0.08,0.65,0.0402125
0.08,0.66,0.0402183
0.08,0.67,0.0402242
0.08,0.68,0.0403706
0.08,0.69,0.0400249
0.08,0.7,0.0403763
0.08,0.71,0.0403394
0.08,0.72,0.0404914
0.08,0.73,0.0403108
0.08,0.74,0.0401338
0.08,0.75,0.0402288
0.08,0.76,0.0404375
0.08,0.77,0.040243
0.08,0.78,0.0400054
0.08,0.79,0.0398257
0.08,0.8,0.0395896
0.08,0.81,0.0401364
0.08,0.82,0.0393011
0.08,0.83,0.0390558
0.08,0.84,0.0388314
0.08,0.85,0.038128
0.08,0.86,0.0379441
0.08,0.87,0.037083
0.08,0.88,0.0357592
0.08,0.89,0.0351443
0.08,0.9,0.0336971
0.08,0.91,0.0321503
0.08,0.92,0.0307131
0.08,0.93,0.0295352
0.08,0.94,0.0279227
0.08,0.95,0.0265391
0.08,0.96,0.0250596
0.08,0.97,0.0240564
0.08,0.98,0.0226628
0.08,0.99,0.0212863
0.09,0,0.020906
0.09,0.01,0.022218
0.09,0.02,0.0234251
0.09,0.03,0.0248089
0.09,0.04,0.0262494
0.09,0.05,0.0278809
0.09,0.06,0.0295077
0.09,0.07,0.0307559
0.09,0.08,0.0324409
0.09,0.09,0.0336347
0.09,0.1,0.035137
0.09,0.11,0.0365802
0.09,0.12,0.0375312
0.09,0.13,0.0384353
0.09,0.14,0.0393525
0.09,0.15,0.0398827
0.09,0.16,0.0404404
0.09,0.17,0.0411945
0.09,0.18,0.0411987
0.09,0.19,0.0416048
0.09,0.2,0.0419644
0.09,0.21,0.0417088
0.09,0.22,0.0417878
0.09,0.23,0.0416337
0.09,0.24,0.0419757
0.09,0.25,0.0416464
0.09,0.26,0.0420816
0.09,0.27,0.0417688
0.09,0.28,0.0422435
0.09,0.29,0.0421469
0.09,0.3,0.0419389
0.09,0.31,0.0424075
0.09,0.32,0.0418809
0.09,0.33,0.0422638
0.09,0.34,0.0423401
0.09,0.35,0.0420571
0.09,0.36,0.0423488
0.09,0.37,0.0421536
0.09,0.38,0.0420623
0.09,0.39,0.0419816
0.09,0.4,0.041881
0.09,0.41,0.0421165
0.09,0.42,0.042599
0.09,0.43,0.0420488
0.09,0.44,0.04179
0.09,0.45,0.0419334
0.09,0.46,0.0418971
0.09,0.47,0.0417793
0.09,0.48,0.042384
0.09,0.49,0.0421241
0.09,0.5,0.0418462
0.09,0.51,0.0419376
0.09,0.52,0.0423418
0.09,0.53,0.0422599
0.09,0.54,0.0420943
0.09,0.55,0.0419459
0.09,0.56,0.0420952
0.09,0.57,0.0417207
0.09,0.58,0.0417653
0.09,0.59,0.0422105
0.09,0.6,0.0417944
0.09,0.61,0.0419132
0.09,0.62,0.0421319
0.09,0.63,0.041848
0.09,0.64,0.041969
0.09,0.65,0.0418807
0.09,0.66,0.0422497
0.09,0.67,0.0421567
0.09,0.68,0.0420264
0.09,0.69,0.0415853
0.09,0.7,0.0422059
0.09,0.71,0.0423052
0.09,0.72,0.0421182
0.09,0.73,0.0415915
0.09,0.74,0.0420729
0.09,0.75,0.0417338
0.09,0.76,0.0421693
0.09,0.77,0.0419794
0.09,0.78,0.0416858
0.09,0.79,0.0419682
0.09,0.8,0.0414381
0.09,0.81,0.0416345
0.09,0.82,0.041095
0.09,0.83,0.0408723
0.09,0.84,0.0398908
0.09,0.85,0.0398439
0.09,0.86,0.0392427
0.09,0.87,0.0385073
0.09,0.88,0.0378815
0.09,0.89,0.0362607
0.09,0.9,0.0351114
0.09,0.91,0.0339541
0.09,0.92,0.0322301
0.09,0.93,0.0309222
0.09,0.94,0.0292294
0.09,0.95,0.027668
0.09,0.96,0.0262295
0.09,0.97,0.0250251
0.09,0.98,0.0233329
0.09,0.99,0.0224401
0.1,0,0.0217585
0.1,0.01,0.0229088
0.1,0.02,0.0243955
0.1,0.03,0.0256157
0.1,0.04,0.0271807
0.1,0.05,0.0287595
0.1,0.06,0.0302627
0.1,0.07,0.032231
0.1,0.08,0.0338583
0.1,0.09,0.0354218
0.1,0.1,0.0364363
0.1,0.11,0.0378629
0.1,0.12,0.0387078
0.1,0.13,0.0401356
0.1,0.14,0.0410055
0.1,0.15,0.0413123
0.1,0.16,0.0419469
0.1,0.17,0.042323
0.1,0.18,0.0427982
0.1,0.19,0.0428054
0.1,0.2,0.043378
0.1,0.21,0.0433242
0.1,0.22,0.0432923
