r,theta,mass
0.02,0,0.394083
0.02,0.01,0.394005
0.02,0.02,0.394052
0.02,0.03,0.394157
0.02,0.04,0.396291
0.02,0.05,0.394452
0.02,0.06,0.396932
0.02,0.07,0.393039
0.02,0.08,0.394941
0.02,0.09,0.394525
0.02,0.1,0.39463
0.02,0.11,0.393044
0.02,0.12,0.395007
0.02,0.13,0.399292
0.02,0.14,0.39495
0.02,0.15,0.398563
0.02,0.16,0.394159
0.02,0.17,0.390628
0.02,0.18,0.397483
0.02,0.19,0.394612
0.02,0.2,0.392903
0.02,0.21,0.394149
0.02,0.22,0.397628
0.02,0.23,0.396998
0.02,0.24,0.396681
0.02,0.25,0.395255
0.02,0.26,0.394275
0.02,0.27,0.396857
0.02,0.28,0.393499
0.02,0.29,0.394028
0.02,0.3,0.392612
0.02,0.31,0.393705
0.02,0.32,0.393897
0.02,0.33,0.400753
0.02,0.34,0.396637
0.02,0.35,0.394598
0.02,0.36,0.393321
0.02,0.37,0.395597
0.02,0.38,0.397867
0.02,0.39,0.395198
0.02,0.4,0.397797
0.02,0.41,0.395514
0.02,0.42,0.396273
0.02,0.43,0.393948
0.02,0.44,0.394334
0.02,0.45,0.394513
0.02,0.46,0.397662
0.02,0.47,0.396023
0.02,0.48,0.396063
0.02,0.49,0.396506
0.02,0.5,0.393263
0.02,0.51,0.3934
0.02,0.52,0.397815
0.02,0.53,0.394986
0.02,0.54,0.395515
0.02,0.55,0.394289
0.02,0.56,0.391797
0.02,0.57,0.396968
0.02,0.58,0.39565
0.02,0.59,0.394894
0.02,0.6,0.393544
0.02,0.61,0.395941
0.02,0.62,0.398269
0.02,0.63,0.395174
0.02,0.64,0.389567
0.02,0.65,0.398414
0.02,0.66,0.39363
0.02,0.67,0.392101
0.02,0.68,0.395963
0.02,0.69,0.394695
0.02,0.7,0.390604
0.02,0.71,0.394306
0.02,0.72,0.394911
0.02,0.73,0.394335
0.02,0.74,0.392454
0.02,0.75,0.397257
0.02,0.76,0.391607
0.02,0.77,0.395473
0.02,0.78,0.391975
0.03,0,0.40068
0.03,0.01,0.402298
0.03,0.02,0.399476
0.03,0.03,0.40175
0.03,0.04,0.399963
0.03,0.05,0.401414
0.03,0.06,0.404044
0.03,0.07,0.398561
0.03,0.08,0.400788
0.03,0.09,0.401585
0.03,0.1,0.402961
0.03,0.11,0.399747
0.03,0.12,0.402388
0.03,0.13,0.4016
0.03,0.14,0.39871
0.03,0.15,0.398681
0.03,0.16,0.400632
0.03,0.17,0.399241
0.03,0.18,0.400661
0.03,0.19,0.400232
0.03,0.2,0.396799
0.03,0.21,0.402235
0.03,0.22,0.405188
0.03,0.23,0.400024
0.03,0.24,0.399839
0.03,0.25,0.402375
0.03,0.26,0.400453
0.03,0.27,0.398416
0.03,0.28,0.402609
0.03,0.29,0.399632
0.03,0.3,0.400424
0.03,0.31,0.399992
0.03,0.32,0.400571
0.03,0.33,0.400246
0.03,0.34,0.401146
0.03,0.35,0.403666
0.03,0.36,0.40434
0.03,0.37,0.397949
0.03,0.38,0.401915
0.03,0.39,0.401742
0.03,0.4,0.404614
0.03,0.41,0.404689
0.03,0.42,0.405854
0.03,0.43,0.403719
0.03,0.44,0.405808
0.03,0.45,0.397114
0.03,0.46,0.399428
0.03,0.47,0.401627
0.03,0.48,0.397746
0.03,0.49,0.402025
0.03,0.5,0.40307
0.03,0.51,0.400419
0.03,0.52,0.39879
0.03,0.53,0.401601
0.03,0.54,0.398914
0.03,0.55,0.403615
0.03,0.56,0.398068
0.03,0.57,0.400308
0.03,0.58,0.398442
0.03,0.59,0.402761
0.03,0.6,0.400367
0.03,0.61,0.404104
0.03,0.62,0.400011
0.03,0.63,0.404177
0.03,0.64,0.405028
0.03,0.65,0.399637
0.03,0.66,0.400157
0.03,0.67,0.398642
0.03,0.68,0.399429
0.03,0.69,0.39897
0.03,0.7,0.40003
0.03,0.71,0.401179
0.03,0.72,0.403175
0.03,0.73,0.402906
0.03,0.74,0.399454
0.03,0.75,0.399806
0.03,0.76,0.399497
0.03,0.77,0.400078
0.03,0.78,0.399762
0.04,0,0.403178
0.04,0.01,0.405358
0.04,0.02,0.404761
0.04,0.03,0.403644
0.04,0.04,0.404355
0.04,0.05,0.407693
0.04,0.06,0.40618
0.04,0.07,0.403635
0.04,0.08,0.403168
0.04,0.09,0.406352
0.04,0.1,0.409724
0.04,0.11,0.405792
0.04,0.12,0.410066
0.04,0.13,0.407057
0.04,0.14,0.406359
0.04,0.15,0.406532
0.04,0.16,0.404633
0.04,0.17,0.405467
0.04,0.18,0.406155
0.04,0.19,0.406263
0.04,0.2,0.410548
0.04,0.21,0.408379
0.04,0.22,0.406179
0.04,0.23,0.405169
0.04,0.24,0.407603
0.04,0.25,0.407148
0.04,0.26,0.405938
0.04,0.27,0.407471
0.04,0.28,0.405378
0.04,0.29,0.406248
0.04,0.3,0.407859
0.04,0.31,0.408036
0.04,0.32,0.407699
0.04,0.33,0.404094
0.04,0.34,0.404622
0.04,0.35,0.408928
0.04,0.36,0.403096
0.04,0.37,0.407039
0.04,0.38,0.408012
0.04,0.39,0.408282
0.04,0.4,0.406298
0.04,0.41,0.407145
0.04,0.42,0.407565
0.04,0.43,0.404277
0.04,0.44,0.408679
0.04,0.45,0.406042
0.04,0.46,0.405587
0.04,0.47,0.403554
0.04,0.48,0.405739
0.04,0.49,0.40548
0.04,0.5,0.40659
0.04,0.51,0.405768
0.04,0.52,0.405688
0.04,0.53,0.402217
0.04,0.54,0.406464
0.04,0.55,0.403844
0.04,0.56,0.404027
0.04,0.57,0.402808
0.04,0.58,0.407523
0.04,0.59,0.406429
0.04,0.6,0.405517
0.04,0.61,0.406017
0.04,0.62,0.401784
0.04,0.63,0.406898
0.04,0.64,0.407534
0.04,0.65,0.405325
0.04,0.66,0.406553
0.04,0.67,0.406045
0.04,0.68,0.403113
0.04,0.69,0.402479
0.04,0.7,0.404693
0.04,0.71,0.406846
0.04,0.72,0.407739
0.04,0.73,0.404782
0.04,0.74,0.405195
0.04,0.75,0.406327
0.04,0.76,0.405202
0.04,0.77,0.403077
0.04,0.78,0.40648
0.05,0,0.410632
0.05,0.01,0.408753
0.05,0.02,0.406501
0.05,0.03,0.411734
0.05,0.04,0.41242
0.05,0.05,0.411601
0.05,0.06,0.412476
0.05,0.07,0.409106
0.05,0.08,0.410343
0.05,0.09,0.406887
0.05,0.1,0.411527
0.05,0.11,0.412067
0.05,0.12,0.413956
0.05,0.13,0.411567
0.05,0.14,0.409603
0.05,0.15,0.410918
0.05,0.16,0.410755
0.05,0.17,0.409254
0.05,0.18,0.414627
0.05,0.19,0.410861
0.05,0.2,0.410425
0.05,0.21,0.409344
0.05,0.22,0.411134
0.05,0.23,0.41063
0.05,0.24,0.409744
0.05,0.25,0.412785
0.05,0.26,0.409378
0.05,0.27,0.412543
0.05,0.28,0.411078
0.05,0.29,0.409777
0.05,0.3,0.41293
0.05,0.31,0.409659
0.05,0.32,0.411782
0.05,0.33,0.413181
0.05,0.34,0.409767
0.05,0.35,0.413128
0.05,0.36,0.410578
0.05,0.37,0.409397
0.05,0.38,0.410571
0.05,0.39,0.409594
0.05,0.4,0.413155
0.05,0.41,0.41295
0.05,0.42,0.413383
0.05,0.43,0.41505
0.05,0.44,0.414542
0.05,0.45,0.412622
0.05,0.46,0.415669
0.05,0.47,0.414917
0.05,0.48,0.412619
0.05,0.49,0.412401
0.05,0.5,0.409872
0.05,0.51,0.412507
0.05,0.52,0.409947
0.05,0.53,0.412607
0.05,0.54,0.408283
0.05,0.55,0.412388
0.05,0.56,0.41476
0.05,0.57,0.414282
0.05,0.58,0.414277
0.05,0.59,0.410437
0.05,0.6,0.413458
0.05,0.61,0.409881
0.05,0.62,0.408873
0.05,0.63,0.411635
0.05,0.64,0.41312
0.05,0.65,0.410472
0.05,0.66,0.412011
0.05,0.67,0.412752
0.05,0.68,0.413945
0.05,0.69,0.408971
0.05,0.7,0.411955
0.05,0.71,0.41191
0.05,0.72,0.408071
0.05,0.73,0.410787
0.05,0.74,0.414613
0.05,0.75,0.415106
0.05,0.76,0.408586
0.05,0.77,0.409008
0.05,0.78,0.406961
0.06,0,0.41576
0.06,0.01,0.416715
0.06,0.02,0.417219
0.06,0.03,0.420332
0.06,0.04,0.417226
0.06,0.05,0.414725
0.06,0.06,0.416949
0.06,0.07,0.412756
0.06,0.08,0.416859
0.06,0.09,0.41675
0.06,0.1,0.415596
0.06,0.11,0.414098
0.06,0.12,0.415524
0.06,0.13,0.418724
0.06,0.14,0.417379
0.06,0.15,0.417085
0.06,0.16,0.420663
0.06,0.17,0.416409
0.06,0.18,0.418517
0.06,0.19,0.414279
0.06,0.2,0.417294
0.06,0.21,0.416389
0.06,0.22,0.415614
0.06,0.23,0.416188
0.06,0.24,0.416944
0.06,0.25,0.418489
0.06,0.26,0.415705
0.06,0.27,0.416585
0.06,0.28,0.417529
0.06,0.29,0.416737
0.06,0.3,0.419757
0.06,0.31,0.417122
0.06,0.32,0.418066
0.06,0.33,0.417765
0.06,0.34,0.415015
0.06,0.35,0.417845
0.06,0.36,0.413056
0.06,0.37,0.415235
0.06,0.38,0.418882
0.06,0.39,0.417114
0.06,0.4,0.414899
0.06,0.41,0.415284
0.06,0.42,0.416069
0.06,0.43,0.41878
0.06,0.44,0.415351
0.06,0.45,0.418128
0.06,0.46,0.417613
0.06,0.47,0.416646
0.06,0.48,0.418655
0.06,0.49,0.419317
0.06,0.5,0.41697
0.06,0.51,0.416606
0.06,0.52,0.418222
0.06,0.53,0.419549
0.06,0.54,0.418448
0.06,0.55,0.417431
0.06,0.56,0.421792
0.06,0.57,0.419095
0.06,0.58,0.415094
0.06,0.59,0.414735
0.06,0.6,0.41716
0.06,0.61,0.418096
0.06,0.62,0.416575
0.06,0.63,0.415656
0.06,0.64,0.416308
0.06,0.65,0.41629
0.06,0.66,0.416309
0.06,0.67,0.415276
0.06,0.68,0.418102
0.06,0.69,0.417188
0.06,0.7,0.412937
0.06,0.71,0.416024
0.06,0.72,0.419968
0.06,0.73,0.418147
0.06,0.74,0.419197
0.06,0.75,0.411704
0.06,0.76,0.419847
0.06,0.77,0.414559
0.06,0.78,0.416642
0.07,0,0.419573
0.07,0.01,0.418518
0.07,0.02,0.421709
0.07,0.03,0.420424
0.07,0.04,0.422728
0.07,0.05,0.421921
0.07,0.06,0.421122
0.07,0.07,0.423986
0.07,0.08,0.422626
0.07,0.09,0.4217
0.07,0.1,0.422952
0.07,0.11,0.420892
0.07,0.12,0.424491
0.07,0.13,0.419797
0.07,0.14,0.419318
0.07,0.15,0.419125
0.07,0.16,0.420283
0.07,0.17,0.419523
0.07,0.18,0.418692
0.07,0.19,0.422208
0.07,0.2,0.419916
0.07,0.21,0.421264
0.07,0.22,0.421511
0.07,0.23,0.42175
0.07,0.24,0.424374
0.07,0.25,0.424423
0.07,0.26,0.421941
0.07,0.27,0.42338
0.07,0.28,0.420854
0.07,0.29,0.424329
0.07,0.3,0.423747
0.07,0.31,0.422016
0.07,0.32,0.421902
0.07,0.33,0.425196
0.07,0.34,0.423204
0.07,0.35,0.422904
0.07,0.36,0.422657
0.07,0.37,0.421621
0.07,0.38,0.423345
0.07,0.39,0.422791
0.07,0.4,0.424761
0.07,0.41,0.423369
0.07,0.42,0.422042
0.07,0.43,0.424716
0.07,0.44,0.422821
0.07,0.45,0.424105
0.07,0.46,0.421344
0.07,0.47,0.422106
0.07,0.48,0.421062
0.07,0.49,0.421318
0.07,0.5,0.421077
0.07,0.51,0.420886
0.07,0.52,0.421429
0.07,0.53,0.422265
0.07,0.54,0.420962
0.07,0.55,0.421062
0.07,0.56,0.419755
0.07,0.57,0.42506
0.07,0.58,0.423281
0.07,0.59,0.420541
0.07,0.6,0.416779
0.07,0.61,0.420661
0.07,0.62,0.423699
0.07,0.63,0.420966
0.07,0.64,0.421639
0.07,0.65,0.422896
0.07,0.66,0.421661
0.07,0.67,0.424456
0.07,0.68,0.426804
0.07,0.69,0.420743
0.07,0.7,0.422059
0.07,0.71,0.423755
0.07,0.72,0.419282
0.07,0.73,0.417233
0.07,0.74,0.419041
0.07,0.75,0.422866
0.07,0.76,0.42061
0.07,0.77,0.420153
0.07,0.78,0.419812
0.08,0,0.424296
0.08,0.01,0.426286
0.08,0.02,0.424921
0.08,0.03,0.423816
0.08,0.04,0.422194
0.08,0.05,0.42317
0.08,0.06,0.427431
0.08,0.07,0.429171
0.08,0.08,0.424647
0.08,0.09,0.430038
0.08,0.1,0.426139
0.08,0.11,0.433024
0.08,0.12,0.423013
0.08,0.13,0.428208
0.08,0.14,0.424379
0.08,0.15,0.423337
0.08,0.16,0.424044
0.08,0.17,0.428078
0.08,0.18,0.426329
0.08,0.19,0.426202
0.08,0.2,0.427422
0.08,0.21,0.429465
0.08,0.22,0.428579
0.08,0.23,0.430171
0.08,0.24,0.425412
0.08,0.25,0.426041
0.08,0.26,0.427286
0.08,0.27,0.429165
0.08,0.28,0.428241
0.08,0.29,0.431118
0.08,0.3,0.428586
0.08,0.31,0.428754
0.08,0.32,0.431299
0.08,0.33,0.425883
0.08,0.34,0.426712
0.08,0.35,0.426398
0.08,0.36,0.426468
0.08,0.37,0.428905
0.08,0.38,0.427153
0.08,0.39,0.427452
0.08,0.4,0.429161
0.08,0.41,0.427431
0.08,0.42,0.426683
0.08,0.43,0.4275
0.08,0.44,0.424416
0.08,0.45,0.426345
0.08,0.46,0.428151
0.08,0.47,0.427538
0.08,0.48,0.427712
0.08,0.49,0.428883
0.08,0.5,0.42639
0.08,0.51,0.429278
0.08,0.52,0.42798
0.08,0.53,0.42616
0.08,0.54,0.42664
0.08,0.55,0.427271
0.08,0.56,0.429027
0.08,0.57,0.427558
0.08,0.58,0.425953
0.08,0.59,0.427748
0.08,0.6,0.427342
0.08,0.61,0.425601
0.08,0.62,0.42565
0.08,0.63,0.427362
0.08,0.64,0.42519
0.08,0.65,0.4258
0.08,0.66,0.422484
0.08,0.67,0.424576
0.08,0.68,0.429422
0.08,0.69,0.430227
0.08,0.7,0.425097
0.08,0.71,0.425962
0.08,0.72,0.425196
0.08,0.73,0.428712
0.08,0.74,0.42727
0.08,0.75,0.426975
0.08,0.76,0.424071
0.08,0.77,0.426075
0.08,0.78,0.424901
0.09,0,0.429015
0.09,0.01,0.428305
0.09,0.02,0.430399
0.09,0.03,0.430013
0.09,0.04,0.430012
0.09,0.05,0.42973
0.09,0.06,0.425856
0.09,0.07,0.429633
0.09,0.08,0.431276
0.09,0.09,0.428652
0.09,0.1,0.429996
0.09,0.11,0.428043
0.09,0.12,0.432487
0.09,0.13,0.428632
0.09,0.14,0.430456
0.09,0.15,0.433626
0.09,0.16,0.428773
0.09,0.17,0.431471
0.09,0.18,0.429521
0.09,0.19,0.431555
0.09,0.2,0.430073
0.09,0.21,0.433001
0.09,0.22,0.431006
0.09,0.23,0.434988
0.09,0.24,0.433502
0.09,0.25,0.43787
0.09,0.26,0.434239
0.09,0.27,0.432863
0.09,0.28,0.429228
0.09,0.29,0.432781
0.09,0.3,0.432765
0.09,0.31,0.436717
0.09,0.32,0.432606
0.09,0.33,0.432453
0.09,0.34,0.431379
0.09,0.35,0.433496
0.09,0.36,0.431666
0.09,0.37,0.432448
0.09,0.38,0.434144
0.09,0.39,0.433764
0.09,0.4,0.434206
0.09,0.41,0.432014
0.09,0.42,0.432749
0.09,0.43,0.432909
0.09,0.44,0.431768
0.09,0.45,0.434548
0.09,0.46,0.435007
0.09,0.47,0.43329
0.09,0.48,0.433945
0.09,0.49,0.431921
0.09,0.5,0.430679
0.09,0.51,0.431385
0.09,0.52,0.431312
0.09,0.53,0.42796
0.09,0.54,0.43592
0.09,0.55,0.431549
0.09,0.56,0.43125
0.09,0.57,0.430953
0.09,0.58,0.434732
0.09,0.59,0.428987
0.09,0.6,0.432548
0.09,0.61,0.432803
0.09,0.62,0.431476
0.09,0.63,0.43188
0.09,0.64,0.431097
0.09,0.65,0.427806
0.09,0.66,0.431777
0.09,0.67,0.428547
0.09,0.68,0.428301
0.09,0.69,0.426491
0.09,0.7,0.430132
0.09,0.71,0.431323
0.09,0.72,0.42761
0.09,0.73,0.4317
0.09,0.74,0.429954
0.09,0.75,0.430358
0.09,0.76,0.429855
0.09,0.77,0.430195
0.09,0.78,0.433269
0.1,0,0.436547
0.1,0.01,0.434558
0.1,0.02,0.432642
0.1,0.03,0.430779
0.1,0.04,0.435447
0.1,0.05,0.437048
0.1,0.06,0.43869
0.1,0.07,0.43962
0.1,0.08,0.433704
0.1,0.09,0.434243
0.1,0.1,0.437251
0.1,0.11,0.434483
0.1,0.12,0.437495
0.1,0.13,0.431858
0.1,0.14,0.435912
0.1,0.15,0.432765
0.1,0.16,0.435206
0.1,0.17,0.434288
0.1,0.18,0.436335
0.1,0.19,0.43675
0.1,0.2,0.436753
0.1,0.21,0.433639
0.1,0.22,0.436209
0.1,0.23,0.435787
0.1,0.24,0.438205
0.1,0.25,0.43774
0.1,0.26,0.437578
0.1,0.27,0.437536
0.1,0.28,0.436535
0.1,0.29,0.435652
0.1,0.3,0.435987
0.1,0.31,0.436709
0.1,0.32,0.436879
0.1,0.33,0.433329
0.1,0.34,0.43833
0.1,0.35,0.435685
0.1,0.36,0.436928
0.1,0.37,0.436954
0.1,0.38,0.438025
0.1,0.39,0.438613
0.1,0.4,0.435366
0.1,0.41,0.436093
0.1,0.42,0.437875
0.1,0.43,0.436938
0.1,0.44,0.436583
0.1,0.45,0.435716
0.1,0.46,0.437489
0.1,0.47,0.431892
0.1,0.48,0.439156
0.1,0.49,0.434402
0.1,0.5,0.436619
0.1,0.51,0.437339
0.1,0.52,0.436939
0.1,0.53,0.437322
0.1,0.54,0.434949
0.1,0.55,0.435447
0.1,0.56,0.438273
0.1,0.57,0.437995
0.1,0.58,0.435295
0.1,0.59,0.437185
0.1,0.6,0.437505
0.1,0.61,0.43529
0.1,0.62,0.433232
0.1,0.63,0.434104
0.1,0.64,0.430441
0.1,0.65,0.435058
0.1,0.66,0.43641
0.1,0.67,0.435435
0.1,0.68,0.434675
0.1,0.69,0.434396
0.1,0.7,0.435132
0.1,0.71,0.437563
0.1,0.72,0.43452
0.1,0.73,0.43309
0.1,0.74,0.435411
0.1,0.75,0.43439
0.1,0.76,0.433685
0.1,0.77,0.437324
0.1,0.78,0.436225
0.11,0,0.438127
0.11,0.01,0.437219
0.11,0.02,0.434337
0.11,0.03,0.438906
0.11,0.04,0.439318
0.11,0.05,0.442977
0.11,0.06,0.438643
0.11,0.07,0.439116
0.11,0.08,0.438207
0.11,0.09,0.437202
0.11,0.1,0.441018
0.11,0.11,0.437865
0.11,0.12,0.438801
0.11,0.13,0.439913
0.11,0.14,0.438907
0.11,0.15,0.441322
0.11,0.16,0.442278
0.11,0.17,0.439409
0.11,0.18,0.442582
0.11,0.19,0.439787
0.11,0.2,0.440671
0.11,0.21,0.440987
0.11,0.22,0.443432
0.11,0.23,0.441094
0.11,0.24,0.441101
0.11,0.25,0.441031
0.11,0.26,0.44433
0.11,0.27,0.440608
0.11,0.28,0.439609
0.11,0.29,0.440068
0.11,0.3,0.44165
0.11,0.31,0.439307
0.11,0.32,0.440843
0.11,0.33,0.44545
0.11,0.34,0.441504
0.11,0.35,0.441035
0.11,0.36,0.445861
0.11,0.37,0.441758
0.11,0.38,0.439754
0.11,0.39,0.443414
0.11,0.4,0.443647
0.11,0.41,0.442303
0.11,0.42,0.440679
0.11,0.43,0.442445
0.11,0.44,0.437389
0.11,0.45,0.440718
0.11,0.46,0.442638
0.11,0.47,0.441679
0.11,0.48,0.440823
0.11,0.49,0.442808
0.11,0.5,0.438693
0.11,0.51,0.440465
0.11,0.52,0.439157
0.11,0.53,0.438589
0.11,0.54,0.44053
0.11,0.55,0.440863
0.11,0.56,0.446117
0.11,0.57,0.440173
0.11,0.58,0.441789
0.11,0.59,0.441426
0.11,0.6,0.442728
0.11,0.61,0.439114
0.11,0.62,0.441549
0.11,0.63,0.442177
0.11,0.64,0.443402
0.11,0.65,0.438053
0.11,0.66,0.438184
0.11,0.67,0.439877
0.11,0.68,0.438826
0.11,0.69,0.437847
0.11,0.7,0.438281
0.11,0.71,0.436296
0.11,0.72,0.436985
0.11,0.73,0.439079
0.11,0.74,0.438516
0.11,0.75,0.439273
0.11,0.76,0.434836
0.11,0.77,0.43845
0.11,0.78,0.440679
0.12,0,0.443444
0.12,0.01,0.441399
0.12,0.02,0.444198
0.12,0.03,0.443358
0.12,0.04,0.44535
0.12,0.05,0.444304
0.12,0.06,0.447166
0.12,0.07,0.442954
0.12,0.08,0.444232
0.12,0.09,0.444114
0.12,0.1,0.442734
0.12,0.11,0.444159
0.12,0.12,0.444023
0.12,0.13,0.445017
0.12,0.14,0.444736
0.12,0.15,0.445604
0.12,0.16,0.44593
0.12,0.17,0.441955
0.12,0.18,0.442907
0.12,0.19,0.446502
0.12,0.2,0.444892
0.12,0.21,0.447615
0.12,0.22,0.443386
0.12,0.23,0.446204
0.12,0.24,0.447356
0.12,0.25,0.446767
0.12,0.26,0.445125
0.12,0.27,0.444242
0.12,0.28,0.447342
0.12,0.29,0.44632
0.12,0.3,0.446166
0.12,0.31,0.447889
0.12,0.32,0.445373
0.12,0.33,0.444349
0.12,0.34,0.445965
0.12,0.35,0.44646
0.12,0.36,0.446334
0.12,0.37,0.443759
0.12,0.38,0.444616
0.12,0.39,0.446597
0.12,0.4,0.444527
0.12,0.41,0.446534
0.12,0.42,0.446331
0.12,0.43,0.445929
0.12,0.44,0.443633
0.12,0.45,0.447218
0.12,0.46,0.447649
0.12,0.47,0.443279
0.12,0.48,0.442949
0.12,0.49,0.444366
0.12,0.5,0.445585
0.12,0.51,0.448066
0.12,0.52,0.445159
0.12,0.53,0.446759
0.12,0.54,0.444897
0.12,0.55,0.443569
0.12,0.56,0.448048
0.12,0.57,0.446815
0.12,0.58,0.443149
0.12,0.59,0.44629
0.12,0.6,0.446106
0.12,0.61,0.444906
0.12,0.62,0.444168
0.12,0.63,0.446895
0.12,0.64,0.442909
0.12,0.65,0.446844
0.12,0.66,0.443406
0.12,0.67,0.443765
0.12,0.68,0.443665
0.12,0.69,0.446346
0.12,0.7,0.446926
0.12,0.71,0.443208
0.12,0.72,0.444033
0.12,0.73,0.443594
0.12,0.74,0.443933
0.12,0.75,0.441823
0.12,0.76,0.442419
0.12,0.77,0.442206
0.12,0.78,0.441765
0.13,0,0.448821
0.13,0.01,0.44623
0.13,0.02,0.448625
0.13,0.03,0.449566
0.13,0.04,0.451099
0.13,0.05,0.448993
0.13,0.06,0.448866
0.13,0.07,0.448385
0.13,0.08,0.446112
0.13,0.09,0.448103
0.13,0.1,0.447913
0.13,0.11,0.448622
0.13,0.12,0.450078
0.13,0.13,0.448881
0.13,0.14,0.448495
0.13,0.15,0.446334
0.13,0.16,0.449627
0.13,0.17,0.445381
0.13,0.18,0.449204
0.13,0.19,0.446893
0.13,0.2,0.448922
0.13,0.21,0.448444
0.13,0.22,0.449503
0.13,0.23,0.449575
0.13,0.24,0.451225
0.13,0.25,0.446124
0.13,0.26,0.451877
0.13,0.27,0.448563
0.13,0.28,0.450406
0.13,0.29,0.450088
0.13,0.3,0.448008
0.13,0.31,0.450647
0.13,0.32,0.446843
0.13,0.33,0.449781
0.13,0.34,0.450213
0.13,0.35,0.451746
0.13,0.36,0.449704
0.13,0.37,0.449222
0.13,0.38,0.449606
0.13,0.39,0.450941
0.13,0.4,0.449388
0.13,0.41,0.451967
0.13,0.42,0.449058
0.13,0.43,0.44676
0.13,0.44,0.450725
0.13,0.45,0.448965
0.13,0.46,0.454106
0.13,0.47,0.451007
0.13,0.48,0.449424
0.13,0.49,0.448459
0.13,0.5,0.450634
0.13,0.51,0.447997
0.13,0.52,0.451968
0.13,0.53,0.45213
0.13,0.54,0.450224
0.13,0.55,0.449258
0.13,0.56,0.44984
0.13,0.57,0.448452
0.13,0.58,0.446553
0.13,0.59,0.448645
0.13,0.6,0.448089
0.13,0.61,0.446081
