x,y,mass
0.25,0.1,0.533469
0.25,0.11,0.532507
0.25,0.12,0.531922
0.25,0.13,0.530976
0.25,0.14,0.531637
0.25,0.15,0.532237
0.25,0.16,0.531031
0.25,0.17,0.531473
0.25,0.18,0.532215
0.25,0.19,0.530039
0.25,0.2,0.529896
0.25,0.21,0.530136
0.25,0.22,0.529855
0.25,0.23,0.529174
0.25,0.24,0.529373
0.25,0.25,0.529035
0.25,0.26,0.529152
0.25,0.27,0.527869
0.25,0.28,0.52834
0.25,0.29,0.528246
0.25,0.3,0.527582
0.25,0.31,0.526977
0.25,0.32,0.527167
0.25,0.33,0.527895
0.25,0.34,0.52672
0.25,0.35,0.526697
0.25,0.36,0.527269
0.25,0.37,0.526023
0.25,0.38,0.526453
0.25,0.39,0.526283
0.25,0.4,0.526123
0.25,0.41,0.52563
0.25,0.42,0.526033
0.25,0.43,0.524827
0.25,0.44,0.525444
0.25,0.45,0.525244
0.25,0.46,0.525239
0.25,0.47,0.525633
0.25,0.48,0.525541
0.25,0.49,0.527092
0.25,0.5,0.525517
0.25,0.51,0.526346
0.25,0.52,0.525893
0.25,0.53,0.526199
0.25,0.54,0.526291
0.25,0.55,0.526179
0.25,0.56,0.525635
0.25,0.57,0.525844
0.25,0.58,0.525819
0.25,0.59,0.525968
0.25,0.6,0.526167
0.25,0.61,0.525925
0.25,0.62,0.525873
0.25,0.63,0.525445
0.25,0.64,0.525946
0.25,0.65,0.527252
0.25,0.66,0.525944
0.25,0.67,0.526711
0.25,0.68,0.528109
0.25,0.69,0.528326
0.25,0.7,0.526736
0.25,0.71,0.528952
0.25,0.72,0.527258
0.25,0.73,0.527792
0.25,0.74,0.528136
0.25,0.75,0.528651
0.25,0.76,0.528817
0.25,0.77,0.529098
0.25,0.78,0.530496
0.25,0.79,0.529712
0.25,0.8,0.531862
0.25,0.81,0.529568
0.25,0.82,0.530452
0.25,0.83,0.530807
0.25,0.84,0.531314
0.25,0.85,0.532471
0.25,0.86,0.532891
0.25,0.87,0.532856
0.25,0.88,0.531901
0.25,0.89,0.533005
0.25,0.9,0.532419
0.25,0.91,0.532806
0.25,0.92,0.534185
0.25,0.93,0.533899
0.25,0.94,0.533405
0.25,0.95,0.534301
0.25,0.96,0.533343
0.25,0.97,0.532989
0.25,0.98,0.53173
0.25,0.99,0.533078
0.26,0,0.532518
0.26,0.01,0.533402
0.26,0.02,0.533469
0.26,0.03,0.534617
0.26,0.04,0.534074
0.26,0.05,0.532981
0.26,0.06,0.534063
0.26,0.07,0.533671
0.26,0.08,0.533377
0.26,0.09,0.533047
0.26,0.1,0.533405
0.26,0.11,0.532979
0.26,0.12,0.532894
0.26,0.13,0.531711
0.26,0.14,0.532351
0.26,0.15,0.533127
0.26,0.16,0.531383
0.26,0.17,0.531746
0.26,0.18,0.530737
0.26,0.19,0.530851
0.26,0.2,0.52917
0.26,0.21,0.530494
0.26,0.22,0.529568
0.26,0.23,0.530011
0.26,0.24,0.529643
0.26,0.25,0.528974
0.26,0.26,0.529144
0.26,0.27,0.528651
0.26,0.28,0.528424
0.26,0.29,0.527484
0.26,0.3,0.527732
0.26,0.31,0.526234
0.26,0.32,0.527502
0.26,0.33,0.526962
0.26,0.34,0.526574
0.26,0.35,0.525116
0.26,0.36,0.525454
0.26,0.37,0.525713
0.26,0.38,0.52533
0.26,0.39,0.525276
0.26,0.4,0.525015
0.26,0.41,0.524823
0.26,0.42,0.525103
0.26,0.43,0.524923
0.26,0.44,0.525737
0.26,0.45,0.524764
0.26,0.46,0.524984
0.26,0.47,0.52497
0.26,0.48,0.525925
0.26,0.49,0.524951
0.26,0.5,0.525599
0.26,0.51,0.524034
0.26,0.52,0.524999
0.26,0.53,0.525644
0.26,0.54,0.524224
0.26,0.55,0.523499
0.26,0.56,0.524509
0.26,0.57,0.52576
0.26,0.58,0.526089
0.26,0.59,0.524874
0.26,0.6,0.526044
0.26,0.61,0.526738
0.26,0.62,0.52474
0.26,0.63,0.526894
0.26,0.64,0.526711
0.26,0.65,0.525817
0.26,0.66,0.526485
0.26,0.67,0.526309
0.26,0.68,0.527771
0.26,0.69,0.52694
0.26,0.7,0.527403
0.26,0.71,0.527583
0.26,0.72,0.52714
0.26,0.73,0.528165
0.26,0.74,0.52822
0.26,0.75,0.528323
0.26,0.76,0.528908
0.26,0.77,0.5298
0.26,0.78,0.530418
0.26,0.79,0.529296
0.26,0.8,0.530158
0.26,0.81,0.53001
0.26,0.82,0.52982
0.26,0.83,0.531184
0.26,0.84,0.532277
0.26,0.85,0.531703
0.26,0.86,0.532068
0.26,0.87,0.53318
0.26,0.88,0.532596
0.26,0.89,0.533052
0.26,0.9,0.533367
0.26,0.91,0.533864
0.26,0.92,0.532595
0.26,0.93,0.534452
0.26,0.94,0.533894
0.26,0.95,0.534282
0.26,0.96,0.533681
0.26,0.97,0.533045
0.26,0.98,0.533203
0.26,0.99,0.533512
0.27,0,0.534228
0.27,0.01,0.534412
0.27,0.02,0.534529
0.27,0.03,0.533762
0.27,0.04,0.534379
0.27,0.05,0.534604
0.27,0.06,0.534175
0.27,0.07,0.534006
0.27,0.08,0.533362
0.27,0.09,0.534482
0.27,0.1,0.533355
0.27,0.11,0.533565
0.27,0.12,0.532855
0.27,0.13,0.531867
0.27,0.14,0.532184
0.27,0.15,0.530929
0.27,0.16,0.531602
0.27,0.17,0.529988
0.27,0.18,0.530431
0.27,0.19,0.530803
0.27,0.2,0.529965
0.27,0.21,0.52899
0.27,0.22,0.529471
0.27,0.23,0.529683
0.27,0.24,0.528346
0.27,0.25,0.528497
0.27,0.26,0.526624
0.27,0.27,0.527975
0.27,0.28,0.528204
0.27,0.29,0.527649
0.27,0.3,0.527473
0.27,0.31,0.526793
0.27,0.32,0.525346
0.27,0.33,0.526776
0.27,0.34,0.525802
0.27,0.35,0.526419
0.27,0.36,0.525737
0.27,0.37,0.526165
0.27,0.38,0.525492
0.27,0.39,0.526075
0.27,0.4,0.524628
0.27,0.41,0.525382
0.27,0.42,0.524884
0.27,0.43,0.52435
0.27,0.44,0.524693
0.27,0.45,0.524629
0.27,0.46,0.52532
0.27,0.47,0.525437
0.27,0.48,0.525162
0.27,0.49,0.523355
0.27,0.5,0.52506
0.27,0.51,0.52358
0.27,0.52,0.523697
0.27,0.53,0.524983
0.27,0.54,0.522911
0.27,0.55,0.524002
0.27,0.56,0.523582
0.27,0.57,0.524273
0.27,0.58,0.524916
0.27,0.59,0.524893
0.27,0.6,0.523308
0.27,0.61,0.525599
0.27,0.62,0.52496
0.27,0.63,0.52563
0.27,0.64,0.526237
0.27,0.65,0.526798
0.27,0.66,0.525795
0.27,0.67,0.526089
0.27,0.68,0.525977
0.27,0.69,0.526022
0.27,0.7,0.526667
0.27,0.71,0.52662
0.27,0.72,0.527723
0.27,0.73,0.528086
0.27,0.74,0.528661
0.27,0.75,0.527697
0.27,0.76,0.528155
0.27,0.77,0.529152
0.27,0.78,0.530081
0.27,0.79,0.529791
0.27,0.8,0.530425
0.27,0.81,0.529738
0.27,0.82,0.531262
0.27,0.83,0.531842
0.27,0.84,0.532514
0.27,0.85,0.53263
0.27,0.86,0.532363
0.27,0.87,0.533367
0.27,0.88,0.533119
0.27,0.89,0.532654
0.27,0.9,0.533597
0.27,0.91,0.534096
0.27,0.92,0.533474
0.27,0.93,0.534119
0.27,0.94,0.534775
0.27,0.95,0.535018
0.27,0.96,0.535223
0.27,0.97,0.534997
0.27,0.98,0.53461
0.27,0.99,0.533464
0.28,0,0.534524
0.28,0.01,0.534724
0.28,0.02,0.535866
0.28,0.03,0.535172
0.28,0.04,0.535482
0.28,0.05,0.534971
0.28,0.06,0.535724
0.28,0.07,0.534467
0.28,0.08,0.535566
0.28,0.09,0.533832
0.28,0.1,0.533735
0.28,0.11,0.534125
0.28,0.12,0.533167
0.28,0.13,0.532139
0.28,0.14,0.532597
0.28,0.15,0.532437
0.28,0.16,0.531705
0.28,0.17,0.530497
0.28,0.18,0.531062
0.28,0.19,0.530381
0.28,0.2,0.529197
0.28,0.21,0.530337
0.28,0.22,0.528911
0.28,0.23,0.529154
0.28,0.24,0.528512
0.28,0.25,0.528731
0.28,0.26,0.527438
0.28,0.27,0.526607
0.28,0.28,0.527835
0.28,0.29,0.527224
0.28,0.3,0.527163
0.28,0.31,0.526313
0.28,0.32,0.52657
0.28,0.33,0.525799
0.28,0.34,0.525557
0.28,0.35,0.525942
0.28,0.36,0.524451
0.28,0.37,0.524336
0.28,0.38,0.525164
0.28,0.39,0.523803
0.28,0.4,0.525021
0.28,0.41,0.524278
0.28,0.42,0.523942
0.28,0.43,0.523335
0.28,0.44,0.524376
0.28,0.45,0.524222
0.28,0.46,0.52347
0.28,0.47,0.524624
0.28,0.48,0.523275
0.28,0.49,0.522723
0.28,0.5,0.523566
0.28,0.51,0.523443
0.28,0.52,0.523803
0.28,0.53,0.522752
0.28,0.54,0.52367
0.28,0.55,0.523649
0.28,0.56,0.524227
0.28,0.57,0.52379
0.28,0.58,0.525455
0.28,0.59,0.524459
0.28,0.6,0.525183
0.28,0.61,0.524361
0.28,0.62,0.525174
0.28,0.63,0.525226
0.28,0.64,0.524748
0.28,0.65,0.525437
0.28,0.66,0.526211
0.28,0.67,0.52552
0.28,0.68,0.52637
0.28,0.69,0.526299
0.28,0.7,0.526778
0.28,0.71,0.526655
0.28,0.72,0.526149
0.28,0.73,0.528149
0.28,0.74,0.5281
0.28,0.75,0.529166
0.28,0.76,0.529012
0.28,0.77,0.52854
0.28,0.78,0.529575
0.28,0.79,0.529805
0.28,0.8,0.529622
0.28,0.81,0.530265
0.28,0.82,0.531654
0.28,0.83,0.53174
0.28,0.84,0.531778
0.28,0.85,0.531869
0.28,0.86,0.531828
0.28,0.87,0.534232
0.28,0.88,0.53386
0.28,0.89,0.533291
0.28,0.9,0.533456
0.28,0.91,0.534428
0.28,0.92,0.534506
0.28,0.93,0.535257
0.28,0.94,0.533332
0.28,0.95,0.534968
0.28,0.96,0.535231
0.28,0.97,0.535917
0.28,0.98,0.535132
0.28,0.99,0.534754
0.29,0,0.535544
0.29,0.01,0.535164
0.29,0.02,0.535599
0.29,0.03,0.535111
0.29,0.04,0.53543
0.29,0.05,0.535618
0.29,0.06,0.535589
0.29,0.07,0.534678
0.29,0.08,0.534554
0.29,0.09,0.534007
0.29,0.1,0.534314
0.29,0.11,0.533346
0.29,0.12,0.533511
0.29,0.13,0.533043
0.29,0.14,0.532195
0.29,0.15,0.532349
0.29,0.16,0.530569
0.29,0.17,0.531221
0.29,0.18,0.531054
0.29,0.19,0.530372
0.29,0.2,0.530509
0.29,0.21,0.530265
0.29,0.22,0.528981
0.29,0.23,0.528435
0.29,0.24,0.528435
0.29,0.25,0.528415
0.29,0.26,0.526393
0.29,0.27,0.52691
0.29,0.28,0.526177
0.29,0.29,0.525501
0.29,0.3,0.526594
0.29,0.31,0.525523
0.29,0.32,0.525963
0.29,0.33,0.525154
0.29,0.34,0.525356
0.29,0.35,0.524549
0.29,0.36,0.524853
0.29,0.37,0.5242
0.29,0.38,0.524066
0.29,0.39,0.523856
0.29,0.4,0.523851
0.29,0.41,0.523698
0.29,0.42,0.523859
0.29,0.43,0.523475
0.29,0.44,0.521926
0.29,0.45,0.522167
0.29,0.46,0.522945
0.29,0.47,0.522604
0.29,0.48,0.5237
0.29,0.49,0.523765
0.29,0.5,0.524162
0.29,0.51,0.522717
0.29,0.52,0.522737
0.29,0.53,0.523335
0.29,0.54,0.523443
0.29,0.55,0.522378
0.29,0.56,0.523499
0.29,0.57,0.522738
0.29,0.58,0.523331
0.29,0.59,0.523323
0.29,0.6,0.523494
0.29,0.61,0.523066
0.29,0.62,0.524392
0.29,0.63,0.52373
0.29,0.64,0.52386
0.29,0.65,0.525364
0.29,0.66,0.525344
0.29,0.67,0.524465
0.29,0.68,0.524703
0.29,0.69,0.525796
0.29,0.7,0.526773
0.29,0.71,0.527233
0.29,0.72,0.527537
0.29,0.73,0.527703
0.29,0.74,0.52806
0.29,0.75,0.529182
0.29,0.76,0.528663
0.29,0.77,0.529555
0.29,0.78,0.528857
0.29,0.79,0.529515
0.29,0.8,0.530193
0.29,0.81,0.530222
0.29,0.82,0.53053
0.29,0.83,0.531131
0.29,0.84,0.531764
0.29,0.85,0.533575
0.29,0.86,0.53273
0.29,0.87,0.532651
0.29,0.88,0.533662
0.29,0.89,0.535066
0.29,0.9,0.532978
0.29,0.91,0.534626
0.29,0.92,0.534564
0.29,0.93,0.534059
0.29,0.94,0.535404
0.29,0.95,0.535569
0.29,0.96,0.535959
0.29,0.97,0.535288
0.29,0.98,0.536244
0.29,0.99,0.535751
0.3,0,0.535711
0.3,0.01,0.53514
0.3,0.02,0.535955
0.3,0.03,0.536011
0.3,0.04,0.536589
0.3,0.05,0.535219
0.3,0.06,0.535438
0.3,0.07,0.536385
0.3,0.08,0.534786
0.3,0.09,0.533412
0.3,0.1,0.534526
0.3,0.11,0.534163
0.3,0.12,0.533833
0.3,0.13,0.532655
0.3,0.14,0.531522
0.3,0.15,0.533287
0.3,0.16,0.532753
0.3,0.17,0.531936
0.3,0.18,0.53014
0.3,0.19,0.530957
0.3,0.2,0.530475
0.3,0.21,0.529433
0.3,0.22,0.528
0.3,0.23,0.527928
0.3,0.24,0.52792
0.3,0.25,0.528177
0.3,0.26,0.526986
0.3,0.27,0.526259
0.3,0.28,0.527387
0.3,0.29,0.525691
0.3,0.3,0.524808
0.3,0.31,0.526253
0.3,0.32,0.524654
0.3,0.33,0.525347
0.3,0.34,0.524074
0.3,0.35,0.526004
0.3,0.36,0.523664
0.3,0.37,0.522882
0.3,0.38,0.523614
0.3,0.39,0.523727
0.3,0.4,0.523969
0.3,0.41,0.522229
0.3,0.42,0.522534
0.3,0.43,0.522488
0.3,0.44,0.522802
0.3,0.45,0.521765
0.3,0.46,0.522372
0.3,0.47,0.5222
0.3,0.48,0.523129
0.3,0.49,0.524236
0.3,0.5,0.521719
0.3,0.51,0.521782
0.3,0.52,0.522701
0.3,0.53,0.522506
0.3,0.54,0.52295
0.3,0.55,0.523387
0.3,0.56,0.523475
0.3,0.57,0.523504
0.3,0.58,0.523352
0.3,0.59,0.523428
0.3,0.6,0.522277
0.3,0.61,0.523753
0.3,0.62,0.523466
0.3,0.63,0.522621
0.3,0.64,0.523436
0.3,0.65,0.523792
0.3,0.66,0.525251
0.3,0.67,0.526095
0.3,0.68,0.523882
0.3,0.69,0.52509
0.3,0.7,0.526041
0.3,0.71,0.526205
0.3,0.72,0.52566
0.3,0.73,0.527132
0.3,0.74,0.527657
0.3,0.75,0.527306
0.3,0.76,0.527019
0.3,0.77,0.528915
0.3,0.78,0.529491
0.3,0.79,0.529867
0.3,0.8,0.529084
0.3,0.81,0.530979
0.3,0.82,0.530477
0.3,0.83,0.531253
0.3,0.84,0.531527
0.3,0.85,0.531752
0.3,0.86,0.532326
0.3,0.87,0.533192
0.3,0.88,0.534327
0.3,0.89,0.533539
0.3,0.9,0.534254
0.3,0.91,0.535546
0.3,0.92,0.535318
0.3,0.93,0.535439
0.3,0.94,0.534471
0.3,0.95,0.535838
0.3,0.96,0.53621
0.3,0.97,0.53648
0.3,0.98,0.535962
0.3,0.99,0.536944
0.31,0,0.536311
0.31,0.01,0.537264
0.31,0.02,0.536854
0.31,0.03,0.536643
0.31,0.04,0.537546
0.31,0.05,0.53578
0.31,0.06,0.536235
0.31,0.07,0.53623
0.31,0.08,0.534971
0.31,0.09,0.535358
0.31,0.1,0.534116
0.31,0.11,0.53433
0.31,0.12,0.533479
0.31,0.13,0.53297
0.31,0.14,0.532827
0.31,0.15,0.531911
0.31,0.16,0.531645
0.31,0.17,0.532104
0.31,0.18,0.53102
0.31,0.19,0.53183
0.31,0.2,0.530256
0.31,0.21,0.529055
0.31,0.22,0.528955
0.31,0.23,0.528483
0.31,0.24,0.528218
0.31,0.25,0.527586
0.31,0.26,0.527788
0.31,0.27,0.525976
0.31,0.28,0.526895
0.31,0.29,0.526156
0.31,0.3,0.525948
0.31,0.31,0.525094
0.31,0.32,0.524608
0.31,0.33,0.524786
0.31,0.34,0.523847
0.31,0.35,0.52493
0.31,0.36,0.523821
0.31,0.37,0.522616
0.31,0.38,0.524217
0.31,0.39,0.522996
0.31,0.4,0.522706
0.31,0.41,0.523756
0.31,0.42,0.521458
0.31,0.43,0.521861
0.31,0.44,0.521291
0.31,0.45,0.522339
0.31,0.46,0.522436
0.31,0.47,0.522417
0.31,0.48,0.520568
0.31,0.49,0.521281
0.31,0.5,0.52207
0.31,0.51,0.520935
0.31,0.52,0.521047
0.31,0.53,0.521025
0.31,0.54,0.522366
0.31,0.55,0.522045
0.31,0.56,0.522627
0.31,0.57,0.522201
0.31,0.58,0.522622
0.31,0.59,0.522749
0.31,0.6,0.522669
0.31,0.61,0.523672
0.31,0.62,0.523125
0.31,0.63,0.523536
0.31,0.64,0.523362
0.31,0.65,0.52407
0.31,0.66,0.523477
0.31,0.67,0.524779
0.31,0.68,0.523989
0.31,0.69,0.525686
0.31,0.7,0.525938
0.31,0.71,0.525827
0.31,0.72,0.526265
0.31,0.73,0.526235
0.31,0.74,0.526686
0.31,0.75,0.527355
0.31,0.76,0.528279
0.31,0.77,0.52741
0.31,0.78,0.528743
0.31,0.79,0.530784
0.31,0.8,0.528934
0.31,0.81,0.530103
0.31,0.82,0.53092
0.31,0.83,0.530818
0.31,0.84,0.532436
0.31,0.85,0.532358
0.31,0.86,0.533507
0.31,0.87,0.533088
0.31,0.88,0.534448
0.31,0.89,0.534762
0.31,0.9,0.534469
0.31,0.91,0.535309
0.31,0.92,0.535845
0.31,0.93,0.535337
0.31,0.94,0.536552
0.31,0.95,0.53634
0.31,0.96,0.537273
0.31,0.97,0.536067
0.31,0.98,0.537059
0.31,0.99,0.537274
0.32,0,0.53783
0.32,0.01,0.538106
0.32,0.02,0.537569
0.32,0.03,0.537305
0.32,0.04,0.536816
0.32,0.05,0.537013
0.32,0.06,0.536043
0.32,0.07,0.536132
0.32,0.08,0.535486
0.32,0.09,0.535758
0.32,0.1,0.535769
0.32,0.11,0.53486
0.32,0.12,0.533685
0.32,0.13,0.53405
0.32,0.14,0.533119
0.32,0.15,0.53248
0.32,0.16,0.531577
0.32,0.17,0.531091
0.32,0.18,0.53157
0.32,0.19,0.530357
0.32,0.2,0.530116
0.32,0.21,0.529376
0.32,0.22,0.528071
0.32,0.23,0.529179
0.32,0.24,0.527938
0.32,0.25,0.527889
0.32,0.26,0.527138
0.32,0.27,0.528112
0.32,0.28,0.527035
0.32,0.29,0.526498
0.32,0.3,0.525017
0.32,0.31,0.524682
0.32,0.32,0.523998
0.32,0.33,0.523331
0.32,0.34,0.525357
0.32,0.35,0.523657
0.32,0.36,0.523379
0.32,0.37,0.522679
0.32,0.38,0.52297
0.32,0.39,0.523271
0.32,0.4,0.523059
0.32,0.41,0.521932
0.32,0.42,0.52186
0.32,0.43,0.521692
0.32,0.44,0.521606
0.32,0.45,0.521824
0.32,0.46,0.521414
0.32,0.47,0.521562
0.32,0.48,0.522333
0.32,0.49,0.520929
0.32,0.5,0.521415
0.32,0.51,0.521534
0.32,0.52,0.521053
0.32,0.53,0.522118
0.32,0.54,0.521895
0.32,0.55,0.522228
0.32,0.56,0.522039
0.32,0.57,0.522153
0.32,0.58,0.520927
0.32,0.59,0.522045
0.32,0.6,0.522078
0.32,0.61,0.524087
0.32,0.62,0.523242
0.32,0.63,0.522741
0.32,0.64,0.522747
0.32,0.65,0.523591
0.32,0.66,0.524215
0.32,0.67,0.525267
0.32,0.68,0.525466
0.32,0.69,0.525073
0.32,0.7,0.525234
0.32,0.71,0.525593
0.32,0.72,0.526331
0.32,0.73,0.526185
0.32,0.74,0.528442
0.32,0.75,0.528006
0.32,0.76,0.527646
0.32,0.77,0.528167
0.32,0.78,0.528845
0.32,0.79,0.529279
0.32,0.8,0.529875
0.32,0.81,0.5295
0.32,0.82,0.530641
0.32,0.83,0.532546
0.32,0.84,0.532025
0.32,0.85,0.532206
0.32,0.86,0.533066
0.32,0.87,0.533462
0.32,0.88,0.534446
0.32,0.89,0.53498
0.32,0.9,0.535647
0.32,0.91,0.534753
0.32,0.92,0.535545
0.32,0.93,0.535433
0.32,0.94,0.536484
0.32,0.95,0.5365
0.32,0.96,0.53706
0.32,0.97,0.536967
0.32,0.98,0.537564
0.32,0.99,0.538212
0.33,0,0.537465
0.33,0.01,0.538083
0.33,0.02,0.537485
0.33,0.03,0.53794
0.33,0.04,0.537747
0.33,0.05,0.536698
0.33,0.06,0.537132
0.33,0.07,0.536089
0.33,0.08,0.536445
0.33,0.09,0.535599
0.33,0.1,0.535115
0.33,0.11,0.533922
0.33,0.12,0.533908
0.33,0.13,0.533715
0.33,0.14,0.533904
0.33,0.15,0.532708
0.33,0.16,0.532197
0.33,0.17,0.531319
0.33,0.18,0.530543
0.33,0.19,0.530521
0.33,0.2,0.529997
0.33,0.21,0.529606
0.33,0.22,0.527849
0.33,0.23,0.528477
0.33,0.24,0.526017
0.33,0.25,0.52704
0.33,0.26,0.5263
0.33,0.27,0.527029
0.33,0.28,0.525039
0.33,0.29,0.524608
0.33,0.3,0.525721
0.33,0.31,0.524329
0.33,0.32,0.524963
0.33,0.33,0.523356
0.33,0.34,0.523055
0.33,0.35,0.523492
0.33,0.36,0.522629
0.33,0.37,0.521103
0.33,0.38,0.522579
0.33,0.39,0.52215
0.33,0.4,0.521997
0.33,0.41,0.521576
0.33,0.42,0.521124
0.33,0.43,0.523122
0.33,0.44,0.522027
0.33,0.45,0.521721
0.33,0.46,0.52086
0.33,0.47,0.521849
0.33,0.48,0.521428
0.33,0.49,0.521114
0.33,0.5,0.521899
0.33,0.51,0.520716
0.33,0.52,0.520305
0.33,0.53,0.520026
0.33,0.54,0.520568
0.33,0.55,0.520768
0.33,0.56,0.521066
0.33,0.57,0.521586
0.33,0.58,0.521622
0.33,0.59,0.52226
0.33,0.6,0.522499
0.33,0.61,0.521429
0.33,0.62,0.522852
0.33,0.63,0.523295
0.33,0.64,0.521707
0.33,0.65,0.523227
0.33,0.66,0.52266
0.33,0.67,0.523246
0.33,0.68,0.524742
0.33,0.69,0.523712
0.33,0.7,0.524083
0.33,0.71,0.525521
0.33,0.72,0.526905
0.33,0.73,0.526269
0.33,0.74,0.526733
0.33,0.75,0.527563
0.33,0.76,0.5275
0.33,0.77,0.528237
0.33,0.78,0.528275
0.33,0.79,0.529412
0.33,0.8,0.529615
0.33,0.81,0.530345
0.33,0.82,0.530337
0.33,0.83,0.531962
0.33,0.84,0.531543
0.33,0.85,0.532999
0.33,0.86,0.533052
0.33,0.87,0.534374
0.33,0.88,0.533859
0.33,0.89,0.535073
0.33,0.9,0.535643
0.33,0.91,0.535383
0.33,0.92,0.536081
0.33,0.93,0.53545
0.33,0.94,0.536646
0.33,0.95,0.537087
0.33,0.96,0.537208
0.33,0.97,0.537374
0.33,0.98,0.53759
0.33,0.99,0.537401
0.34,0,0.538224
0.34,0.01,0.538171
0.34,0.02,0.538969
0.34,0.03,0.53803
0.34,0.04,0.537824
0.34,0.05,0.537397
0.34,0.06,0.537781
0.34,0.07,0.53677
0.34,0.08,0.536082
0.34,0.09,0.535762
0.34,0.1,0.535786
0.34,0.11,0.535197
0.34,0.12,0.534859
0.34,0.13,0.534652
0.34,0.14,0.532722
0.34,0.15,0.532379
0.34,0.16,0.532542
0.34,0.17,0.530444
0.34,0.18,0.530289
0.34,0.19,0.531569
0.34,0.2,0.529325
0.34,0.21,0.529079
0.34,0.22,0.529719
0.34,0.23,0.527666
0.34,0.24,0.528345
0.34,0.25,0.526963
0.34,0.26,0.526297
0.34,0.27,0.526066
0.34,0.28,0.525304
0.34,0.29,0.525369
0.34,0.3,0.524357
0.34,0.31,0.524142
0.34,0.32,0.524265
0.34,0.33,0.523198
0.34,0.34,0.522798
0.34,0.35,0.523007
0.34,0.36,0.522047
0.34,0.37,0.52184
0.34,0.38,0.52084
0.34,0.39,0.521824
0.34,0.4,0.521428
0.34,0.41,0.520117
0.34,0.42,0.521467
0.34,0.43,0.520275
0.34,0.44,0.52081
0.34,0.45,0.521154
0.34,0.46,0.520242
0.34,0.47,0.520613
0.34,0.48,0.520035
0.34,0.49,0.519985
0.34,0.5,0.51978
0.34,0.51,0.520686
0.34,0.52,0.520708
0.34,0.53,0.520286
0.34,0.54,0.520897
0.34,0.55,0.519879
0.34,0.56,0.521183
0.34,0.57,0.521088
0.34,0.58,0.522722
0.34,0.59,0.521731
0.34,0.6,0.522775
0.34,0.61,0.522294
0.34,0.62,0.522269
0.34,0.63,0.522289
0.34,0.64,0.521494
0.34,0.65,0.523588
0.34,0.66,0.523051
0.34,0.67,0.523427
0.34,0.68,0.524927
0.34,0.69,0.523972
0.34,0.7,0.524935
0.34,0.71,0.524989
0.34,0.72,0.526278
0.34,0.73,0.526876
0.34,0.74,0.527019
0.34,0.75,0.526832
0.34,0.76,0.526969
0.34,0.77,0.527876
0.34,0.78,0.528122
0.34,0.79,0.529421
0.34,0.8,0.52941
0.34,0.81,0.530134
0.34,0.82,0.531596
0.34,0.83,0.532474
0.34,0.84,0.530829
0.34,0.85,0.532801
0.34,0.86,0.533206
0.34,0.87,0.533829
0.34,0.88,0.533836
0.34,0.89,0.533968
0.34,0.9,0.535821
0.34,0.91,0.536369
0.34,0.92,0.536819
0.34,0.93,0.537398
0.34,0.94,0.537089
0.34,0.95,0.536983
0.34,0.96,0.538624
0.34,0.97,0.537229
0.34,0.98,0.537313
0.34,0.99,0.538498
0.35,0,0.53844
0.35,0.01,0.539787
0.35,0.02,0.538944
0.35,0.03,0.538603
0.35,0.04,0.538434
0.35,0.05,0.538307
0.35,0.06,0.537358
0.35,0.07,0.53704
0.35,0.08,0.537333
0.35,0.09,0.535896
0.35,0.1,0.535803
0.35,0.11,0.535486
0.35,0.12,0.535399
0.35,0.13,0.534518
0.35,0.14,0.53339
0.35,0.15,0.532302
0.35,0.16,0.532015
0.35,0.17,0.530911
0.35,0.18,0.532386
0.35,0.19,0.530256
0.35,0.2,0.529892
0.35,0.21,0.529496
0.35,0.22,0.52857
0.35,0.23,0.528609
0.35,0.24,0.527544
0.35,0.25,0.526593
0.35,0.26,0.526274
0.35,0.27,0.52657
0.35,0.28,0.524561
0.35,0.29,0.524972
0.35,0.3,0.523661
0.35,0.31,0.523959
0.35,0.32,0.523985
0.35,0.33,0.522418
0.35,0.34,0.52318
0.35,0.35,0.522723
0.35,0.36,0.523191
0.35,0.37,0.522156
0.35,0.38,0.521969
0.35,0.39,0.520823
0.35,0.4,0.522128
0.35,0.41,0.520805
0.35,0.42,0.520094
0.35,0.43,0.519776
0.35,0.44,0.519873
0.35,0.45,0.520578
0.35,0.46,0.519209
0.35,0.47,0.519343
0.35,0.48,0.519844
0.35,0.49,0.519545
0.35,0.5,0.519491
0.35,0.51,0.519772
0.35,0.52,0.519632
0.35,0.53,0.519998
0.35,0.54,0.520901
0.35,0.55,0.520713
0.35,0.56,0.520284
0.35,0.57,0.520826
0.35,0.58,0.520401
0.35,0.59,0.521241
0.35,0.6,0.520481
0.35,0.61,0.52102
0.35,0.62,0.521108
0.35,0.63,0.522506
0.35,0.64,0.521896
0.35,0.65,0.522381
0.35,0.66,0.522463
0.35,0.67,0.52254
0.35,0.68,0.523001
0.35,0.69,0.52414
0.35,0.7,0.524398
0.35,0.71,0.524559
0.35,0.72,0.526155
0.35,0.73,0.524751
0.35,0.74,0.527416
0.35,0.75,0.526858
0.35,0.76,0.528047
0.35,0.77,0.527292
0.35,0.78,0.528792
0.35,0.79,0.527995
0.35,0.8,0.530078
0.35,0.81,0.531401
0.35,0.82,0.530549
0.35,0.83,0.531575
0.35,0.84,0.532361
0.35,0.85,0.532931
0.35,0.86,0.533561
0.35,0.87,0.535133
