x,y,mass
0.01,0.41,0.542049
0.01,0.42,0.540805
0.01,0.43,0.542378
0.01,0.44,0.541234
0.01,0.45,0.541669
0.01,0.46,0.542618
0.01,0.47,0.542272
0.01,0.48,0.543361
0.01,0.49,0.542008
0.01,0.5,0.543316
0.01,0.51,0.542732
0.01,0.52,0.542868
0.01,0.53,0.542159
0.01,0.54,0.541813
0.01,0.55,0.542278
0.01,0.56,0.542666
0.01,0.57,0.541731
0.01,0.58,0.541584
0.01,0.59,0.542482
0.01,0.6,0.541269
0.01,0.61,0.541024
0.01,0.62,0.540609
0.01,0.63,0.540342
0.01,0.64,0.538751
0.01,0.65,0.538517
0.01,0.66,0.538259
0.01,0.67,0.538219
0.01,0.68,0.537556
0.01,0.69,0.536056
0.01,0.7,0.536665
0.01,0.71,0.5351
0.01,0.72,0.534929
0.01,0.73,0.533903
0.01,0.74,0.533606
0.01,0.75,0.532439
0.01,0.76,0.532084
0.01,0.77,0.530583
0.01,0.78,0.530791
0.01,0.79,0.52993
0.01,0.8,0.528648
0.01,0.81,0.528455
0.01,0.82,0.527337
0.01,0.83,0.525115
0.01,0.84,0.524058
0.01,0.85,0.523441
0.01,0.86,0.522427
0.01,0.87,0.521799
0.01,0.88,0.518943
0.01,0.89,0.519112
0.01,0.9,0.515762
0.01,0.91,0.516026
0.01,0.92,0.515443
0.01,0.93,0.512621
0.01,0.94,0.511936
0.01,0.95,0.510809
0.01,0.96,0.509821
0.01,0.97,0.506696
0.01,0.98,0.505701
0.01,0.99,0.503514
0.02,0,0.502584
0.02,0.01,0.505155
0.02,0.02,0.507695
0.02,0.03,0.508871
0.02,0.04,0.510381
0.02,0.05,0.512229
0.02,0.06,0.513281
0.02,0.07,0.515158
0.02,0.08,0.51603
0.02,0.09,0.517087
0.02,0.1,0.518824
0.02,0.11,0.519875
0.02,0.12,0.521459
0.02,0.13,0.521511
0.02,0.14,0.523339
0.02,0.15,0.524519
0.02,0.16,0.52574
0.02,0.17,0.52642
0.02,0.18,0.526829
0.02,0.19,0.528149
0.02,0.2,0.528406
0.02,0.21,0.529749
0.02,0.22,0.530053
0.02,0.23,0.531659
0.02,0.24,0.532467
0.02,0.25,0.53198
0.02,0.26,0.533923
0.02,0.27,0.534104
0.02,0.28,0.535176
0.02,0.29,0.535212
0.02,0.3,0.536804
0.02,0.31,0.536318
0.02,0.32,0.537246
0.02,0.33,0.537949
0.02,0.34,0.538209
0.02,0.35,0.538705
0.02,0.36,0.53941
0.02,0.37,0.540221
0.02,0.38,0.539609
0.02,0.39,0.540482
0.02,0.4,0.540604
0.02,0.41,0.541861
0.02,0.42,0.541894
0.02,0.43,0.542218
0.02,0.44,0.541424
0.02,0.45,0.542552
0.02,0.46,0.542517
0.02,0.47,0.542245
0.02,0.48,0.542065
0.02,0.49,0.542641
0.02,0.5,0.542462
0.02,0.51,0.54244
0.02,0.52,0.542344
0.02,0.53,0.542424
0.02,0.54,0.54217
0.02,0.55,0.54271
0.02,0.56,0.541765
0.02,0.57,0.541923
0.02,0.58,0.540923
0.02,0.59,0.541321
0.02,0.6,0.540585
0.02,0.61,0.5405
0.02,0.62,0.540442
0.02,0.63,0.539007
0.02,0.64,0.539424
0.02,0.65,0.53856
0.02,0.66,0.539525
0.02,0.67,0.538192
0.02,0.68,0.536036
0.02,0.69,0.536985
0.02,0.7,0.535762
0.02,0.71,0.53652
0.02,0.72,0.534686
0.02,0.73,0.53391
0.02,0.74,0.533022
0.02,0.75,0.533549
0.02,0.76,0.531973
0.02,0.77,0.532451
0.02,0.78,0.531397
0.02,0.79,0.531029
0.02,0.8,0.529681
0.02,0.81,0.528134
0.02,0.82,0.527626
0.02,0.83,0.526316
0.02,0.84,0.524673
0.02,0.85,0.524562
0.02,0.86,0.522247
0.02,0.87,0.521652
0.02,0.88,0.521005
0.02,0.89,0.519916
0.02,0.9,0.518798
0.02,0.91,0.516576
0.02,0.92,0.515964
0.02,0.93,0.514465
0.02,0.94,0.513271
0.02,0.95,0.511045
0.02,0.96,0.510809
0.02,0.97,0.508395
0.02,0.98,0.507515
0.02,0.99,0.506166
0.03,0,0.505065
0.03,0.01,0.50678
0.03,0.02,0.508131
0.03,0.03,0.509968
0.03,0.04,0.51181
0.03,0.05,0.514018
0.03,0.06,0.514979
0.03,0.07,0.515671
0.03,0.08,0.516135
0.03,0.09,0.518191
0.03,0.1,0.51931
0.03,0.11,0.520926
0.03,0.12,0.522455
0.03,0.13,0.52353
0.03,0.14,0.524635
0.03,0.15,0.525141
0.03,0.16,0.525525
0.03,0.17,0.527416
0.03,0.18,0.526702
0.03,0.19,0.529178
0.03,0.2,0.529586
0.03,0.21,0.530069
0.03,0.22,0.530957
0.03,0.23,0.531677
0.03,0.24,0.532746
0.03,0.25,0.532936
0.03,0.26,0.533972
0.03,0.27,0.535288
0.03,0.28,0.534711
0.03,0.29,0.536237
0.03,0.3,0.536025
0.03,0.31,0.537582
0.03,0.32,0.537419
0.03,0.33,0.538197
0.03,0.34,0.538142
0.03,0.35,0.53809
0.03,0.36,0.539146
0.03,0.37,0.539601
0.03,0.38,0.540334
0.03,0.39,0.540249
0.03,0.4,0.540478
0.03,0.41,0.540156
0.03,0.42,0.54011
0.03,0.43,0.541156
0.03,0.44,0.541709
0.03,0.45,0.541938
0.03,0.46,0.541294
0.03,0.47,0.541669
0.03,0.48,0.54175
0.03,0.49,0.5416
0.03,0.5,0.541737
0.03,0.51,0.542201
0.03,0.52,0.541839
0.03,0.53,0.541904
0.03,0.54,0.540986
0.03,0.55,0.541615
0.03,0.56,0.541319
0.03,0.57,0.541158
0.03,0.58,0.541316
0.03,0.59,0.541136
0.03,0.6,0.541247
0.03,0.61,0.540244
0.03,0.62,0.540199
0.03,0.63,0.539313
0.03,0.64,0.538997
0.03,0.65,0.538774
0.03,0.66,0.538233
0.03,0.67,0.537989
0.03,0.68,0.536759
0.03,0.69,0.536224
0.03,0.7,0.536544
0.03,0.71,0.536043
0.03,0.72,0.535013
0.03,0.73,0.534789
0.03,0.74,0.534311
0.03,0.75,0.532747
0.03,0.76,0.532078
0.03,0.77,0.531208
0.03,0.78,0.53044
0.03,0.79,0.529955
0.03,0.8,0.52911
0.03,0.81,0.527443
0.03,0.82,0.528257
0.03,0.83,0.527119
0.03,0.84,0.526395
0.03,0.85,0.524739
0.03,0.86,0.52275
0.03,0.87,0.522911
0.03,0.88,0.521469
0.03,0.89,0.520875
0.03,0.9,0.519749
0.03,0.91,0.517183
0.03,0.92,0.516971
0.03,0.93,0.516001
0.03,0.94,0.514211
0.03,0.95,0.512621
0.03,0.96,0.512218
0.03,0.97,0.51017
0.03,0.98,0.509129
0.03,0.99,0.507334
0.04,0,0.507262
0.04,0.01,0.508196
0.04,0.02,0.510207
0.04,0.03,0.511453
0.04,0.04,0.513489
0.04,0.05,0.514611
0.04,0.06,0.515409
0.04,0.07,0.51704
0.04,0.08,0.518058
0.04,0.09,0.519547
0.04,0.1,0.520839
0.04,0.11,0.521365
0.04,0.12,0.522386
0.04,0.13,0.523612
0.04,0.14,0.523838
0.04,0.15,0.524747
0.04,0.16,0.527407
0.04,0.17,0.526772
0.04,0.18,0.529038
0.04,0.19,0.528816
0.04,0.2,0.528664
0.04,0.21,0.530826
0.04,0.22,0.530899
0.04,0.23,0.532024
0.04,0.24,0.532399
0.04,0.25,0.533553
0.04,0.26,0.534066
0.04,0.27,0.53485
0.04,0.28,0.534459
0.04,0.29,0.536221
0.04,0.3,0.535812
0.04,0.31,0.536049
0.04,0.32,0.536659
0.04,0.33,0.537479
0.04,0.34,0.537832
0.04,0.35,0.538662
0.04,0.36,0.538416
0.04,0.37,0.538537
0.04,0.38,0.540385
0.04,0.39,0.540111
0.04,0.4,0.539969
0.04,0.41,0.539878
0.04,0.42,0.540522
0.04,0.43,0.539987
0.04,0.44,0.540932
0.04,0.45,0.541593
0.04,0.46,0.541372
0.04,0.47,0.540253
0.04,0.48,0.541363
0.04,0.49,0.541245
0.04,0.5,0.541394
0.04,0.51,0.541303
0.04,0.52,0.540187
0.04,0.53,0.540874
0.04,0.54,0.540866
0.04,0.55,0.541384
0.04,0.56,0.54118
0.04,0.57,0.541583
0.04,0.58,0.541803
0.04,0.59,0.539942
0.04,0.6,0.540751
0.04,0.61,0.539989
0.04,0.62,0.540732
0.04,0.63,0.53892
0.04,0.64,0.53865
0.04,0.65,0.538638
0.04,0.66,0.537743
0.04,0.67,0.537457
0.04,0.68,0.537332
0.04,0.69,0.537002
0.04,0.7,0.535782
0.04,0.71,0.536617
0.04,0.72,0.535251
0.04,0.73,0.535387
0.04,0.74,0.533915
0.04,0.75,0.532879
0.04,0.76,0.532527
0.04,0.77,0.532418
0.04,0.78,0.530456
0.04,0.79,0.530659
0.04,0.8,0.528857
0.04,0.81,0.528988
0.04,0.82,0.527044
0.04,0.83,0.52749
0.04,0.84,0.525673
0.04,0.85,0.526002
0.04,0.86,0.525242
0.04,0.87,0.523227
0.04,0.88,0.523119
0.04,0.89,0.521233
0.04,0.9,0.520223
0.04,0.91,0.519773
0.04,0.92,0.517436
0.04,0.93,0.516738
0.04,0.94,0.515298
0.04,0.95,0.514765
0.04,0.96,0.513354
0.04,0.97,0.512079
0.04,0.98,0.510607
0.04,0.99,0.508569
0.05,0,0.509332
0.05,0.01,0.510503
0.05,0.02,0.51226
0.05,0.03,0.512892
0.05,0.04,0.514799
0.05,0.05,0.515325
0.05,0.06,0.517362
0.05,0.07,0.517569
0.05,0.08,0.518819
0.05,0.09,0.519719
0.05,0.1,0.521911
0.05,0.11,0.522809
0.05,0.12,0.523797
0.05,0.13,0.524171
0.05,0.14,0.525397
0.05,0.15,0.526009
0.05,0.16,0.526951
0.05,0.17,0.527474
0.05,0.18,0.52854
0.05,0.19,0.529128
0.05,0.2,0.529561
0.05,0.21,0.530733
0.05,0.22,0.530745
0.05,0.23,0.531311
0.05,0.24,0.532443
0.05,0.25,0.533382
0.05,0.26,0.533867
0.05,0.27,0.534328
0.05,0.28,0.534892
0.05,0.29,0.535487
0.05,0.3,0.534727
0.05,0.31,0.536232
0.05,0.32,0.53684
0.05,0.33,0.537132
0.05,0.34,0.53823
0.05,0.35,0.537932
0.05,0.36,0.538257
0.05,0.37,0.53822
0.05,0.38,0.539423
0.05,0.39,0.539074
0.05,0.4,0.539321
0.05,0.41,0.539616
0.05,0.42,0.540378
0.05,0.43,0.540555
0.05,0.44,0.540428
0.05,0.45,0.541076
0.05,0.46,0.540501
0.05,0.47,0.541034
0.05,0.48,0.54021
0.05,0.49,0.540504
0.05,0.5,0.53998
0.05,0.51,0.540424
0.05,0.52,0.540311
0.05,0.53,0.54146
0.05,0.54,0.541007
0.05,0.55,0.539998
0.05,0.56,0.540352
0.05,0.57,0.540628
0.05,0.58,0.539051
0.05,0.59,0.53908
0.05,0.6,0.540335
0.05,0.61,0.540068
0.05,0.62,0.540142
0.05,0.63,0.538868
0.05,0.64,0.538471
0.05,0.65,0.537778
0.05,0.66,0.538104
0.05,0.67,0.537496
0.05,0.68,0.53714
0.05,0.69,0.536967
0.05,0.7,0.5348
0.05,0.71,0.535684
0.05,0.72,0.534448
0.05,0.73,0.53378
0.05,0.74,0.53415
0.05,0.75,0.533206
0.05,0.76,0.532322
0.05,0.77,0.531743
0.05,0.78,0.531323
0.05,0.79,0.531111
0.05,0.8,0.529796
0.05,0.81,0.529582
0.05,0.82,0.528228
0.05,0.83,0.527134
0.05,0.84,0.52687
0.05,0.85,0.526071
0.05,0.86,0.52514
0.05,0.87,0.524744
0.05,0.88,0.523823
0.05,0.89,0.522471
0.05,0.9,0.521932
0.05,0.91,0.519784
0.05,0.92,0.519493
0.05,0.93,0.51713
0.05,0.94,0.517261
0.05,0.95,0.515638
0.05,0.96,0.514389
0.05,0.97,0.513376
0.05,0.98,0.511731
0.05,0.99,0.509861
0.06,0,0.511309
0.06,0.01,0.511494
0.06,0.02,0.51339
0.06,0.03,0.51448
0.06,0.04,0.515836
0.06,0.05,0.516834
0.06,0.06,0.51794
0.06,0.07,0.519994
0.06,0.08,0.520061
0.06,0.09,0.521466
0.06,0.1,0.521561
0.06,0.11,0.523106
0.06,0.12,0.524267
0.06,0.13,0.525371
0.06,0.14,0.525956
0.06,0.15,0.52625
0.06,0.16,0.527446
0.06,0.17,0.528445
0.06,0.18,0.528049
0.06,0.19,0.529967
0.06,0.2,0.530337
0.06,0.21,0.53084
0.06,0.22,0.531192
0.06,0.23,0.532069
0.06,0.24,0.533366
0.06,0.25,0.53355
0.06,0.26,0.533648
0.06,0.27,0.534137
0.06,0.28,0.534793
0.06,0.29,0.535484
0.06,0.3,0.535561
0.06,0.31,0.536316
0.06,0.32,0.536807
0.06,0.33,0.536595
0.06,0.34,0.537145
0.06,0.35,0.536752
0.06,0.36,0.537364
0.06,0.37,0.537264
0.06,0.38,0.538445
0.06,0.39,0.538575
0.06,0.4,0.539187
0.06,0.41,0.538798
0.06,0.42,0.539327
0.06,0.43,0.540947
0.06,0.44,0.538657
0.06,0.45,0.540407
0.06,0.46,0.541248
0.06,0.47,0.539766
0.06,0.48,0.54039
0.06,0.49,0.541283
0.06,0.5,0.539997
0.06,0.51,0.540538
0.06,0.52,0.539942
0.06,0.53,0.540818
0.06,0.54,0.539703
0.06,0.55,0.540692
0.06,0.56,0.539613
0.06,0.57,0.540042
0.06,0.58,0.539983
0.06,0.59,0.539768
0.06,0.6,0.539346
0.06,0.61,0.538798
0.06,0.62,0.538356
0.06,0.63,0.538977
0.06,0.64,0.537927
0.06,0.65,0.537801
0.06,0.66,0.53708
0.06,0.67,0.537231
0.06,0.68,0.536717
0.06,0.69,0.535888
0.06,0.7,0.535907
0.06,0.71,0.535887
0.06,0.72,0.535106
0.06,0.73,0.533946
0.06,0.74,0.533517
0.06,0.75,0.532515
0.06,0.76,0.5329
0.06,0.77,0.532715
0.06,0.78,0.531351
0.06,0.79,0.531748
0.06,0.8,0.530021
0.06,0.81,0.529648
0.06,0.82,0.529896
0.06,0.83,0.527557
0.06,0.84,0.526968
0.06,0.85,0.526579
0.06,0.86,0.525398
0.06,0.87,0.525203
0.06,0.88,0.524111
0.06,0.89,0.523179
0.06,0.9,0.522555
0.06,0.91,0.521265
0.06,0.92,0.521006
0.06,0.93,0.520599
0.06,0.94,0.517432
0.06,0.95,0.517229
0.06,0.96,0.515417
0.06,0.97,0.514893
0.06,0.98,0.512722
0.06,0.99,0.511901
0.07,0,0.511911
0.07,0.01,0.513231
0.07,0.02,0.514372
0.07,0.03,0.515563
0.07,0.04,0.516487
0.07,0.05,0.518572
0.07,0.06,0.51956
0.07,0.07,0.520946
0.07,0.08,0.521563
0.07,0.09,0.521797
0.07,0.1,0.522152
0.07,0.11,0.524597
0.07,0.12,0.524863
0.07,0.13,0.526554
0.07,0.14,0.527189
0.07,0.15,0.526347
0.07,0.16,0.527071
0.07,0.17,0.527607
0.07,0.18,0.529679
0.07,0.19,0.530134
0.07,0.2,0.531355
0.07,0.21,0.53057
0.07,0.22,0.532535
0.07,0.23,0.531878
0.07,0.24,0.533368
0.07,0.25,0.533626
0.07,0.26,0.534802
0.07,0.27,0.534563
0.07,0.28,0.534937
0.07,0.29,0.534005
0.07,0.3,0.535488
0.07,0.31,0.535252
0.07,0.32,0.536806
0.07,0.33,0.536979
0.07,0.34,0.536928
0.07,0.35,0.537795
0.07,0.36,0.537518
0.07,0.37,0.537704
0.07,0.38,0.537331
0.07,0.39,0.537456
0.07,0.4,0.538794
0.07,0.41,0.53832
0.07,0.42,0.538798
0.07,0.43,0.539511
0.07,0.44,0.539411
0.07,0.45,0.539631
0.07,0.46,0.538886
0.07,0.47,0.539824
0.07,0.48,0.538764
0.07,0.49,0.539427
0.07,0.5,0.540031
0.07,0.51,0.53942
0.07,0.52,0.539997
0.07,0.53,0.539549
0.07,0.54,0.539812
0.07,0.55,0.539576
0.07,0.56,0.539031
0.07,0.57,0.539523
0.07,0.58,0.539076
0.07,0.59,0.539134
0.07,0.6,0.539464
0.07,0.61,0.538748
0.07,0.62,0.53871
0.07,0.63,0.537997
0.07,0.64,0.537578
0.07,0.65,0.537845
0.07,0.66,0.536661
0.07,0.67,0.537002
0.07,0.68,0.536554
0.07,0.69,0.535307
0.07,0.7,0.534554
0.07,0.71,0.534928
0.07,0.72,0.535158
0.07,0.73,0.533939
0.07,0.74,0.533459
0.07,0.75,0.533277
0.07,0.76,0.531805
0.07,0.77,0.532398
0.07,0.78,0.530969
0.07,0.79,0.531475
0.07,0.8,0.530672
0.07,0.81,0.530302
0.07,0.82,0.529574
0.07,0.83,0.529367
0.07,0.84,0.528054
0.07,0.85,0.527836
0.07,0.86,0.526819
0.07,0.87,0.526406
0.07,0.88,0.5256
0.07,0.89,0.52329
0.07,0.9,0.523388
0.07,0.91,0.522037
0.07,0.92,0.520729
0.07,0.93,0.520717
0.07,0.94,0.519136
0.07,0.95,0.517685
0.07,0.96,0.517304
0.07,0.97,0.516288
0.07,0.98,0.515138
0.07,0.99,0.513547
0.08,0,0.513421
0.08,0.01,0.51471
0.08,0.02,0.515733
0.08,0.03,0.516428
0.08,0.04,0.517439
0.08,0.05,0.519398
0.08,0.06,0.520382
0.08,0.07,0.521498
0.08,0.08,0.522348
0.08,0.09,0.523796
0.08,0.1,0.52367
0.08,0.11,0.524409
0.08,0.12,0.525136
0.08,0.13,0.526775
0.08,0.14,0.527714
0.08,0.15,0.528306
0.08,0.16,0.527923
0.08,0.17,0.529368
0.08,0.18,0.529047
0.08,0.19,0.530008
0.08,0.2,0.531183
0.08,0.21,0.531682
0.08,0.22,0.53194
0.08,0.23,0.532256
0.08,0.24,0.532578
0.08,0.25,0.532715
0.08,0.26,0.532766
0.08,0.27,0.534001
0.08,0.28,0.534321
0.08,0.29,0.534101
0.08,0.3,0.535327
0.08,0.31,0.535233
0.08,0.32,0.536132
0.08,0.33,0.536581
0.08,0.34,0.53687
0.08,0.35,0.536035
0.08,0.36,0.538153
0.08,0.37,0.53711
0.08,0.38,0.536432
0.08,0.39,0.538471
0.08,0.4,0.538838
0.08,0.41,0.537857
0.08,0.42,0.538161
0.08,0.43,0.539061
0.08,0.44,0.538661
0.08,0.45,0.53832
0.08,0.46,0.538339
0.08,0.47,0.538589
0.08,0.48,0.539587
0.08,0.49,0.53886
0.08,0.5,0.538875
0.08,0.51,0.539424
0.08,0.52,0.538631
0.08,0.53,0.539498
0.08,0.54,0.538803
0.08,0.55,0.538551
0.08,0.56,0.538497
0.08,0.57,0.538828
0.08,0.58,0.537414
0.08,0.59,0.538107
0.08,0.6,0.538105
0.08,0.61,0.538077
0.08,0.62,0.537815
0.08,0.63,0.536823
0.08,0.64,0.538052
0.08,0.65,0.537146
0.08,0.66,0.536397
0.08,0.67,0.535805
0.08,0.68,0.536106
0.08,0.69,0.536644
0.08,0.7,0.5345
0.08,0.71,0.534522
0.08,0.72,0.534452
0.08,0.73,0.53411
0.08,0.74,0.534659
0.08,0.75,0.533676
0.08,0.76,0.533127
0.08,0.77,0.531425
0.08,0.78,0.532611
0.08,0.79,0.530729
0.08,0.8,0.531088
0.08,0.81,0.530596
0.08,0.82,0.529752
0.08,0.83,0.528142
0.08,0.84,0.527767
0.08,0.85,0.526921
0.08,0.86,0.527145
0.08,0.87,0.526872
0.08,0.88,0.525753
0.08,0.89,0.524558
0.08,0.9,0.523418
0.08,0.91,0.523902
0.08,0.92,0.522897
0.08,0.93,0.521159
0.08,0.94,0.521386
0.08,0.95,0.519923
0.08,0.96,0.518233
0.08,0.97,0.516306
0.08,0.98,0.516904
0.08,0.99,0.515128
0.09,0,0.515556
0.09,0.01,0.515395
0.09,0.02,0.517332
0.09,0.03,0.517927
0.09,0.04,0.519374
0.09,0.05,0.520768
0.09,0.06,0.521592
0.09,0.07,0.522196
0.09,0.08,0.522188
0.09,0.09,0.524623
0.09,0.1,0.524092
0.09,0.11,0.524952
0.09,0.12,0.525678
0.09,0.13,0.526909
0.09,0.14,0.526709
0.09,0.15,0.528285
0.09,0.16,0.528248
0.09,0.17,0.528468
0.09,0.18,0.52987
0.09,0.19,0.530938
0.09,0.2,0.53082
0.09,0.21,0.531639
0.09,0.22,0.530811
0.09,0.23,0.532875
0.09,0.24,0.53272
0.09,0.25,0.532705
0.09,0.26,0.533771
0.09,0.27,0.533937
0.09,0.28,0.534769
0.09,0.29,0.535059
0.09,0.3,0.534593
0.09,0.31,0.53513
0.09,0.32,0.535532
0.09,0.33,0.535515
0.09,0.34,0.535803
0.09,0.35,0.536605
0.09,0.36,0.537859
0.09,0.37,0.538076
0.09,0.38,0.537033
0.09,0.39,0.53783
0.09,0.4,0.537954
0.09,0.41,0.537667
0.09,0.42,0.538293
0.09,0.43,0.537299
0.09,0.44,0.537662
0.09,0.45,0.537983
0.09,0.46,0.538567
0.09,0.47,0.537944
0.09,0.48,0.537911
0.09,0.49,0.538033
0.09,0.5,0.537743
0.09,0.51,0.53775
0.09,0.52,0.537963
0.09,0.53,0.538698
0.09,0.54,0.538062
0.09,0.55,0.537711
0.09,0.56,0.537762
0.09,0.57,0.538239
0.09,0.58,0.537775
0.09,0.59,0.537664
0.09,0.6,0.535826
0.09,0.61,0.537657
0.09,0.62,0.537491
0.09,0.63,0.536775
0.09,0.64,0.536212
0.09,0.65,0.535367
0.09,0.66,0.535639
0.09,0.67,0.535221
0.09,0.68,0.534936
0.09,0.69,0.535952
0.09,0.7,0.53486
0.09,0.71,0.534207
0.09,0.72,0.533617
0.09,0.73,0.533336
0.09,0.74,0.534692
0.09,0.75,0.534103
0.09,0.76,0.532837
0.09,0.77,0.53176
0.09,0.78,0.532234
0.09,0.79,0.531245
0.09,0.8,0.530622
0.09,0.81,0.530725
0.09,0.82,0.530903
0.09,0.83,0.529208
0.09,0.84,0.528696
0.09,0.85,0.528002
0.09,0.86,0.528305
0.09,0.87,0.526794
0.09,0.88,0.526381
0.09,0.89,0.525897
0.09,0.9,0.524735
0.09,0.91,0.524443
0.09,0.92,0.523708
0.09,0.93,0.521486
0.09,0.94,0.521067
0.09,0.95,0.520851
0.09,0.96,0.519625
0.09,0.97,0.518024
0.09,0.98,0.518102
0.09,0.99,0.516432
0.1,0,0.516416
0.1,0.01,0.51791
0.1,0.02,0.520038
0.1,0.03,0.519191
0.1,0.04,0.521186
0.1,0.05,0.521072
0.1,0.06,0.522579
0.1,0.07,0.522544
0.1,0.08,0.524548
0.1,0.09,0.525831
0.1,0.1,0.526
0.1,0.11,0.526695
0.1,0.12,0.525688
0.1,0.13,0.527456
0.1,0.14,0.528049
0.1,0.15,0.527933
0.1,0.16,0.529541
0.1,0.17,0.528739
0.1,0.18,0.530159
0.1,0.19,0.531016
0.1,0.2,0.5311
0.1,0.21,0.531857
0.1,0.22,0.531894
0.1,0.23,0.532916
0.1,0.24,0.532154
0.1,0.25,0.532647
0.1,0.26,0.533069
0.1,0.27,0.533279
0.1,0.28,0.53378
0.1,0.29,0.534325
0.1,0.3,0.534661
0.1,0.31,0.535166
0.1,0.32,0.535653
0.1,0.33,0.534881
0.1,0.34,0.535167
0.1,0.35,0.535345
0.1,0.36,0.535506
0.1,0.37,0.536601
0.1,0.38,0.536224
0.1,0.39,0.537255
0.1,0.4,0.537204
0.1,0.41,0.536773
0.1,0.42,0.537174
0.1,0.43,0.53692
0.1,0.44,0.536941
0.1,0.45,0.537502
0.1,0.46,0.537733
0.1,0.47,0.537198
0.1,0.48,0.538097
0.1,0.49,0.537517
0.1,0.5,0.538055
0.1,0.51,0.537252
0.1,0.52,0.536748
0.1,0.53,0.537294
0.1,0.54,0.537719
0.1,0.55,0.537489
0.1,0.56,0.536858
0.1,0.57,0.536302
0.1,0.58,0.536987
0.1,0.59,0.537113
0.1,0.6,0.537163
0.1,0.61,0.536205
0.1,0.62,0.536887
0.1,0.63,0.535081
0.1,0.64,0.53709
0.1,0.65,0.535674
0.1,0.66,0.535857
0.1,0.67,0.534991
0.1,0.68,0.534878
0.1,0.69,0.534795
0.1,0.7,0.534386
0.1,0.71,0.533954
0.1,0.72,0.533855
0.1,0.73,0.533867
0.1,0.74,0.532744
0.1,0.75,0.53298
0.1,0.76,0.531768
0.1,0.77,0.533002
0.1,0.78,0.530805
0.1,0.79,0.53168
0.1,0.8,0.531338
0.1,0.81,0.530424
0.1,0.82,0.530575
0.1,0.83,0.529904
0.1,0.84,0.528777
0.1,0.85,0.528132
0.1,0.86,0.528457
0.1,0.87,0.527161
0.1,0.88,0.526812
0.1,0.89,0.526046
0.1,0.9,0.526023
0.1,0.91,0.52361
